link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,link_type_s0,link_type_s1,lanes_p1_s0_auto,lanes_p1_s0_info,lanes_p1_s1_auto,lanes_p1_s1_info,VOL_p1_s0_auto,VOL_p1_s0_info,VOL_p1_s1_auto,VOL_p1_s1_info,MEU_p1_s0_auto,MEU_p1_s0_info,MEU_p1_s1_auto,MEU_p1_s1_info,CAP_p1_s0_auto,CAP_p1_s0_info,CAP_p1_s1_auto,CAP_p1_s1_info,PEN_p1_s0_auto,PEN_p1_s0_info,PEN_p1_s1_auto,PEN_p1_s1_info,DOC_p1_s0_auto,DOC_p1_s0_info,DOC_p1_s1_auto,DOC_p1_s1_info,TT_p1_s0_auto,TT_p1_s0_info,TT_p1_s1_auto,TT_p1_s1_info,CO2_p1_s0_auto,CO2_p1_s0_info,CO2_p1_s1_auto,CO2_p1_s1_info,NOX_p1_s0_auto,NOX_p1_s0_info,NOX_p1_s1_auto,NOX_p1_s1_info,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_25nb_info,MEU_am_25nb_info,CAP_am_25nb_info,PEN_am_25nb_info,DOC_am_25nb_info,TT_am_25nb_info,CO2_am_25nb_info,NOX_am_25nb_info,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2040_info,MEU_am_2040_info,CAP_am_2040_info,PEN_am_2040_info,DOC_am_2040_info,TT_am_2040_info,CO2_am_2040_info,NOX_am_2040_info,
21,21,motorway,23,24,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",1.369480,0.851137,1.369480,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.4,1.4,1.4,1.4,89421.4,9935.7,34725.5,34725.5,23.6,2.6,9.2,9.2,3151.2,3151.2,5400.000,0.000,0.584,1.393,89421.425,23.608,350.1,350.1,6000.000,0.000,0.584,1.393,9935.714,2.623,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.370,34725.507,9.245,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.370,34725.507,9.245,
22,22,motorway,24,25,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",1.385800,0.861280,1.385800,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.4,1.4,1.4,1.4,90487.1,10054.1,35139.3,35139.3,23.9,2.7,9.4,9.4,3151.2,3151.2,5400.000,0.000,0.584,1.410,90487.054,23.890,350.1,350.1,6000.000,0.000,0.584,1.410,10054.117,2.654,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.386,35139.329,9.356,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.386,35139.329,9.356,
23,23,motorway,25,26,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",1.404530,0.872921,1.404530,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.4,1.4,1.4,1.4,91710.0,10190.0,35614.3,35614.3,24.2,2.7,9.5,9.5,3151.2,3151.2,5400.000,0.000,0.584,1.429,91710.046,24.212,350.1,350.1,6000.000,0.000,0.584,1.429,10190.005,2.690,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.405,35614.260,9.482,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.405,35614.260,9.482,
24,24,motorway,26,27,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",1.161080,0.721616,1.161080,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.2,1.2,1.2,1.2,75813.8,8423.8,29441.2,29441.2,20.0,2.2,7.8,7.8,3151.2,3151.2,5400.000,0.000,0.584,1.181,75813.760,20.016,350.1,350.1,6000.000,0.000,0.584,1.181,8423.751,2.224,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.162,29441.169,7.838,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.162,29441.169,7.838,
25,25,motorway,27,28,"LINESTRING (-112.0599650 33.6402790, -112.0464350 33.6403720)",1.254750,0.779832,1.254750,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.2,1.3,1.3,1.3,1.3,81930.0,9103.3,31816.3,31816.3,21.6,2.4,8.5,8.5,3151.2,3151.2,5400.000,0.000,0.584,1.277,81930.026,21.630,350.1,350.1,6000.000,0.000,0.584,1.277,9103.336,2.403,1220.0,1220.0,5400.000,0.000,0.226,1.255,31816.332,8.471,1220.0,1220.0,6000.000,0.000,0.226,1.255,31816.332,8.471,
26,26,motorway,28,29,"LINESTRING (-112.0464350 33.6403720, -112.0388420 33.6465680)",0.983710,0.611380,0.983710,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.0,1.0,1.0,1.0,64232.2,7136.9,24943.6,24943.6,17.0,1.9,6.6,6.6,3151.2,3151.2,5400.000,0.000,0.584,1.001,64232.227,16.958,350.1,350.1,6000.000,0.000,0.584,1.001,7136.914,1.884,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,0.984,24943.649,6.641,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,0.984,24943.649,6.641,
27,27,motorway,29,2,"LINESTRING (-112.0388420 33.6465680, -112.0298670 33.6552860)",1.275470,0.792710,1.275470,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,3151.2,350.1,1220.0,1220.0,3151.2,350.1,1220.0,1220.0,5400.0,6000.0,5400.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.6,0.6,0.2,0.2,1.3,1.3,1.3,1.3,83283.0,9253.7,32341.7,32341.7,22.0,2.4,8.6,8.6,3151.2,3151.2,5400.000,0.000,0.584,1.298,83282.957,21.988,350.1,350.1,6000.000,0.000,0.584,1.298,9253.662,2.443,1220.0,1220.0,5400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.276,32341.723,8.611,1220.0,1220.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.226,1.276,32341.723,8.611,
28,28,motorway,12,2,"LINESTRING (-112.0386420 33.6623000, -112.0298670 33.6552860)",1.125470,0.699484,1.125470,60.000000,-60.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,4.0,4.0,motorway,motorway,4.0,4.0,4.0,4.0,3148.8,349.9,2280.0,2280.0,3148.8,349.9,2280.0,2280.0,7200.0,8000.0,7200.0,8000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.4,0.4,0.3,0.3,1.1,1.1,1.1,1.1,73584.1,8176.0,53322.7,53322.7,19.5,2.2,14.2,14.2,3148.8,3148.8,7200.000,0.000,0.437,1.132,73584.145,19.541,349.9,349.9,8000.000,0.000,0.437,1.132,8176.016,2.171,2280.0,2280.0,7200.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.317,1.127,53322.697,14.189,2280.0,2280.0,8000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.317,1.127,53322.697,14.189,
29,29,motorway,1,30,"LINESTRING (-112.2164130 33.6539160, -112.1885870 33.6541820)",2.580210,1.603611,5.160420,30.000000,-90.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4000.0,3600.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.000,0.000,0.000,5.160,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,5.160,0.000,0.000,0.0,0.0,3600.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,5.160,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,5.160,0.000,0.000,
30,30,motorway,30,31,"LINESTRING (-112.1885870 33.6541820, -112.1615280 33.6543680)",2.509000,1.559354,5.018000,30.000000,-90.000000,900.000000,-1100.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,4000.0,1800.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.000,0.000,0.000,5.018,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,5.018,0.000,0.000,0.0,0.0,1800.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,5.018,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,5.018,0.000,0.000,
31,31,motorway,31,32,"LINESTRING (-112.1615280 33.6543680, -112.1364880 33.6545410)",2.321790,1.443002,4.643580,30.000000,-90.000000,1800.000000,-200.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4000.0,3600.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,4.6,4.6,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.000,0.000,0.000,4.644,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,4.644,0.000,0.000,0.0,0.0,3600.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,4.644,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,4.644,0.000,0.000,
32,32,motorway,32,33,"LINESTRING (-112.1364880 33.6545410, -112.1150400 33.6546770)",1.988710,1.235991,3.977420,30.000000,-90.000000,900.000000,-1100.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,4000.0,1800.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.000,0.000,0.000,3.977,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,3.977,0.000,0.000,0.0,0.0,1800.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.977,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.977,0.000,0.000,
33,33,residential,34,2,"LINESTRING (-112.0633880 33.6550440, -112.0298670 33.6552750)",3.108150,1.931728,9.324450,20.000000,-10.000000,1800.000000,800.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,residential,residential,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4000.0,3600.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,9.3,9.3,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.000,0.000,0.000,9.324,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,9.324,0.000,0.000,0.0,0.0,3600.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,9.324,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,9.324,0.000,0.000,
34,34,motorway,33,35,"LINESTRING (-112.1150400 33.6546770, -112.0886300 33.6548700)",2.448820,1.521952,4.897640,30.000000,-90.000000,900.000000,-1100.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,4000.0,1800.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,4.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.000,0.000,0.000,4.898,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,4.898,0.000,0.000,0.0,0.0,1800.000,0.000,0.000,4.898,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,4.898,0.000,0.000,
35,35,trunk,35,34,"LINESTRING (-112.0886300 33.6548700, -112.0633880 33.6550440)",2.340500,1.454630,14.043000,10.000000,-90.000000,900.000000,-900.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,trunk,trunk,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,4000.0,1800.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.000,0.000,0.000,14.043,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,14.043,0.000,0.000,0.0,0.0,1800.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,14.043,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,14.043,0.000,0.000,
36,36,motorway,36,31,"LINESTRING (-112.1688870 33.6606500, -112.1615350 33.6543710)",0.974320,0.605544,1.948640,30.000000,-90.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,6000.0,3000.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.000,0.000,0.000,1.949,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,1.949,0.000,0.000,0.0,0.0,3000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.949,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.949,0.000,0.000,
37,37,motorway,31,36,"LINESTRING (-112.1615210 33.6543880, -112.1688730 33.6606660)",0.974250,0.605500,0.899308,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.899,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.899,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.899,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.899,0.000,0.000,
38,38,motorway,31,37,"LINESTRING (-112.1615350 33.6543880, -112.1687240 33.6481020)",0.964400,0.599378,0.890215,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.890,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.890,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.890,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.890,0.000,0.000,
39,39,motorway,37,31,"LINESTRING (-112.1687100 33.6480850, -112.1615210 33.6543710)",0.964400,0.599378,0.890215,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.890,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.890,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.890,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.890,0.000,0.000,
40,40,motorway,38,33,"LINESTRING (-112.1175340 33.6624650, -112.1150510 33.6546850)",0.892780,0.554866,0.824105,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.824,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.824,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.824,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.824,0.000,0.000,
41,41,motorway,33,38,"LINESTRING (-112.1150300 33.6546910, -112.1175130 33.6624720)",0.892880,0.554929,0.824197,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.824,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.824,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.824,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.824,0.000,0.000,
42,42,motorway,33,39,"LINESTRING (-112.1150520 33.6546880, -112.1153660 33.6468330)",0.871390,0.541572,0.804360,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.804,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.804,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.804,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.804,0.000,0.000,
