link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,mvmt_txt_id,main_node_id,cycle_length,start_green_time,end_green_time,nema_phase,geometry,
543,0,222,103654,hot,1,1,-1,0.43617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.358538 40.705965, -84.359302 40.699670)"
544,0,222,103695,hot,1,1,-1,0.18295,1,25.0,1800.0,,,,,,,"LINESTRING (-84.358537 40.705963, -84.355204 40.705185)"
545,0,223,103649,hot,1,1,-1,0.24886,1,25.0,1800.0,,,,,,,"LINESTRING (-84.353074 40.712542, -84.355552 40.709467)"
546,0,223,103698,hot,1,1,-1,0.19356,1,25.0,1800.0,,,,,,,"LINESTRING (-84.353075 40.712541, -84.353014 40.709735)"
547,0,224,103652,hot,1,1,-1,0.48163,1,25.0,1800.0,,,,,,,"LINESTRING (-84.378119 40.692557, -84.377678 40.699529)"
548,0,225,103652,hot,1,1,-1,0.54697,1,25.0,1800.0,,,,,,,"LINESTRING (-84.380607 40.707138, -84.377681 40.699529)"
549,0,225,103688,hot,1,1,-1,0.59621,1,25.0,1800.0,,,,,,,"LINESTRING (-84.380605 40.707139, -84.387345 40.714092)"
550,0,225,103695,hot,1,1,-1,1.34091,1,25.0,1800.0,,,,,,,"LINESTRING (-84.380606 40.707137, -84.355204 40.705185)"
551,0,226,103684,hot,1,1,-1,0.35492,1,25.0,1800.0,,,,,,,"LINESTRING (-84.367460 40.719188, -84.368281 40.714083)"
552,0,227,103601,hot,1,1,-1,0.51439,1,25.0,1800.0,,,,,,,"LINESTRING (-84.232642 40.758609, -84.232950 40.751159)"
553,0,227,103602,hot,1,1,-1,0.57557,1,25.0,1800.0,,,,,,,"LINESTRING (-84.232639 40.758609, -84.233194 40.766939)"
554,0,228,103600,hot,1,1,-1,0.48504,1,25.0,1800.0,,,,,,,"LINESTRING (-84.257954 40.758568, -84.257070 40.765563)"
555,0,228,103619,hot,1,1,-1,0.80758,1,25.0,1800.0,,,,,,,"LINESTRING (-84.257956 40.758567, -84.242568 40.758441)"
556,0,228,103873,hot,1,1,-1,0.52898,1,25.0,1800.0,,,,,,,"LINESTRING (-84.257957 40.758568, -84.256945 40.750941)"
557,0,229,103602,hot,1,1,-1,0.77197,1,25.0,1800.0,,,,,,,"LINESTRING (-84.232786 40.778122, -84.233196 40.766939)"
558,0,229,103916,hot,1,1,-1,0.65019,1,25.0,1800.0,,,,,,,"LINESTRING (-84.232784 40.778122, -84.233427 40.787532)"
559,0,230,103600,hot,1,1,-1,0.73333,1,25.0,1800.0,,,,,,,"LINESTRING (-84.258060 40.776163, -84.257072 40.765564)"
560,0,230,103899,hot,1,1,-1,0.82557,1,25.0,1800.0,,,,,,,"LINESTRING (-84.258058 40.776161, -84.242861 40.773052)"
561,0,230,103902,hot,1,1,-1,0.76458,1,25.0,1800.0,,,,,,,"LINESTRING (-84.258057 40.776163, -84.257376 40.787229)"
562,0,231,103598,hot,1,1,-1,0.56610,1,25.0,1800.0,,,,,,,"LINESTRING (-84.303212 40.756785, -84.302548 40.764972)"
563,0,231,103618,hot,1,1,-1,1.16648,1,25.0,1800.0,,,,,,,"LINESTRING (-84.303213 40.756784, -84.281037 40.757949)"
564,0,231,103710,hot,1,1,-1,0.98030,1,25.0,1800.0,,,,,,,"LINESTRING (-84.303215 40.756786, -84.309499 40.743410)"
565,0,232,103599,hot,1,1,-1,0.11004,1,25.0,1800.0,,,,,,,"LINESTRING (-84.323295 40.752156, -84.321319 40.751623)"
566,0,233,103598,hot,1,1,-1,0.75644,1,25.0,1800.0,,,,,,,"LINESTRING (-84.295522 40.774544, -84.302551 40.764973)"
567,0,233,103767,hot,1,1,-1,0.76610,1,25.0,1800.0,,,,,,,"LINESTRING (-84.295521 40.774545, -84.309382 40.778036)"
568,0,233,103779,hot,1,1,-1,0.89621,1,25.0,1800.0,,,,,,,"LINESTRING (-84.295520 40.774543, -84.289969 40.786824)"
569,0,233,103780,hot,1,1,-1,0.76023,1,25.0,1800.0,,,,,,,"LINESTRING (-84.295521 40.774542, -84.281034 40.774369)"
570,0,234,103760,hot,1,1,-1,0.64981,1,25.0,1800.0,,,,,,,"LINESTRING (-84.322403 40.777575, -84.334594 40.779247)"
571,0,234,103767,hot,1,1,-1,0.68371,1,25.0,1800.0,,,,,,,"LINESTRING (-84.322403 40.777573, -84.309383 40.778033)"
572,0,235,103651,hot,1,1,-1,0.39545,1,25.0,1800.0,,,,,,,"LINESTRING (-84.231312 40.792056, -84.223928 40.790897)"
573,0,235,103916,hot,1,1,-1,0.33144,1,25.0,1800.0,,,,,,,"LINESTRING (-84.231313 40.792058, -84.233429 40.787532)"
574,0,236,100717,hot,1,1,-1,0.78920,1,25.0,1800.0,,,,,,,"LINESTRING (-84.235308 40.809042, -84.224091 40.801418)"
575,0,236,103896,hot,1,1,-1,0.42273,1,25.0,1800.0,,,,,,,"LINESTRING (-84.235307 40.809045, -84.243362 40.809283)"
576,0,236,103921,hot,1,1,-1,0.52178,1,25.0,1800.0,,,,,,,"LINESTRING (-84.235306 40.809043, -84.233881 40.816525)"
577,0,237,103653,hot,1,1,-1,0.45511,1,25.0,1800.0,,,,,,,"LINESTRING (-84.252607 40.799756, -84.251063 40.793267)"
578,0,237,103658,hot,1,1,-1,0.71098,1,25.0,1800.0,,,,,,,"LINESTRING (-84.252605 40.799758, -84.262493 40.806807)"
579,0,238,103596,hot,1,1,-1,0.47860,1,25.0,1800.0,,,,,,,"LINESTRING (-84.273241 40.804874, -84.271710 40.798037)"
580,0,238,103913,hot,1,1,-1,0.73864,1,25.0,1800.0,,,,,,,"LINESTRING (-84.273239 40.804874, -84.271738 40.815515)"
581,0,239,103653,hot,1,1,-1,0.80777,1,25.0,1800.0,,,,,,,"LINESTRING (-84.266374 40.792014, -84.251061 40.793266)"
582,0,239,103902,hot,1,1,-1,0.57595,1,25.0,1800.0,,,,,,,"LINESTRING (-84.266374 40.792014, -84.257378 40.787228)"
583,0,240,103763,hot,1,1,-1,1.32367,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315743 40.804172, -84.292024 40.797618)"
584,0,240,103765,hot,1,1,-1,1.22140,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315744 40.804173, -84.318798 40.786628)"
585,0,240,103771,hot,1,1,-1,0.84716,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315741 40.804174, -84.319129 40.816175)"
586,0,241,103659,hot,1,1,-1,0.70530,1,25.0,1800.0,,,,,,,"LINESTRING (-84.345283 40.747704, -84.342684 40.757731)"
587,0,241,103670,hot,1,1,-1,0.61193,1,25.0,1800.0,,,,,,,"LINESTRING (-84.345284 40.747703, -84.333824 40.749339)"
588,0,241,103674,hot,1,1,-1,0.78106,1,25.0,1800.0,,,,,,,"LINESTRING (-84.345284 40.747706, -84.358906 40.743148)"
589,0,242,103671,hot,1,1,-1,0.79754,1,25.0,1800.0,,,,,,,"LINESTRING (-84.373353 40.745928, -84.372869 40.757479)"
590,0,242,103674,hot,1,1,-1,0.78220,1,25.0,1800.0,,,,,,,"LINESTRING (-84.373355 40.745927, -84.358906 40.743145)"
591,0,242,103682,hot,1,1,-1,1.02102,1,25.0,1800.0,,,,,,,"LINESTRING (-84.373355 40.745929, -84.387599 40.735855)"
592,0,243,103678,hot,1,1,-1,0.25492,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348797 40.771344, -84.349498 40.767688)"
593,0,243,103729,hot,1,1,-1,0.55947,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348795 40.771343, -84.349501 40.779434)"
594,0,244,103613,hot,1,1,-1,0.87765,1,25.0,1800.0,,,,,,,"LINESTRING (-84.375096 40.768742, -84.358900 40.771928)"
595,0,244,103671,hot,1,1,-1,0.78617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.375097 40.768743, -84.372872 40.757479)"
596,0,244,103748,hot,1,1,-1,0.75095,1,25.0,1800.0,,,,,,,"LINESTRING (-84.375095 40.768744, -84.378304 40.779350)"
597,0,245,103574,hot,1,1,-1,0.56174,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348358 40.790671, -84.359061 40.790382)"
598,0,245,103727,hot,1,1,-1,0.72235,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348356 40.790669, -84.349503 40.801101)"
599,0,245,103729,hot,1,1,-1,0.77765,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348359 40.790669, -84.349504 40.779434)"
600,0,245,103773,hot,1,1,-1,0.84337,1,25.0,1800.0,,,,,,,"LINESTRING (-84.348357 40.790668, -84.334855 40.797306)"
601,0,246,103758,hot,1,1,-1,0.38826,1,25.0,1800.0,,,,,,,"LINESTRING (-84.381591 40.795859, -84.383959 40.801189)"
602,0,247,103727,hot,1,1,-1,0.54375,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347248 40.808791, -84.349506 40.801102)"
603,0,247,103759,hot,1,1,-1,0.51951,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347245 40.808791, -84.349938 40.816037)"
604,0,248,103758,hot,1,1,-1,0.39242,1,25.0,1800.0,,,,,,,"LINESTRING (-84.381084 40.806438, -84.383962 40.801189)"
605,0,249,103759,hot,1,1,-1,0.59167,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347992 40.824481, -84.349941 40.816036)"
606,0,249,104426,hot,1,1,-1,1.18788,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347989 40.824481, -84.346452 40.841652)"
607,0,250,100685,hot,1,1,-1,0.29015,1,25.0,1800.0,,,,,,,"LINESTRING (-84.343701 40.832988, -84.339591 40.835805)"
608,0,250,103759,hot,1,1,-1,1.21496,1,25.0,1800.0,,,,,,,"LINESTRING (-84.343703 40.832990, -84.349941 40.816037)"
609,0,250,104426,hot,1,1,-1,0.61496,1,25.0,1800.0,,,,,,,"LINESTRING (-84.343700 40.832990, -84.346452 40.841653)"
610,0,251,100687,hot,1,1,-1,0.21193,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344686 40.839356, -84.341034 40.840679)"
611,0,251,103679,hot,1,1,-1,0.22917,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344685 40.839357, -84.344231 40.842662)"
612,0,252,103680,hot,1,1,-1,0.09148,1,25.0,1800.0,,,,,,,"LINESTRING (-84.350781 40.843828, -84.349294 40.843129)"
613,0,252,103694,hot,1,1,-1,0.12519,1,25.0,1800.0,,,,,,,"LINESTRING (-84.350779 40.843828, -84.349394 40.845308)"
614,0,253,103680,hot,1,1,-1,0.07595,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347851 40.843253, -84.349294 40.843132)"
615,0,253,103687,hot,1,1,-1,0.03049,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347849 40.843251, -84.347818 40.843694)"
616,0,253,103689,hot,1,1,-1,0.04299,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347852 40.843251, -84.347857 40.842628)"
617,0,254,103687,hot,1,1,-1,0.11307,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347822 40.845334, -84.347821 40.843695)"
618,0,254,103693,hot,1,1,-1,0.08011,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347820 40.845332, -84.346314 40.845536)"
619,0,254,103694,hot,1,1,-1,0.08258,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347820 40.845335, -84.349395 40.845311)"
620,0,254,103700,hot,1,1,-1,0.12254,1,25.0,1800.0,,,,,,,"LINESTRING (-84.347819 40.845334, -84.348061 40.847101)"
621,0,255,103679,hot,1,1,-1,0.03617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344396 40.843174, -84.344233 40.842661)"
622,0,255,103692,hot,1,1,-1,0.03750,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344393 40.843174, -84.344322 40.843716)"
623,0,256,100700,hot,1,1,-1,0.06818,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344560 40.845301, -84.343309 40.845024)"
624,0,256,103692,hot,1,1,-1,0.11004,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344561 40.845302, -84.344324 40.843716)"
625,0,256,103693,hot,1,1,-1,0.09337,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344560 40.845304, -84.346314 40.845539)"
626,0,256,103743,hot,1,1,-1,0.12784,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344559 40.845303, -84.344651 40.847153)"
627,0,257,103867,hot,1,1,-1,0.03996,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341258 40.842174, -84.341596 40.842694)"
628,0,258,103778,hot,1,1,-1,0.03958,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341547 40.843220, -84.342301 40.843191)"
629,0,258,103851,hot,1,1,-1,0.03523,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341545 40.843218, -84.341624 40.843725)"
630,0,258,103867,hot,1,1,-1,0.03617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341548 40.843218, -84.341599 40.842693)"
631,0,258,103898,hot,1,1,-1,0.03182,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341547 40.843217, -84.340941 40.843177)"
632,0,259,103745,hot,1,1,-1,0.03617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341598 40.844317, -84.342289 40.844323)"
633,0,259,103826,hot,1,1,-1,0.05095,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341596 40.844316, -84.341681 40.845052)"
634,0,259,103851,hot,1,1,-1,0.04072,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341599 40.844316, -84.341626 40.843725)"
635,0,259,103869,hot,1,1,-1,0.03277,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341598 40.844314, -84.340971 40.844308)"
636,0,260,103744,hot,1,1,-1,0.04981,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341838 40.846051, -84.342789 40.846085)"
637,0,260,103822,hot,1,1,-1,0.07803,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341837 40.846050, -84.341954 40.847179)"
638,0,260,103826,hot,1,1,-1,0.06932,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341840 40.846049, -84.341684 40.845052)"
639,0,260,103868,hot,1,1,-1,0.04186,1,25.0,1800.0,,,,,,,"LINESTRING (-84.341838 40.846048, -84.341041 40.846077)"
640,0,261,103909,hot,1,1,-1,0.21383,1,25.0,1800.0,,,,,,,"LINESTRING (-84.352785 40.850092, -84.351669 40.847109)"
641,0,261,103910,hot,1,1,-1,0.15114,1,25.0,1800.0,,,,,,,"LINESTRING (-84.352784 40.850091, -84.349897 40.850065)"
642,0,262,100695,hot,1,1,-1,0.23864,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344479 40.850411, -84.341104 40.848088)"
643,0,262,100697,hot,1,1,-1,0.19129,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344479 40.850411, -84.342868 40.847924)"
644,0,262,100719,hot,1,1,-1,0.20587,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344479 40.850412, -84.346399 40.847810)"
645,0,262,103910,hot,1,1,-1,0.28485,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344478 40.850413, -84.349897 40.850068)"
646,0,262,103911,hot,1,1,-1,0.24830,1,25.0,1800.0,,,,,,,"LINESTRING (-84.344478 40.850410, -84.339789 40.850932)"
647,0,263,103813,hot,1,1,-1,0.16705,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336657 40.855671, -84.339796 40.855246)"
648,0,264,103829,hot,1,1,-1,0.12652,1,25.0,1800.0,,,,,,,"LINESTRING (-84.327233 40.853653, -84.329650 40.853616)"
649,0,265,100767,hot,1,1,-1,0.17178,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335559 40.850114, -84.337209 40.847964)"
650,0,265,100768,hot,1,1,-1,0.14811,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335559 40.850114, -84.335916 40.847983)"
651,0,265,103829,hot,1,1,-1,0.39261,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335557 40.850112, -84.329649 40.853613)"
652,0,265,103911,hot,1,1,-1,0.22879,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335557 40.850115, -84.339789 40.850935)"
653,0,266,103919,hot,1,1,-1,0.01534,1,25.0,1800.0,,,,,,,"LINESTRING (-84.339439 40.846105, -84.339733 40.846112)"
654,0,267,103963,hot,1,1,-1,0.01212,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336916 40.846120, -84.337148 40.846128)"
655,0,267,103967,hot,1,1,-1,0.05587,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336916 40.846118, -84.335849 40.846146)"
656,0,268,103945,hot,1,1,-1,0.01061,1,25.0,1800.0,,,,,,,"LINESTRING (-84.339486 40.844411, -84.339687 40.844385)"
657,0,269,103965,hot,1,1,-1,0.01534,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336810 40.844488, -84.337104 40.844460)"
658,0,269,103968,hot,1,1,-1,0.05492,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336810 40.844485, -84.335770 40.844372)"
659,0,270,103946,hot,1,1,-1,0.01477,1,25.0,1800.0,,,,,,,"LINESTRING (-84.339375 40.843167, -84.339655 40.843198)"
660,0,271,103966,hot,1,1,-1,0.01458,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336745 40.843219, -84.337024 40.843215)"
661,0,271,103969,hot,1,1,-1,0.05284,1,25.0,1800.0,,,,,,,"LINESTRING (-84.336745 40.843217, -84.335738 40.843162)"
662,0,272,103823,hot,1,1,-1,0.02443,1,25.0,1800.0,,,,,,,"LINESTRING (-84.339474 40.842189, -84.339674 40.841869)"
663,0,273,100683,hot,1,1,-1,0.09072,1,25.0,1800.0,,,,,,,"LINESTRING (-84.337416 40.842254, -84.335705 40.842468)"
664,0,273,103974,hot,1,1,-1,0.06117,1,25.0,1800.0,,,,,,,"LINESTRING (-84.337415 40.842257, -84.338418 40.842712)"
665,0,274,100769,hot,1,1,-1,0.10530,1,25.0,1800.0,,,,,,,"LINESTRING (-84.330821 40.845142, -84.329493 40.846288)"
666,0,274,103807,hot,1,1,-1,0.14773,1,25.0,1800.0,,,,,,,"LINESTRING (-84.330823 40.845142, -84.329372 40.843305)"
667,0,274,103977,hot,1,1,-1,0.21098,1,25.0,1800.0,,,,,,,"LINESTRING (-84.330822 40.845145, -84.334847 40.845177)"
668,0,275,103832,hot,1,1,-1,0.07008,1,25.0,1800.0,,,,,,,"LINESTRING (-84.323466 40.845656, -84.323229 40.846655)"
669,0,275,103999,hot,1,1,-1,0.03011,1,25.0,1800.0,,,,,,,"LINESTRING (-84.323469 40.845657, -84.323837 40.845319)"
670,0,276,103808,hot,1,1,-1,0.07159,1,25.0,1800.0,,,,,,,"LINESTRING (-84.324271 40.842070, -84.323866 40.841079)"
671,0,276,104003,hot,1,1,-1,0.03485,1,25.0,1800.0,,,,,,,"LINESTRING (-84.324270 40.842069, -84.323645 40.841896)"
672,0,277,103808,hot,1,1,-1,0.13182,1,25.0,1800.0,,,,,,,"LINESTRING (-84.326328 40.841473, -84.323865 40.841078)"
673,0,278,100689,hot,1,1,-1,0.10833,1,25.0,1800.0,,,,,,,"LINESTRING (-84.333295 40.842685, -84.335360 40.842794)"
674,0,279,100683,hot,1,1,-1,0.16307,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335763 40.840106, -84.335704 40.842469)"
675,0,279,100686,hot,1,1,-1,0.12102,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335764 40.840108, -84.337924 40.840729)"
676,0,279,104074,hot,1,1,-1,0.24602,1,25.0,1800.0,,,,,,,"LINESTRING (-84.335766 40.840107, -84.336905 40.836649)"
677,0,280,100684,hot,1,1,-1,0.17102,1,25.0,1800.0,,,,,,,"LINESTRING (-84.331013 40.837219, -84.334200 40.836679)"
678,0,280,103805,hot,1,1,-1,0.09564,1,25.0,1800.0,,,,,,,"LINESTRING (-84.331014 40.837218, -84.331380 40.835858)"
679,0,281,100685,hot,1,1,-1,0.13295,1,25.0,1800.0,,,,,,,"LINESTRING (-84.337749 40.834482, -84.339591 40.835807)"
680,0,281,103827,hot,1,1,-1,0.14735,1,25.0,1800.0,,,,,,,"LINESTRING (-84.337749 40.834479, -84.335004 40.834940)"
681,0,282,103827,hot,1,1,-1,0.16970,1,25.0,1800.0,,,,,,,"LINESTRING (-84.332010 40.834006, -84.335004 40.834942)"
682,0,283,103732,hot,1,1,-1,0.60473,1,25.0,1800.0,,,,,,,"LINESTRING (-84.329847 40.825345, -84.320078 40.830008)"
683,0,283,103740,hot,1,1,-1,0.30663,1,25.0,1800.0,,,,,,,"LINESTRING (-84.329848 40.825348, -84.334991 40.823232)"
684,0,284,103732,hot,1,1,-1,1.16042,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300115 40.822750, -84.320078 40.830010)"
685,0,284,103783,hot,1,1,-1,0.44830,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300117 40.822749, -84.300923 40.816280)"
686,0,284,103784,hot,1,1,-1,0.44545,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300116 40.822748, -84.291688 40.823570)"
687,0,285,103724,hot,1,1,-1,0.09413,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300812 40.832134, -84.301055 40.830781)"
688,0,285,103838,hot,1,1,-1,0.11193,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300810 40.832134, -84.301079 40.833743)"
689,0,286,103791,hot,1,1,-1,0.35871,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315656 40.842744, -84.320010 40.846754)"
690,0,286,103792,hot,1,1,-1,0.35076,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315656 40.842742, -84.311860 40.846931)"
691,0,286,103795,hot,1,1,-1,0.59564,1,25.0,1800.0,,,,,,,"LINESTRING (-84.315658 40.842743, -84.310541 40.835036)"
692,0,287,103791,hot,1,1,-1,0.33826,1,25.0,1800.0,,,,,,,"LINESTRING (-84.320185 40.851653, -84.320013 40.846753)"
693,0,288,103837,hot,1,1,-1,0.20852,1,25.0,1800.0,,,,,,,"LINESTRING (-84.300666 40.849375, -84.303106 40.846987)"
694,0,289,103723,hot,1,1,-1,0.08939,1,25.0,1800.0,,,,,,,"LINESTRING (-84.285264 40.828922, -84.286785 40.829513)"
695,0,290,103788,hot,1,1,-1,0.18920,1,25.0,1800.0,,,,,,,"LINESTRING (-84.271410 40.829357, -84.274994 40.829682)"
696,0,290,103789,hot,1,1,-1,0.44962,1,25.0,1800.0,,,,,,,"LINESTRING (-84.271410 40.829354, -84.262837 40.829558)"
697,0,290,103790,hot,1,1,-1,0.42917,1,25.0,1800.0,,,,,,,"LINESTRING (-84.271411 40.829355, -84.268172 40.823645)"
698,0,291,103834,hot,1,1,-1,0.73277,1,25.0,1800.0,,,,,,,"LINESTRING (-84.277363 40.851166, -84.287253 40.843658)"
699,0,291,103923,hot,1,1,-1,0.77178,1,25.0,1800.0,,,,,,,"LINESTRING (-84.277362 40.851163, -84.262736 40.852477)"
700,0,292,103928,hot,1,1,-1,0.12424,1,25.0,1800.0,,,,,,,"LINESTRING (-84.244952 40.848007, -84.243728 40.846463)"
701,0,293,103607,hot,1,1,-1,0.14867,1,25.0,1800.0,,,,,,,"LINESTRING (-84.246818 40.827296, -84.249184 40.828485)"
702,0,294,100701,hot,1,1,-1,0.33295,1,25.0,1800.0,,,,,,,"LINESTRING (-84.211043 40.820592, -84.214649 40.816618)"
703,0,294,103879,hot,1,1,-1,0.28333,1,25.0,1800.0,,,,,,,"LINESTRING (-84.211041 40.820592, -84.214635 40.823658)"
704,0,295,103964,hot,1,1,-1,0.16288,1,25.0,1800.0,,,,,,,"LINESTRING (-84.188986 40.843160, -84.185927 40.842741)"
705,0,296,103973,hot,1,1,-1,0.14053,1,25.0,1800.0,,,,,,,"LINESTRING (-84.178322 40.845191, -84.179868 40.843524)"
706,0,297,103578,hot,1,1,-1,0.28788,1,25.0,1800.0,,,,,,,"LINESTRING (-84.161054 40.824222, -84.166545 40.824145)"
707,0,298,103579,hot,1,1,-1,0.86894,1,25.0,1800.0,,,,,,,"LINESTRING (-84.154379 40.851157, -84.137963 40.852934)"
708,0,298,103582,hot,1,1,-1,1.22443,1,25.0,1800.0,,,,,,,"LINESTRING (-84.154380 40.851158, -84.147311 40.834248)"
709,0,299,104050,hot,1,1,-1,0.90473,1,25.0,1800.0,,,,,,,"LINESTRING (-84.120728 40.845642, -84.137991 40.845788)"
710,0,299,104055,hot,1,1,-1,1.13201,1,25.0,1800.0,,,,,,,"LINESTRING (-84.120729 40.845640, -84.109281 40.831733)"
711,0,300,103833,hot,1,1,-1,0.34640,1,25.0,1800.0,,,,,,,"LINESTRING (-84.102411 40.820532, -84.095844 40.819980)"
712,0,301,104058,hot,1,1,-1,0.49470,1,25.0,1800.0,,,,,,,"LINESTRING (-84.097951 40.838856, -84.099792 40.831824)"
713,0,301,104059,hot,1,1,-1,0.55114,1,25.0,1800.0,,,,,,,"LINESTRING (-84.097949 40.838854, -84.087446 40.839217)"
714,0,302,103850,hot,1,1,-1,0.12311,1,25.0,1800.0,,,,,,,"LINESTRING (-84.085010 40.830194, -84.085416 40.831953)"
715,0,303,101915,hot,1,1,-1,1.08617,1,25.0,1800.0,,,,,,,"LINESTRING (-84.070110 40.823326, -84.089291 40.817380)"
716,0,303,104012,hot,1,1,-1,0.25890,1,25.0,1800.0,,,,,,,"LINESTRING (-84.070108 40.823325, -84.071064 40.827006)"
717,0,304,104010,hot,1,1,-1,0.60720,1,25.0,1800.0,,,,,,,"LINESTRING (-84.072818 40.845034, -84.084268 40.846382)"
718,0,304,104021,hot,1,1,-1,0.92689,1,25.0,1800.0,,,,,,,"LINESTRING (-84.072819 40.845033, -84.077240 40.832030)"
719,0,304,104075,hot,1,1,-1,1.10114,1,25.0,1800.0,,,,,,,"LINESTRING (-84.072818 40.845031, -84.051902 40.846541)"
720,0,304,104082,hot,1,1,-1,1.11193,1,25.0,1800.0,,,,,,,"LINESTRING (-84.072816 40.845032, -84.071178 40.861096)"
721,0,305,104015,hot,1,1,-1,1.32652,1,25.0,1800.0,,,,,,,"LINESTRING (-84.094110 40.878546, -84.073922 40.890149)"
722,0,305,104024,hot,1,1,-1,1.22292,1,25.0,1800.0,,,,,,,"LINESTRING (-84.094112 40.878547, -84.090386 40.861055)"
723,0,305,104055,hot,1,1,-1,3.32746,1,25.0,1800.0,,,,,,,"LINESTRING (-84.094112 40.878547, -84.109282 40.831734)"
724,0,306,104077,hot,1,1,-1,0.54830,1,25.0,1800.0,,,,,,,"LINESTRING (-84.062279 40.880915, -84.052061 40.882644)"
725,0,306,104083,hot,1,1,-1,0.53731,1,25.0,1800.0,,,,,,,"LINESTRING (-84.062279 40.880918, -84.072240 40.882776)"
726,0,307,103550,hot,1,1,-1,0.39981,1,25.0,1800.0,,,,,,,"LINESTRING (-84.035891 40.897253, -84.028262 40.897483)"
727,0,307,103558,hot,1,1,-1,0.85758,1,25.0,1800.0,,,,,,,"LINESTRING (-84.035891 40.897256, -84.052267 40.897319)"
728,0,308,103979,hot,1,1,-1,0.19848,1,25.0,1800.0,,,,,,,"LINESTRING (-84.031154 40.873949, -84.028113 40.875666)"
729,0,308,103980,hot,1,1,-1,0.91458,1,25.0,1800.0,,,,,,,"LINESTRING (-84.031154 40.873948, -84.013899 40.875961)"
730,0,308,104081,hot,1,1,-1,1.09148,1,25.0,1800.0,,,,,,,"LINESTRING (-84.031155 40.873951, -84.051989 40.874107)"
731,0,309,103551,hot,1,1,-1,1.01080,1,25.0,1800.0,,,,,,,"LINESTRING (-84.003530 40.875971, -84.004467 40.890600)"
732,0,309,103924,hot,1,1,-1,0.45379,1,25.0,1800.0,,,,,,,"LINESTRING (-84.003531 40.875970, -83.994874 40.875760)"
