link_id,nb_lane,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,period,period_factor,volume,capacity,speed,speed_limit,Date
10363AB,5,0.20976,12612,12591,1,1,1,0715_0730,0600_0900,2.826108439,390.1,4984,55.1,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0730_0745,0600_0900,2.826108439,391.5,4984,52.9,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0745_0800,0600_0900,2.826108439,361.8,4984,44.49,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0760_0815,0600_0900,2.826108439,332.9,4984,41.36,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0815_0830,0600_0900,2.826108439,323.8,4984,41.65,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0830_0845,0600_0900,2.826108439,317.8,4984,40.61,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0845_0860,0600_0900,2.826108439,316,4984,43.73,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0900_0915,0900_1400,4.789740585,332.1,8374,56.43,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0915_0930,0900_1400,4.789740585,326.9,8374,58.05,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0930_0945,0900_1400,4.789740585,333.1,8374,58.13,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,0945_1000,0900_1400,4.789740585,331.1,8374,56.21,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1000_1015,0900_1400,4.789740585,339.8,8374,56.89,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1015_1030,0900_1400,4.789740585,324,8374,57.85,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1030_1045,0900_1400,4.789740585,338.9,8374,58.35,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1045_1100,0900_1400,4.789740585,315,8374,59.75,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1060_1115,0900_1400,4.789740585,319.2,8374,60.89,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1115_1130,0900_1400,4.789740585,347.3,8374,58.37,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1130_1145,0900_1400,4.789740585,344.5,8374,60.78,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1145_1160,0900_1400,4.789740585,342.5,8374,61.78,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1200_1215,0900_1400,4.789740585,349.3,8374,62.28,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1215_1230,0900_1400,4.789740585,360.9,8374,60.77,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1230_1245,0900_1400,4.789740585,353.1,8374,62.91,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1245_1300,0900_1400,4.789740585,347.5,8374,62.3,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1300_1315,0900_1400,4.789740585,352.4,8374,61.79,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1315_1330,0900_1400,4.789740585,360.7,8374,59.33,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1330_1345,0900_1400,4.789740585,346.9,8374,60.25,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1345_1400,0900_1400,4.789740585,336.4,8374,59.83,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1360_1415,0900_1400,4.789740585,331.4,8374,61.92,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1415_1430,1400_1800,3.901633041,326.3,6745,58.16,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1430_1445,1400_1800,3.901633041,322.8,6745,56.98,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1445_1460,1400_1800,3.901633041,305.5,6745,50.98,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1500_1515,1400_1800,3.901633041,313,6745,48.19,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1515_1530,1400_1800,3.901633041,316.1,6745,41.17,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1530_1545,1400_1800,3.901633041,302.8,6745,38.17,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1545_1600,1400_1800,3.901633041,283.8,6745,37.22,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1600_1615,1400_1800,3.901633041,262.7,6745,38.23,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1615_1630,1400_1800,3.901633041,267.6,6745,41.53,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1630_1645,1400_1800,3.901633041,272.1,6745,37.79,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1645_1700,1400_1800,3.901633041,265.2,6745,36.28,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1660_1715,1400_1800,3.901633041,266.5,6745,35.76,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1715_1730,1400_1800,3.901633041,254.5,6745,37.73,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1730_1745,1400_1800,3.901633041,256.8,6745,41,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1745_1760,1400_1800,3.901633041,289.4,6745,53.78,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1800_1815,1800_0600,4.789740585,309,8566,65.03,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1815_1830,1800_0600,4.789740585,332.9,8566,64.85,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1830_1845,1800_0600,4.789740585,332.1,8566,64.82,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1845_1900,1800_0600,4.789740585,295.7,8566,65.35,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1900_1915,1800_0600,4.789740585,273.9,8566,65.35,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1915_1930,1800_0600,4.789740585,265.8,8566,65.03,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1930_1945,1800_0600,4.789740585,261.7,8566,64.63,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1945_2000,1800_0600,4.789740585,254,8566,65.98,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,1960_2015,1800_0600,4.789740585,230.6,8566,65.98,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2015_2030,1800_0600,4.789740585,236.2,8566,66.12,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2030_2045,1800_0600,4.789740585,233.9,8566,65.93,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2045_2060,1800_0600,4.789740585,245.7,8566,65.45,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2100_2115,1800_0600,4.789740585,227.7,8566,65.95,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2115_2130,1800_0600,4.789740585,220.5,8566,66.63,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2130_2145,1800_0600,4.789740585,209,8566,67.24,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2145_2200,1800_0600,4.789740585,195.6,8566,67.38,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2200_2215,1800_0600,4.789740585,183.8,8566,67.8,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2215_2230,1800_0600,4.789740585,154.4,8566,68.43,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2230_2245,1800_0600,4.789740585,151.5,8566,69.03,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2245_2300,1800_0600,4.789740585,148.4,8566,69.04,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2260_2315,1800_0600,4.789740585,112.3,8566,69.52,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2315_2330,1800_0600,4.789740585,91.7,8566,70.15,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2330_2345,1800_0600,4.789740585,100,8566,70.1,70,1/1/2018
10363AB,5,0.20976,12612,12591,1,1,1,2345_2360,1800_0600,4.789740585,100.1,8566,70.16,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0000_0015,1800_0600,4.789740585,54,8566,75.25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0015_0030,1800_0600,4.789740585,43.5,8566,76.95,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0030_0045,1800_0600,4.789740585,35.5,8566,75.9,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0045_0100,1800_0600,4.789740585,28.5,8566,75.45,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0100_0115,1800_0600,4.789740585,28.5,8566,75.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0115_0130,1800_0600,4.789740585,22,8566,75.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0130_0145,1800_0600,4.789740585,19.5,8566,74.05,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0145_0200,1800_0600,4.789740585,23,8566,75.9,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0160_0215,1800_0600,4.789740585,23.5,8566,74.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0215_0230,1800_0600,4.789740585,20,8566,76.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0230_0245,1800_0600,4.789740585,20,8566,75,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0245_0260,1800_0600,4.789740585,20,8566,78.9,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0300_0315,1800_0600,4.789740585,16.5,8566,76.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0315_0330,1800_0600,4.789740585,28,8566,75.55,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0330_0345,1800_0600,4.789740585,42,8566,77.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0345_0400,1800_0600,4.789740585,28,8566,77.25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0400_0415,1800_0600,4.789740585,46,8566,78,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0415_0430,1800_0600,4.789740585,86,8566,77,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0430_0445,1800_0600,4.789740585,158,8566,77.95,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0445_0500,1800_0600,4.789740585,177.5,8566,78.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0460_0515,1800_0600,4.789740585,223,8566,76.55,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0515_0530,1800_0600,4.789740585,283,8566,75.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0530_0545,1800_0600,4.789740585,388.5,8566,74.7,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0545_0560,1800_0600,4.789740585,366,8566,74.2,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0600_0615,0600_0900,4.789740585,197.5,4984,74.25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0615_0630,0600_0900,2.826108439,202.5,4984,73.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0630_0645,0600_0900,2.826108439,260,4984,71.25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0645_0700,0600_0900,2.826108439,292,4984,69.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0700_0715,0600_0900,2.826108439,318,4984,66.55,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0715_0730,0600_0900,2.826108439,349,4984,67.85,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0730_0745,0600_0900,2.826108439,296.5,4984,66.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0745_0800,0600_0900,2.826108439,341,4984,66.1,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0760_0815,0600_0900,2.826108439,340,4984,66.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0815_0830,0600_0900,2.826108439,345,4984,67.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0830_0845,0600_0900,2.826108439,352,4984,66.2,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0845_0860,0600_0900,2.826108439,370,4984,66.1,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0900_0915,0900_1400,4.789740585,441,8374,52,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0915_0930,0900_1400,4.789740585,466.5,8374,56.55,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0930_0945,0900_1400,4.789740585,484.5,8374,56.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,0945_1000,0900_1400,4.789740585,473.5,8374,58.2,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1000_1015,0900_1400,4.789740585,430,8374,65.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1015_1030,0900_1400,4.789740585,435,8374,69.55,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1030_1045,0900_1400,4.789740585,412,8374,70,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1045_1100,0900_1400,4.789740585,381,8374,70.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1060_1115,0900_1400,4.789740585,348,8374,70.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1115_1130,0900_1400,4.789740585,357,8374,70.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1130_1145,0900_1400,4.789740585,441.5,8374,66.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1145_1160,0900_1400,4.789740585,421.5,8374,63.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1200_1215,0900_1400,4.789740585,429,8374,61.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1215_1230,0900_1400,4.789740585,455.5,8374,63.75,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1230_1245,0900_1400,4.789740585,430,8374,59.95,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1245_1300,0900_1400,4.789740585,423,8374,62.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1300_1315,0900_1400,4.789740585,426.5,8374,62.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1315_1330,0900_1400,4.789740585,413,8374,47.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1330_1345,0900_1400,4.789740585,419,8374,44.1,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1345_1400,0900_1400,4.789740585,433,8374,42.65,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1360_1415,0900_1400,4.789740585,393,8374,40.05,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1415_1430,1400_1800,3.901633041,363.5,6745,38.05,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1430_1445,1400_1800,3.901633041,340.5,6745,30.1,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1445_1460,1400_1800,3.901633041,317,6745,29.1,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1500_1515,1400_1800,3.901633041,271.5,6745,26.6,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1515_1530,1400_1800,3.901633041,268.5,6745,25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1530_1545,1400_1800,3.901633041,275,6745,24.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1545_1600,1400_1800,3.901633041,243.5,6745,23,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1600_1615,1400_1800,3.901633041,233,6745,21.2,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1615_1630,1400_1800,3.901633041,224,6745,18.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1630_1645,1400_1800,3.901633041,220.5,6745,20.6,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1645_1700,1400_1800,3.901633041,205,6745,21.75,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1660_1715,1400_1800,3.901633041,229.5,6745,23.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1715_1730,1400_1800,3.901633041,201,6745,22.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1730_1745,1400_1800,3.901633041,217,6745,27.45,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1745_1760,1400_1800,3.901633041,248.5,6745,41.95,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1800_1815,1800_0600,4.789740585,228.5,8566,58.45,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1815_1830,1800_0600,4.789740585,268.5,8566,67.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1830_1845,1800_0600,4.789740585,266,8566,67.6,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1845_1900,1800_0600,4.789740585,303,8566,66.85,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1900_1915,1800_0600,4.789740585,352.5,8566,67.9,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1915_1930,1800_0600,4.789740585,387,8566,61.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1930_1945,1800_0600,4.789740585,344,8566,69.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1945_2000,1800_0600,4.789740585,317,8566,71.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,1960_2015,1800_0600,4.789740585,308.5,8566,72.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2015_2030,1800_0600,4.789740585,296.5,8566,72.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2030_2045,1800_0600,4.789740585,250,8566,73.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2045_2060,1800_0600,4.789740585,250,8566,73.8,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2100_2115,1800_0600,4.789740585,241.5,8566,73.75,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2115_2130,1800_0600,4.789740585,258,8566,74.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2130_2145,1800_0600,4.789740585,231,8566,73.85,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2145_2200,1800_0600,4.789740585,191.5,8566,74.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2200_2215,1800_0600,4.789740585,185,8566,75.3,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2215_2230,1800_0600,4.789740585,163.5,8566,75.25,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2230_2245,1800_0600,4.789740585,148.5,8566,75.05,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2245_2300,1800_0600,4.789740585,134.5,8566,75.4,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2260_2315,1800_0600,4.789740585,122.5,8566,75.75,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2315_2330,1800_0600,4.789740585,113,8566,75.35,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2330_2345,1800_0600,4.789740585,83,8566,76.15,70,1/1/2018
10364AB,1,0.14101,12598,12615,0,1,1,2345_2360,1800_0600,4.789740585,69.5,8566,75,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0000_0015,1800_0600,4.789740585,113.9,8566,65.84,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0015_0030,1800_0600,4.789740585,98.3,8566,65.65,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0030_0045,1800_0600,4.789740585,90.2,8566,65.73,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0045_0100,1800_0600,4.789740585,82.1,8566,65.41,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0100_0115,1800_0600,4.789740585,75.6,8566,65.2,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0115_0130,1800_0600,4.789740585,73.2,8566,65.24,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0130_0145,1800_0600,4.789740585,73.8,8566,66,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0145_0200,1800_0600,4.789740585,62,8566,66.24,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0160_0215,1800_0600,4.789740585,63,8566,65.91,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0215_0230,1800_0600,4.789740585,60.4,8566,65.89,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0230_0245,1800_0600,4.789740585,59.2,8566,66.14,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0245_0260,1800_0600,4.789740585,50.2,8566,66.73,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0300_0315,1800_0600,4.789740585,49,8566,66.63,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0315_0330,1800_0600,4.789740585,54,8566,66.53,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0330_0345,1800_0600,4.789740585,61.7,8566,68.23,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0345_0400,1800_0600,4.789740585,65.9,8566,67.22,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0400_0415,1800_0600,4.789740585,63.2,8566,67.91,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0415_0430,1800_0600,4.789740585,84.8,8566,67.77,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0430_0445,1800_0600,4.789740585,121.4,8566,68.56,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0445_0500,1800_0600,4.789740585,124.2,8566,69.12,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0460_0515,1800_0600,4.789740585,142.1,8566,67.7,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0515_0530,1800_0600,4.789740585,185.9,8566,67.3,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0530_0545,1800_0600,4.789740585,244,8566,66.41,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0545_0560,1800_0600,4.789740585,249.8,8566,65.98,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0600_0615,0600_0900,4.789740585,257.7,4984,64.9,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0615_0630,0600_0900,2.826108439,305.2,4984,62.13,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0630_0645,0600_0900,2.826108439,314.8,4984,61.07,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0645_0700,0600_0900,2.826108439,313.6,4984,61.07,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0700_0715,0600_0900,2.826108439,305.7,4984,61.88,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0715_0730,0600_0900,2.826108439,310.9,4984,61.65,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0730_0745,0600_0900,2.826108439,326.6,4984,61.3,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0745_0800,0600_0900,2.826108439,304.7,4984,61.83,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0760_0815,0600_0900,2.826108439,283.3,4984,61.66,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0815_0830,0600_0900,2.826108439,284.2,4984,61.84,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0830_0845,0600_0900,2.826108439,295.1,4984,60.83,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0845_0860,0600_0900,2.826108439,277.6,4984,62.52,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0900_0915,0900_1400,4.789740585,284.8,8374,61.21,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0915_0930,0900_1400,4.789740585,280.5,8374,61.92,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0930_0945,0900_1400,4.789740585,289.5,8374,61.7,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,0945_1000,0900_1400,4.789740585,294.6,8374,60.77,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1000_1015,0900_1400,4.789740585,290.6,8374,60.17,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1015_1030,0900_1400,4.789740585,297.7,8374,60.24,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1030_1045,0900_1400,4.789740585,286.1,8374,59.3,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1045_1100,0900_1400,4.789740585,278.3,8374,58.58,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1060_1115,0900_1400,4.789740585,314.7,8374,58.09,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1115_1130,0900_1400,4.789740585,313.6,8374,58.62,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1130_1145,0900_1400,4.789740585,314.3,8374,58.5,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1145_1160,0900_1400,4.789740585,329.4,8374,57.32,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1200_1215,0900_1400,4.789740585,349,8374,56.96,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1215_1230,0900_1400,4.789740585,338,8374,49.4,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1230_1245,0900_1400,4.789740585,328.7,8374,45.9,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1245_1300,0900_1400,4.789740585,327.8,8374,46.6,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1300_1315,0900_1400,4.789740585,324.6,8374,45.26,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1315_1330,0900_1400,4.789740585,320.7,8374,43.65,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1330_1345,0900_1400,4.789740585,326.9,8374,46.06,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1345_1400,0900_1400,4.789740585,333.5,8374,47.13,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1360_1415,0900_1400,4.789740585,333.5,8374,42.3,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1415_1430,1400_1800,3.901633041,302.4,6745,40.67,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1430_1445,1400_1800,3.901633041,307.5,6745,36.01,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1445_1460,1400_1800,3.901633041,292.1,6745,36.46,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1500_1515,1400_1800,3.901633041,283.7,6745,31.94,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1515_1530,1400_1800,3.901633041,270.1,6745,27.6,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1530_1545,1400_1800,3.901633041,264.4,6745,27.24,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1545_1600,1400_1800,3.901633041,258.9,6745,24.32,70,1/1/2018
