link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,link_type_code,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_plf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
109,108,0,5114,11161,-1,-1,1,,,1.000000,0.361060,51.520000,43.792000,0.420489,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929195 40.587794,-111.929272 40.591047)"
110,109,0,5114,11173,-1,-1,1,,,1.000000,0.380046,46.690000,39.686501,0.488386,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929195 40.587794,-111.929246 40.584369)"
111,110,0,5117,5106,-1,-1,1,,,1.000000,1.203049,38.640000,32.844002,1.868089,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910225 40.587717,-111.910268 40.598557)"
112,111,0,5117,11255,-1,-1,1,,,2.000000,0.198068,51.520000,43.792000,0.230669,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910225 40.587717,-111.907886 40.587813)"
113,112,0,5118,5727,-1,-1,1,,,2.000000,0.180047,51.520000,43.792000,0.209682,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904260 40.588014,-111.902133 40.588000)"
114,113,0,5118,10854,-1,-1,1,,,1.000000,0.146902,38.640000,32.844002,0.228108,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904260 40.588014,-111.904193 40.586691)"
115,114,0,5118,11255,-1,-1,1,,,2.000000,0.307641,51.520000,43.792000,0.358277,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904260 40.588014,-111.907886 40.587813)"
116,115,0,5118,11910,-1,-1,1,,,1.000000,0.218502,38.640000,32.844002,0.339289,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904260 40.588014,-111.904258 40.589983)"
117,116,0,5119,5727,-1,-1,1,,,2.000000,0.093322,51.520000,43.792000,0.108682,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.901030 40.587971,-111.902133 40.588000)"
118,117,0,5174,1357,-1,-1,99,,,7.000000,0.671114,33.810000,28.738501,1.190974,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913869 40.559071,-111.914302 40.565109)"
119,118,0,5174,5587,-1,-1,1,,,2.000000,0.476425,57.960000,49.265999,0.493193,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913869 40.559071,-111.919260 40.560309)"
120,119,0,5174,5868,-1,-1,1,,,2.000000,0.312629,57.960000,49.265999,0.323632,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913869 40.559071,-111.910187 40.558860)"
121,120,0,5175,5729,-1,-1,1,,,1.000000,0.298148,38.640000,32.844002,0.462962,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904348 40.569696,-111.900825 40.569709)"
122,121,0,5175,11257,-1,-1,1,,,1.000000,0.340625,38.640000,32.844002,0.528921,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904348 40.569696,-111.908371 40.569754)"
123,122,0,5208,5209,-1,-1,1,,,2.000000,0.643439,62.790000,53.371498,0.614849,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938693 40.562285,-111.938738 40.568083)"
124,123,0,5208,5238,-1,-1,1,,,1.000000,1.030886,61.180000,52.002998,1.011003,929.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938693 40.562285,-111.938753 40.552997)"
125,124,0,5208,11261,-1,-1,1,,,2.000000,0.345452,57.960000,49.265999,0.357611,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938693 40.562285,-111.934612 40.562298)"
126,125,0,5208,11282,-1,-1,1,,,1.000000,0.428959,56.350000,47.897499,0.456745,857.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938693 40.562285,-111.943762 40.562247)"
127,126,0,5209,1351,-1,-1,99,,,7.000000,0.406112,33.810000,28.738501,0.720695,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938738 40.568083,-111.943535 40.568001)"
128,127,0,5209,1352,-1,-1,99,,,7.000000,0.404824,33.810000,28.738501,0.718411,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938738 40.568083,-111.933963 40.567876)"
129,128,0,5209,5208,-1,-1,1,,,2.000000,0.643439,62.790000,53.371498,0.614849,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938738 40.568083,-111.938693 40.562285)"
130,129,0,5209,5211,-1,-1,1,,,2.000000,0.558001,62.790000,53.371498,0.533207,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938738 40.568083,-111.938687 40.573111)"
131,130,0,5210,1348,-1,-1,99,,,7.000000,0.406272,33.810000,28.738501,0.720980,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938741 40.576961,-111.943542 40.576985)"
132,131,0,5210,1349,-1,-1,99,,,7.000000,0.371518,33.810000,28.738501,0.659305,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938741 40.576961,-111.934352 40.576870)"
133,132,0,5210,5211,-1,-1,1,,,2.000000,0.427350,62.790000,53.371498,0.408362,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938741 40.576961,-111.938687 40.573111)"
134,133,0,5210,11172,-1,-1,1,,,2.000000,0.800317,62.790000,53.371498,0.764755,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938741 40.576961,-111.938819 40.584171)"
135,134,0,5211,5209,-1,-1,1,,,2.000000,0.558001,62.790000,53.371498,0.533207,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938687 40.573111,-111.938738 40.568083)"
136,135,0,5211,5210,-1,-1,1,,,2.000000,0.427350,62.790000,53.371498,0.408362,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938687 40.573111,-111.938741 40.576961)"
137,136,0,5211,11180,-1,-1,1,,,1.000000,0.487366,46.690000,39.686501,0.626300,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938687 40.573111,-111.944442 40.573253)"
138,137,0,5211,11181,-1,-1,1,,,1.000000,0.647944,46.690000,39.686501,0.832655,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938687 40.573111,-111.931031 40.573173)"
139,138,0,5214,6256,-1,-1,1,,,1.000000,0.648588,46.690000,39.686501,0.833482,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929207 40.562200,-111.929139 40.568044)"
140,139,0,5214,11259,-1,-1,1,,,2.000000,0.210135,57.960000,49.265999,0.217531,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929207 40.562200,-111.926737 40.562009)"
141,140,0,5214,11261,-1,-1,1,,,2.000000,0.457600,57.960000,49.265999,0.473706,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929207 40.562200,-111.934612 40.562298)"
142,141,0,5214,11281,-1,-1,1,,,1.000000,0.714557,46.690000,39.686501,0.918257,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929207 40.562200,-111.929153 40.555761)"
143,142,0,5215,5588,-1,-1,1,,,1.000000,0.230891,46.690000,39.686501,0.296712,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919678 40.572454,-111.917018 40.571988)"
144,143,0,5215,6255,-1,-1,1,,,1.000000,0.730647,41.860000,35.581001,1.047272,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919678 40.572454,-111.919626 40.565871)"
145,144,0,5215,11183,-1,-1,1,,,1.000000,0.315525,46.690000,39.686501,0.405472,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919678 40.572454,-111.923406 40.572477)"
146,145,0,5216,5356,-1,-1,1,,,2.000000,0.309893,43.470000,36.949501,0.427734,773.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902774 40.558997,-111.899113 40.558973)"
147,146,0,5216,5868,-1,-1,1,,,2.000000,0.627671,43.470000,36.949501,0.866350,773.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902774 40.558997,-111.910187 40.558860)"
148,147,0,5216,10847,-1,-1,1,,,2.000000,0.204987,48.300000,41.055000,0.254642,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902774 40.558997,-111.902749 40.557151)"
149,148,0,5216,11507,-1,-1,1,,,2.000000,0.377471,40.250000,34.212502,0.562690,601.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902774 40.558997,-111.902527 40.562393)"
150,149,0,5219,1349,-1,-1,99,,,7.000000,0.438613,33.810000,28.738501,0.778373,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929172 40.576740,-111.934352 40.576870)"
151,150,0,5219,1355,-1,-1,99,,,7.000000,0.374736,33.810000,28.738501,0.665015,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929172 40.576740,-111.924746 40.576632)"
152,151,0,5219,5232,-1,-1,1,,,1.000000,0.471437,46.690000,39.686501,0.605830,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929172 40.576740,-111.929201 40.572493)"
153,152,0,5219,11173,-1,-1,1,,,1.000000,0.846656,46.690000,39.686501,1.088013,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929172 40.576740,-111.929246 40.584369)"
154,153,0,5232,5219,-1,-1,1,,,1.000000,0.471437,46.690000,39.686501,0.605830,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929201 40.572493,-111.929172 40.576740)"
155,154,0,5232,6256,-1,-1,1,,,1.000000,0.493802,46.690000,39.686501,0.634571,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929201 40.572493,-111.929139 40.568044)"
156,155,0,5232,11182,-1,-1,1,,,1.000000,0.081254,46.690000,39.686501,0.104418,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929201 40.572493,-111.930154 40.572580)"
157,156,0,5232,11183,-1,-1,1,,,1.000000,0.490423,46.690000,39.686501,0.630229,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929201 40.572493,-111.923406 40.572477)"
158,157,0,5238,5208,-1,-1,1,,,1.000000,1.030886,61.180000,52.002998,1.011003,929.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938753 40.552997,-111.938693 40.562285)"
159,158,0,5240,1296,-1,-1,99,,,7.000000,0.330810,33.810000,28.738501,0.587064,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.911929 40.614669,-111.915638 40.613722)"
160,159,0,5240,5009,-1,-1,1,,,2.000000,0.477712,57.960000,49.265999,0.494526,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.911929 40.614669,-111.913172 40.610470)"
161,160,0,5240,5010,-1,-1,1,,,2.000000,0.216748,57.960000,49.265999,0.224377,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.911929 40.614669,-111.910059 40.616076)"
162,161,0,5356,5216,-1,-1,1,,,2.000000,0.309893,43.470000,36.949501,0.427734,773.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.899113 40.558973,-111.902774 40.558997)"
163,162,0,5436,5018,-1,-1,1,,,3.000000,0.815602,69.230000,58.845501,0.706863,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938742 40.624085,-111.938855 40.616737)"
164,163,0,5436,5577,-1,-1,1,,,2.000000,0.300883,57.960000,49.265999,0.311473,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938742 40.624085,-111.942300 40.624038)"
165,164,0,5436,5578,-1,-1,1,,,3.000000,0.703937,62.790000,53.371498,0.672659,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938742 40.624085,-111.938760 40.630427)"
166,165,0,5436,11125,-1,-1,1,,,2.000000,0.403698,57.960000,49.265999,0.417907,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938742 40.624085,-111.933970 40.624024)"
167,166,0,5440,4952,-1,-1,1,,,1.000000,0.630712,51.520000,43.792000,0.734525,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929192 40.623484,-111.929251 40.616674)"
168,167,0,5440,11125,-1,-1,1,,,2.000000,0.445323,57.960000,49.265999,0.460997,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929192 40.623484,-111.933970 40.624024)"
169,168,0,5440,11127,-1,-1,1,,,2.000000,0.417970,57.960000,49.265999,0.432681,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929192 40.623484,-111.924686 40.623746)"
170,169,0,5440,11827,-1,-1,1,,,1.000000,0.305404,51.520000,43.792000,0.355673,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929192 40.623484,-111.929192 40.626782)"
171,170,0,5441,5861,-1,-1,1,,,2.000000,0.172678,57.960000,49.265999,0.178756,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.916854 40.622667,-111.915194 40.621817)"
172,171,0,5441,11126,-1,-1,1,,,2.000000,0.191986,57.960000,49.265999,0.198743,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.916854 40.622667,-111.918637 40.623724)"
173,172,0,5524,5022,-1,-1,1,,,2.000000,0.319869,57.960000,49.265999,0.331128,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.925488 40.608731,-111.929163 40.609415)"
174,173,0,5524,5863,-1,-1,1,,,2.000000,0.755747,57.960000,49.265999,0.782347,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.925488 40.608731,-111.916784 40.610265)"
175,174,0,5577,5436,-1,-1,1,,,2.000000,0.300883,57.960000,49.265999,0.311473,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.942300 40.624038,-111.938742 40.624085)"
176,175,0,5578,5436,-1,-1,1,,,3.000000,0.703937,62.790000,53.371498,0.672659,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938760 40.630427,-111.938742 40.624085)"
177,176,0,5587,5174,-1,-1,1,,,2.000000,0.476425,57.960000,49.265999,0.493193,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919260 40.560309,-111.913869 40.559071)"
178,177,0,5587,10857,-1,-1,1,,,1.000000,0.234753,41.860000,35.581001,0.336483,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919260 40.560309,-111.919656 40.562402)"
179,178,0,5587,11259,-1,-1,1,,,2.000000,0.660494,57.960000,49.265999,0.683742,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919260 40.560309,-111.926737 40.562009)"
180,179,0,5588,1357,-1,-1,99,,,7.000000,0.797260,33.810000,28.738501,1.414835,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.917018 40.571988,-111.914302 40.565109)"
181,180,0,5588,5215,-1,-1,1,,,1.000000,0.230891,46.690000,39.686501,0.296712,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.917018 40.571988,-111.919678 40.572454)"
182,181,0,5588,11184,-1,-1,1,,,1.000000,0.277553,38.640000,32.844002,0.430982,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.917018 40.571988,-111.913770 40.572331)"
183,182,0,5589,1322,-1,-1,99,,,7.000000,0.358646,33.810000,28.738501,0.636462,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934063 40.587781,-111.934349 40.591006)"
184,183,0,5589,1353,-1,-1,99,,,7.000000,0.412548,33.810000,28.738501,0.732116,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934063 40.587781,-111.934266 40.584068)"
185,184,0,5589,5112,-1,-1,1,,,2.000000,0.394849,62.790000,53.371498,0.377304,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934063 40.587781,-111.938730 40.587762)"
186,185,0,5589,5114,-1,-1,1,,,2.000000,0.411904,62.790000,53.371498,0.393602,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934063 40.587781,-111.929195 40.587794)"
187,186,0,5592,1323,-1,-1,99,,,7.000000,0.433947,33.810000,28.738501,0.770093,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.922175 40.587742,-111.921418 40.591609)"
188,187,0,5592,1354,-1,-1,99,,,7.000000,0.422684,32.200000,27.370001,0.787610,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.922175 40.587742,-111.923428 40.584054)"
189,188,0,5592,5114,-1,-1,1,,,2.000000,0.594043,51.520000,43.792000,0.691820,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.922175 40.587742,-111.929195 40.587794)"
190,189,0,5727,5118,-1,-1,1,,,2.000000,0.180047,51.520000,43.792000,0.209682,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902133 40.588000,-111.904260 40.588014)"
191,190,0,5727,5119,-1,-1,1,,,2.000000,0.093322,51.520000,43.792000,0.108682,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902133 40.588000,-111.901030 40.587971)"
192,191,0,5728,1361,-1,-1,99,,,7.000000,0.274334,32.200000,27.370001,0.511182,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900794 40.573575,-111.902492 40.575680)"
193,192,0,5728,5729,-1,-1,1,,,1.000000,0.428959,38.640000,32.844002,0.666086,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900794 40.573575,-111.900825 40.569709)"
194,193,0,5728,7984,-1,-1,1,,,1.000000,0.785031,38.640000,32.844002,1.218992,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900794 40.573575,-111.900701 40.580648)"
195,194,0,5729,5175,-1,-1,1,,,1.000000,0.298148,38.640000,32.844002,0.462962,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900825 40.569709,-111.904348 40.569696)"
196,195,0,5729,5728,-1,-1,1,,,1.000000,0.428959,38.640000,32.844002,0.666086,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900825 40.569709,-111.900794 40.573575)"
197,196,0,5729,5929,-1,-1,1,,,2.000000,0.314720,40.250000,34.212502,0.469148,601.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900825 40.569709,-111.897106 40.569721)"
198,197,0,5730,8172,-1,-1,1,,,1.000000,0.286724,38.640000,32.844002,0.445223,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905499 40.583282,-111.905503 40.580699)"
199,198,0,5730,11763,-1,-1,1,,,1.000000,0.180691,38.640000,32.844002,0.280576,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905499 40.583282,-111.905488 40.584909)"
200,199,0,5736,8116,-1,-1,1,,,1.000000,0.521799,41.860000,35.581001,0.747920,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938695 40.602343,-111.944862 40.602292)"
201,200,0,5736,11146,-1,-1,1,,,3.000000,0.394849,69.230000,58.845501,0.342206,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938695 40.602343,-111.938858 40.605898)"
202,201,0,5736,11148,-1,-1,1,,,3.000000,0.366852,69.230000,58.845501,0.317942,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938695 40.602343,-111.938793 40.599039)"
203,202,0,5820,1320,-1,-1,99,,,7.000000,0.554301,33.810000,28.738501,0.983674,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929267 40.603321,-111.934152 40.599993)"
204,203,0,5820,5103,-1,-1,1,,,1.000000,0.924531,51.520000,43.792000,1.076706,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929267 40.603321,-111.929223 40.594991)"
205,204,0,5820,11147,-1,-1,1,,,1.000000,0.485113,51.520000,43.792000,0.564961,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929267 40.603321,-111.929235 40.607691)"
206,205,0,5861,5441,-1,-1,1,,,2.000000,0.172678,57.960000,49.265999,0.178756,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.915194 40.621817,-111.916854 40.622667)"
207,206,0,5861,10872,-1,-1,1,,,2.000000,0.193885,57.960000,49.265999,0.200709,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.915194 40.621817,-111.913107 40.621094)"
208,207,0,5863,5009,-1,-1,1,,,2.000000,0.306354,57.960000,49.265999,0.317136,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.916784 40.610265,-111.913172 40.610470)"
209,208,0,5863,5524,-1,-1,1,,,2.000000,0.755747,57.960000,49.265999,0.782347,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.916784 40.610265,-111.925488 40.608731)"
210,209,0,5868,5174,-1,-1,1,,,2.000000,0.312629,57.960000,49.265999,0.323632,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910187 40.558860,-111.913869 40.559071)"
211,210,0,5868,5216,-1,-1,1,,,2.000000,0.627671,43.470000,36.949501,0.866350,773.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910187 40.558860,-111.902774 40.558997)"
212,211,0,5868,6253,-1,-1,1,,,1.000000,0.545451,41.860000,35.581001,0.781822,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910187 40.558860,-111.913648 40.554715)"
213,212,0,5929,5729,-1,-1,1,,,2.000000,0.314720,40.250000,34.212502,0.469148,601.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.897106 40.569721,-111.900825 40.569709)"
214,213,0,6185,1359,-1,-1,99,,,7.000000,0.576987,33.810000,28.738501,1.023935,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905514 40.575754,-111.911824 40.577722)"
215,214,0,6185,8172,-1,-1,1,,,1.000000,0.548830,46.690000,39.686501,0.705286,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905514 40.575754,-111.905503 40.580699)"
216,215,0,6253,5868,-1,-1,1,,,1.000000,0.545451,41.860000,35.581001,0.781822,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913648 40.554715,-111.910187 40.558860)"
217,216,0,6255,1356,-1,-1,99,,,7.000000,0.406594,33.810000,28.738501,0.721552,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919626 40.565871,-111.924114 40.567177)"
