link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
75,75,,5018,1289,"LINESTRING (-111.938855 40.616737,-111.933868 40.616707)",0.421719,0.262100,0.748392,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,314.1,314.1,70000.0,0.0,0.0,0.7,0.0,0.0,314.1,314.1,70000.000,0.000,0.004,0.748,0.000,0.000,
76,76,motorway,5018,5017,"LINESTRING (-111.938855 40.616737,-111.938751 40.609517)",0.801282,0.498000,0.694452,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1903.1,1903.1,2562.0,0.0,0.7,0.7,27424.6,7.2,1903.1,1903.1,2562.000,0.000,0.743,0.726,27424.647,7.157,
77,77,motorway,5018,5436,"LINESTRING (-111.938855 40.616737,-111.938742 40.624085)",0.815602,0.506900,0.706863,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1636.4,1636.4,2562.0,0.0,0.6,0.7,24014.2,6.3,1636.4,1636.4,2562.000,0.000,0.639,0.725,24014.248,6.324,
78,78,motorway,5022,4952,"LINESTRING (-111.929163 40.609415,-111.929251 40.616674)",0.805626,0.500700,0.938229,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,459.4,459.4,666.0,0.0,0.7,1.0,8879.7,2.3,459.4,459.4,666.000,0.000,0.690,0.970,8879.714,2.323,
79,79,motorway,5022,5524,"LINESTRING (-111.929163 40.609415,-111.925488 40.608731)",0.319869,0.198800,0.331128,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1342.6,1342.6,1628.0,0.0,0.8,0.4,9142.3,2.4,1342.6,1342.6,1628.000,0.000,0.825,0.354,9142.259,2.353,
80,80,motorway,5022,11124,"LINESTRING (-111.929163 40.609415,-111.931819 40.609526)",0.224938,0.139800,0.232855,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,259.9,259.9,1628.0,0.0,0.2,0.2,1257.8,0.3,259.9,259.9,1628.000,0.000,0.160,0.233,1257.763,0.335,
81,81,motorway,5022,11147,"LINESTRING (-111.929163 40.609415,-111.929235 40.607691)",0.191471,0.119000,0.222986,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,855.1,855.1,666.0,0.0,1.3,0.3,3960.6,0.9,855.1,855.1,666.000,0.000,1.284,0.314,3960.561,0.882,
82,82,motorway,5027,5009,"LINESTRING (-111.910314 40.610655,-111.913172 40.610470)",0.242637,0.150800,0.251177,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,439.0,439.0,1628.0,0.0,0.3,0.3,2291.5,0.6,439.0,439.0,1628.000,0.000,0.270,0.251,2291.484,0.610,
83,83,motorway,5027,5010,"LINESTRING (-111.910314 40.610655,-111.910059 40.616076)",0.502603,0.312370,0.535159,56.350000,-63.650000,857.000000,-1143.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1167.0,1167.0,857.0,0.0,1.4,0.8,13352.9,2.9,1167.0,1167.0,857.000,0.000,1.362,0.811,13352.856,2.881,
84,84,motorway,5027,11129,"LINESTRING (-111.910314 40.610655,-111.907639 40.610911)",0.227995,0.141700,0.236020,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1152.1,1152.1,1628.0,0.0,0.7,0.2,5612.9,1.5,1152.1,1152.1,1628.000,0.000,0.708,0.245,5612.921,1.467,
85,85,motorway,5027,11150,"LINESTRING (-111.910314 40.610655,-111.910332 40.607207)",0.382620,0.237800,0.491694,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1356.8,1356.8,666.0,0.0,2.0,1.8,22277.3,3.1,1356.8,1356.8,666.000,0.000,2.037,1.762,22277.331,3.136,
86,86,motorway,5030,4899,"LINESTRING (-111.909957 40.621262,-111.910059 40.625783)",0.418823,0.260300,0.520277,48.300000,-71.700000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,471.2,471.2,1266.0,0.0,0.4,0.5,5090.4,1.4,471.2,471.2,1266.000,0.000,0.372,0.522,5090.403,1.353,
87,87,motorway,5030,4958,"LINESTRING (-111.909957 40.621262,-111.910232 40.618529)",0.254367,0.158090,0.263320,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1411.8,1411.8,1628.0,0.0,0.9,0.3,7635.4,2.0,1411.8,1411.8,1628.000,0.000,0.867,0.286,7635.397,1.951,
88,88,motorway,5030,10872,"LINESTRING (-111.909957 40.621262,-111.913107 40.621094)",0.292178,0.181590,0.302462,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.3,6971.8,1.8,1115.9,1115.9,1628.000,0.000,0.685,0.312,6971.778,1.826,
89,89,motorway,5030,11128,"LINESTRING (-111.909957 40.621262,-111.907655 40.620856)",0.216427,0.134510,0.278124,46.690000,-73.310000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1295.2,1295.2,1628.0,0.0,0.8,0.3,7361.6,1.9,1295.2,1295.2,1628.000,0.000,0.796,0.295,7361.631,1.898,
90,90,motorway,5034,11129,"LINESTRING (-111.902804 40.610814,-111.907639 40.610911)",0.447849,0.278340,0.463612,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,517.6,517.6,1628.0,0.0,0.3,0.5,4986.5,1.3,517.6,517.6,1628.000,0.000,0.318,0.464,4986.501,1.327,
91,91,motorway,5037,11128,"LINESTRING (-111.901884 40.620828,-111.907655 40.620856)",0.534413,0.332140,0.686759,46.690000,-73.310000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,651.1,651.1,1628.0,0.0,0.4,0.7,9282.0,2.5,651.1,651.1,1628.000,0.000,0.400,0.689,9282.027,2.466,
92,92,motorway,5103,5820,"LINESTRING (-111.929223 40.594991,-111.929267 40.603321)",0.924531,0.574600,1.076706,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1156.5,1156.5,666.0,0.0,1.7,2.5,32006.9,5.5,1156.5,1156.5,666.000,0.000,1.737,2.545,32006.927,5.495,
93,93,motorway,5103,11161,"LINESTRING (-111.929223 40.594991,-111.929272 40.591047)",0.437809,0.272100,0.509871,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1033.9,1033.9,666.0,0.0,1.6,1.0,12048.1,2.3,1033.9,1033.9,666.000,0.000,1.552,0.954,12048.133,2.322,
94,94,motorway,5106,4804,"LINESTRING (-111.910268 40.598557,-111.910307 40.602331)",0.418984,0.260400,0.538424,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1137.8,1137.8,666.0,0.0,1.7,1.2,15287.1,2.7,1137.8,1137.8,666.000,0.000,1.708,1.226,15287.101,2.651,
95,95,motorway,5106,5117,"LINESTRING (-111.910268 40.598557,-111.910225 40.587717)",1.203049,0.747700,1.868089,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,584.9,584.9,633.0,0.0,0.9,2.1,21998.7,5.5,584.9,584.9,633.000,0.000,0.924,2.072,21998.658,5.518,
96,96,motorway,5106,10852,"LINESTRING (-111.910268 40.598557,-111.909246 40.598382)",0.088656,0.055100,0.137664,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,989.6,989.6,633.0,0.0,1.6,0.3,3053.6,0.6,989.6,989.6,633.000,0.000,1.563,0.261,3053.644,0.574,
97,97,motorway,5109,4804,"LINESTRING (-111.910315 40.605939,-111.910307 40.602331)",0.400480,0.248900,0.514646,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1574.5,1574.5,666.0,0.0,2.4,2.9,38745.2,4.6,1574.5,1574.5,666.000,0.000,2.364,2.926,38745.210,4.562,
98,98,motorway,5109,11150,"LINESTRING (-111.910315 40.605939,-111.910332 40.607207)",0.140787,0.087500,0.180922,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1571.5,1571.5,666.0,0.0,2.4,1.0,13524.3,1.6,1571.5,1571.5,666.000,0.000,2.360,1.022,13524.336,1.596,
99,99,motorway,5109,11151,"LINESTRING (-111.910315 40.605939,-111.906610 40.605960)",0.313433,0.194800,0.449259,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,67.2,67.2,514.0,0.0,0.1,0.4,627.2,0.2,67.2,67.2,514.000,0.000,0.131,0.449,627.244,0.167,
100,100,motorway,5112,5589,"LINESTRING (-111.938730 40.587762,-111.934063 40.587781)",0.394849,0.245400,0.377304,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2209.0,2209.0,1784.0,0.0,1.2,0.5,17565.6,4.0,2209.0,2209.0,1784.000,0.000,1.238,0.510,17565.567,4.041,
101,101,motorway,5112,11159,"LINESTRING (-111.938730 40.587762,-111.943604 40.587762)",0.412387,0.256300,0.394063,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1650.5,1650.5,1784.0,0.0,0.9,0.4,13413.1,3.4,1650.5,1650.5,1784.000,0.000,0.925,0.437,13413.118,3.396,
102,102,motorway,5112,11160,"LINESTRING (-111.938730 40.587762,-111.938878 40.590844)",0.342395,0.212800,0.296746,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1329.9,1329.9,2562.0,0.0,0.5,0.3,8197.7,2.2,1329.9,1329.9,2562.000,0.000,0.519,0.300,8197.706,2.172,
103,103,motorway,5112,11172,"LINESTRING (-111.938730 40.587762,-111.938819 40.584171)",0.398549,0.247700,0.380840,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1364.1,1364.1,1784.0,0.0,0.8,0.4,10735.5,2.8,1364.1,1364.1,1784.000,0.000,0.765,0.400,10735.494,2.790,
104,104,motorway,5113,8002,"LINESTRING (-111.938770 40.594013,-111.943373 40.593977)",0.389378,0.242000,0.558115,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.0,0.0,514.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,514.000,0.000,0.000,0.558,0.000,0.000,
105,105,motorway,5113,11148,"LINESTRING (-111.938770 40.594013,-111.938793 40.599039)",0.557679,0.346600,0.483328,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1332.1,1332.1,2562.0,0.0,0.5,0.5,13374.1,3.5,1332.1,1332.1,2562.000,0.000,0.520,0.489,13374.069,3.544,
106,106,motorway,5113,11160,"LINESTRING (-111.938770 40.594013,-111.938878 40.590844)",0.351888,0.218700,0.304973,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1333.7,1333.7,2562.0,0.0,0.5,0.3,8449.1,2.2,1333.7,1333.7,2562.000,0.000,0.521,0.308,8449.051,2.239,
107,107,motorway,5114,5589,"LINESTRING (-111.929195 40.587794,-111.934063 40.587781)",0.411904,0.256000,0.393602,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2254.6,2254.6,1784.0,0.0,1.3,0.5,18790.6,4.3,2254.6,2254.6,1784.000,0.000,1.264,0.544,18790.643,4.277,
108,108,motorway,5114,5592,"LINESTRING (-111.929195 40.587794,-111.922175 40.587742)",0.594043,0.369200,0.691820,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2090.2,2090.2,1694.0,0.0,1.2,0.9,29780.2,6.8,2090.2,2090.2,1694.000,0.000,1.234,0.932,29780.193,6.783,
109,109,motorway,5114,11161,"LINESTRING (-111.929195 40.587794,-111.929272 40.591047)",0.361060,0.224400,0.420489,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,619.2,619.2,666.0,0.0,0.9,0.5,5304.0,1.3,619.2,619.2,666.000,0.000,0.930,0.468,5303.971,1.335,
110,110,motorway,5114,11173,"LINESTRING (-111.929195 40.587794,-111.929246 40.584369)",0.380046,0.236200,0.488386,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,953.4,953.4,666.0,0.0,1.4,0.8,9983.2,2.0,953.4,953.4,666.000,0.000,1.432,0.796,9983.170,2.050,
111,111,motorway,5117,5106,"LINESTRING (-111.910225 40.587717,-111.910268 40.598557)",1.203049,0.747700,1.868089,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1000.0,1000.0,633.0,0.0,1.6,3.6,42259.7,7.9,1000.0,1000.0,633.000,0.000,1.580,3.613,42259.675,7.858,
112,112,motorway,5117,11255,"LINESTRING (-111.910225 40.587717,-111.907886 40.587813)",0.198068,0.123100,0.230669,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2692.1,2692.1,1694.0,0.0,1.6,0.5,14481.9,2.7,2692.1,2692.1,1694.000,0.000,1.589,0.451,14481.946,2.729,
113,113,motorway,5118,5727,"LINESTRING (-111.904260 40.588014,-111.902133 40.588000)",0.180047,0.111900,0.209682,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2428.8,2428.8,1694.0,0.0,1.4,0.3,11036.5,2.3,2428.8,2428.8,1694.000,0.000,1.434,0.343,11036.523,2.278,
114,114,motorway,5118,10854,"LINESTRING (-111.904260 40.588014,-111.904193 40.586691)",0.146902,0.091300,0.228108,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,611.7,611.7,633.0,0.0,1.0,0.3,2800.7,0.7,611.7,611.7,633.000,0.000,0.966,0.258,2800.670,0.695,
115,115,motorway,5118,11255,"LINESTRING (-111.904260 40.588014,-111.907886 40.587813)",0.307641,0.191200,0.358277,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1083.7,1083.7,1694.0,0.0,0.6,0.4,8015.0,2.1,1083.7,1083.7,1694.000,0.000,0.640,0.367,8015.046,2.106,
116,116,motorway,5118,11910,"LINESTRING (-111.904260 40.588014,-111.904258 40.589983)",0.218502,0.135800,0.339289,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1408.8,1408.8,633.0,0.0,2.2,1.6,19372.1,2.4,1408.8,1408.8,633.000,0.000,2.226,1.588,19372.132,2.420,
117,117,motorway,5119,5727,"LINESTRING (-111.901030 40.587971,-111.902133 40.588000)",0.093322,0.058000,0.108682,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1474.8,1474.8,1694.0,0.0,0.9,0.1,3273.3,0.8,1474.8,1474.8,1694.000,0.000,0.871,0.118,3273.256,0.834,
118,118,,5174,1357,"LINESTRING (-111.913869 40.559071,-111.914302 40.565109)",0.671114,0.417100,1.190974,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,1.191,0.000,0.000,
119,119,motorway,5174,5587,"LINESTRING (-111.913869 40.559071,-111.919260 40.560309)",0.476425,0.296100,0.493193,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1133.2,1133.2,1628.0,0.0,0.7,0.5,11540.8,3.0,1133.2,1133.2,1628.000,0.000,0.696,0.511,11540.815,3.020,
120,120,motorway,5174,5868,"LINESTRING (-111.913869 40.559071,-111.910187 40.558860)",0.312629,0.194300,0.323632,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2347.4,2347.4,1628.0,0.0,1.4,0.5,16746.1,3.5,2347.4,2347.4,1628.000,0.000,1.442,0.533,16746.089,3.472,
121,121,motorway,5175,5729,"LINESTRING (-111.904348 40.569696,-111.900825 40.569709)",0.298148,0.185300,0.462962,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,112.3,112.3,633.0,0.0,0.2,0.5,1080.7,0.3,112.3,112.3,633.000,0.000,0.177,0.463,1080.749,0.288,
122,122,motorway,5175,11257,"LINESTRING (-111.904348 40.569696,-111.908371 40.569754)",0.340625,0.211700,0.528921,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,232.0,232.0,633.0,0.0,0.4,0.5,2547.6,0.7,232.0,232.0,633.000,0.000,0.367,0.530,2547.643,0.677,
123,123,motorway,5208,5209,"LINESTRING (-111.938693 40.562285,-111.938738 40.568083)",0.643439,0.399900,0.614849,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1303.1,1303.1,1784.0,0.0,0.7,0.6,16567.2,4.3,1303.1,1303.1,1784.000,0.000,0.730,0.641,16567.245,4.323,
124,124,motorway,5208,5238,"LINESTRING (-111.938693 40.562285,-111.938753 40.552997)",1.030886,0.640700,1.011003,61.180000,-58.820000,929.000000,-1071.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,561.1,561.1,929.0,0.0,0.6,1.0,11752.1,3.1,561.1,561.1,929.000,0.000,0.604,1.031,11752.125,3.099,
125,125,motorway,5208,11261,"LINESTRING (-111.938693 40.562285,-111.934612 40.562298)",0.345452,0.214700,0.357611,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1918.6,1918.6,1628.0,0.0,1.2,0.5,14201.0,3.3,1918.6,1918.6,1628.000,0.000,1.179,0.461,14201.002,3.329,
126,126,motorway,5208,11282,"LINESTRING (-111.938693 40.562285,-111.943762 40.562247)",0.428959,0.266600,0.456745,56.350000,-63.650000,857.000000,-1143.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,413.2,413.2,857.0,0.0,0.5,0.5,3915.6,1.0,413.2,413.2,857.000,0.000,0.482,0.460,3915.582,1.038,
127,127,,5209,1351,"LINESTRING (-111.938738 40.568083,-111.943535 40.568001)",0.406112,0.252400,0.720695,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,257.6,257.6,70000.0,0.0,0.0,0.7,0.0,0.0,257.6,257.6,70000.000,0.000,0.004,0.721,0.000,0.000,
128,128,,5209,1352,"LINESTRING (-111.938738 40.568083,-111.933963 40.567876)",0.404824,0.251600,0.718411,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,270.5,270.5,70000.0,0.0,0.0,0.7,0.0,0.0,270.5,270.5,70000.000,0.000,0.004,0.718,0.000,0.000,
129,129,motorway,5209,5208,"LINESTRING (-111.938738 40.568083,-111.938693 40.562285)",0.643439,0.399900,0.614849,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1307.8,1307.8,1784.0,0.0,0.7,0.6,16626.3,4.3,1307.8,1307.8,1784.000,0.000,0.733,0.641,16626.273,4.337,
130,130,motorway,5209,5211,"LINESTRING (-111.938738 40.568083,-111.938687 40.573111)",0.558001,0.346800,0.533207,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1284.0,1284.0,1784.0,0.0,0.7,0.6,14159.8,3.7,1284.0,1284.0,1784.000,0.000,0.720,0.555,14159.824,3.699,
131,131,,5210,1348,"LINESTRING (-111.938741 40.576961,-111.943542 40.576985)",0.406272,0.252500,0.720980,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.721,0.000,0.000,
132,132,,5210,1349,"LINESTRING (-111.938741 40.576961,-111.934352 40.576870)",0.371518,0.230900,0.659305,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,312.5,312.5,70000.0,0.0,0.0,0.7,0.0,0.0,312.5,312.5,70000.000,0.000,0.004,0.659,0.000,0.000,
133,133,motorway,5210,5211,"LINESTRING (-111.938741 40.576961,-111.938687 40.573111)",0.427350,0.265600,0.408362,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1488.3,1488.3,1784.0,0.0,0.8,0.4,12543.7,3.2,1488.3,1488.3,1784.000,0.000,0.834,0.438,12543.672,3.229,
134,134,motorway,5210,11172,"LINESTRING (-111.938741 40.576961,-111.938819 40.584171)",0.800317,0.497400,0.764755,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1289.1,1289.1,1784.0,0.0,0.7,0.8,20388.6,5.3,1289.1,1289.1,1784.000,0.000,0.723,0.796,20388.625,5.325,
135,135,motorway,5211,5209,"LINESTRING (-111.938687 40.573111,-111.938738 40.568083)",0.558001,0.346800,0.533207,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1447.4,1447.4,1784.0,0.0,0.8,0.6,15934.5,4.1,1447.4,1447.4,1784.000,0.000,0.811,0.568,15934.484,4.116,
136,136,motorway,5211,5210,"LINESTRING (-111.938687 40.573111,-111.938741 40.576961)",0.427350,0.265600,0.408362,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1268.7,1268.7,1784.0,0.0,0.7,0.4,10717.6,2.8,1268.7,1268.7,1784.000,0.000,0.711,0.424,10717.588,2.802,
137,137,motorway,5211,11180,"LINESTRING (-111.938687 40.573111,-111.944442 40.573253)",0.487366,0.302900,0.626300,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,42.3,42.3,666.0,0.0,0.1,0.6,550.6,0.1,42.3,42.3,666.000,0.000,0.064,0.626,550.621,0.147,
138,138,motorway,5211,11181,"LINESTRING (-111.938687 40.573111,-111.931031 40.573173)",0.647944,0.402700,0.832655,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,145.3,145.3,666.0,0.0,0.2,0.8,2514.8,0.7,145.3,145.3,666.000,0.000,0.218,0.833,2514.769,0.670,
139,139,motorway,5214,6256,"LINESTRING (-111.929207 40.562200,-111.929139 40.568044)",0.648588,0.403100,0.833482,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,432.6,432.6,666.0,0.0,0.6,0.9,7429.5,1.9,432.6,432.6,666.000,0.000,0.650,0.856,7429.497,1.950,
140,140,motorway,5214,11259,"LINESTRING (-111.929207 40.562200,-111.926737 40.562009)",0.210135,0.130600,0.217531,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2296.6,2296.6,1628.0,0.0,1.4,0.3,10887.0,2.3,2296.6,2296.6,1628.000,0.000,1.411,0.347,10887.021,2.296,
141,141,motorway,5214,11261,"LINESTRING (-111.929207 40.562200,-111.934612 40.562298)",0.457600,0.284400,0.473706,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1712.7,1712.7,1628.0,0.0,1.1,0.6,16649.3,4.1,1712.7,1712.7,1628.000,0.000,1.052,0.561,16649.275,4.073,
142,142,motorway,5214,11281,"LINESTRING (-111.929207 40.562200,-111.929153 40.555761)",0.714557,0.444100,0.918257,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,211.8,211.8,666.0,0.0,0.3,0.9,4039.5,1.1,211.8,211.8,666.000,0.000,0.318,0.920,4039.524,1.075,
143,143,motorway,5215,5588,"LINESTRING (-111.919678 40.572454,-111.917018 40.571988)",0.230891,0.143500,0.296712,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,893.4,893.4,666.0,0.0,1.3,0.4,5525.3,1.2,893.4,893.4,666.000,0.000,1.341,0.441,5525.257,1.190,
144,144,motorway,5215,6255,"LINESTRING (-111.919678 40.572454,-111.919626 40.565871)",0.730647,0.454100,1.047272,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,10.8,10.8,514.0,0.0,0.0,1.0,236.0,0.1,10.8,10.8,514.000,0.000,0.021,1.047,236.039,0.063,
145,145,motorway,5215,11183,"LINESTRING (-111.919678 40.572454,-111.923406 40.572477)",0.315525,0.196100,0.405472,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,180.4,180.4,666.0,0.0,0.3,0.4,1520.1,0.4,180.4,180.4,666.000,0.000,0.271,0.406,1520.091,0.405,
146,146,motorway,5216,5356,"LINESTRING (-111.902774 40.558997,-111.899113 40.558973)",0.309893,0.192600,0.427734,43.470000,-76.530000,773.000000,-1227.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2301.4,2301.4,1546.0,0.0,1.5,0.7,21461.9,4.2,2301.4,2301.4,1546.000,0.000,1.489,0.743,21461.921,4.246,
147,147,motorway,5216,5868,"LINESTRING (-111.902774 40.558997,-111.910187 40.558860)",0.627671,0.390100,0.866350,43.470000,-76.530000,773.000000,-1227.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1170.9,1170.9,1546.0,0.0,0.8,0.9,20746.3,5.4,1170.9,1170.9,1546.000,0.000,0.757,0.909,20746.323,5.376,
