link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
222,222,,6256,1356,"LINESTRING (-111.929139 40.568044,-111.924114 40.567177)",0.436039,0.271000,0.773805,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,222.7,222.7,70000.0,0.0,0.0,0.8,0.0,0.0,222.7,222.7,70000.000,0.000,0.003,0.774,0.000,0.000,
223,223,motorway,6256,5214,"LINESTRING (-111.929139 40.568044,-111.929207 40.562200)",0.648588,0.403100,0.833482,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,510.9,510.9,666.0,0.0,0.8,0.9,8717.8,2.3,510.9,510.9,666.000,0.000,0.767,0.877,8717.846,2.257,
224,224,motorway,6256,5232,"LINESTRING (-111.929139 40.568044,-111.929201 40.572493)",0.493802,0.306900,0.634571,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,683.7,683.7,666.0,0.0,1.0,0.7,8764.5,2.1,683.7,683.7,666.000,0.000,1.027,0.740,8764.550,2.146,
225,225,motorway,6270,6273,"LINESTRING (-111.904847 40.593812,-111.905677 40.596462)",0.302492,0.188000,0.469708,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,137.8,137.8,633.0,0.0,0.2,0.5,1345.2,0.4,137.8,137.8,633.000,0.000,0.218,0.470,1345.207,0.358,
226,226,motorway,6270,10853,"LINESTRING (-111.904847 40.593812,-111.904442 40.592385)",0.162026,0.100700,0.251594,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,989.6,989.6,633.0,0.0,1.6,0.5,5580.8,1.0,989.6,989.6,633.000,0.000,1.563,0.477,5580.798,1.048,
227,227,motorway,6273,6270,"LINESTRING (-111.905677 40.596462,-111.904847 40.593812)",0.302492,0.188000,0.469708,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,989.6,989.6,633.0,0.0,1.6,0.9,10419.0,2.0,989.6,989.6,633.000,0.000,1.563,0.890,10418.968,1.957,
228,228,motorway,6273,10851,"LINESTRING (-111.905677 40.596462,-111.906130 40.597034)",0.074175,0.046100,0.115178,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,137.8,137.8,633.0,0.0,0.2,0.1,329.9,0.1,137.8,137.8,633.000,0.000,0.218,0.115,329.862,0.088,
229,229,motorway,7210,10850,"LINESTRING (-111.904821 40.585866,-111.904175 40.585624)",0.060820,0.037800,0.094441,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,0.0,0.0,633.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,633.000,0.000,0.000,0.094,0.000,0.000,
230,230,motorway,7210,10854,"LINESTRING (-111.904821 40.585866,-111.904193 40.586691)",0.105872,0.065800,0.164398,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1053.8,1053.8,633.0,0.0,1.7,0.4,4132.6,0.7,1053.8,1053.8,633.000,0.000,1.665,0.354,4132.592,0.728,
231,231,motorway,7210,11763,"LINESTRING (-111.904821 40.585866,-111.905488 40.584909)",0.120192,0.074700,0.186634,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,611.7,611.7,633.0,0.0,1.0,0.2,2291.5,0.6,611.7,611.7,633.000,0.000,0.966,0.211,2291.457,0.569,
232,232,motorway,7984,5728,"LINESTRING (-111.900701 40.580648,-111.900794 40.573575)",0.785031,0.487900,1.218992,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.4,0.4,633.0,0.0,0.0,1.2,9.5,0.0,0.4,0.4,633.000,0.000,0.001,1.219,9.510,0.003,
233,233,motorway,7984,10849,"LINESTRING (-111.900701 40.580648,-111.900672 40.584264)",0.401445,0.249500,0.623363,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,4.6,4.6,633.0,0.0,0.0,0.6,59.9,0.0,4.6,4.6,633.000,0.000,0.007,0.623,59.914,0.016,
234,234,motorway,7984,11489,"LINESTRING (-111.900701 40.580648,-111.902652 40.580647)",0.165083,0.102600,0.205073,48.300000,-71.700000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,7.0,7.0,814.0,0.0,0.0,0.2,29.7,0.0,7.0,7.0,814.000,0.000,0.009,0.205,29.657,0.008,
235,235,motorway,8002,5113,"LINESTRING (-111.943373 40.593977,-111.938770 40.594013)",0.389378,0.242000,0.558115,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.0,0.0,514.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,514.000,0.000,0.000,0.558,0.000,0.000,
236,236,motorway,8116,5736,"LINESTRING (-111.944862 40.602292,-111.938695 40.602343)",0.521799,0.324300,0.747920,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.0,0.0,514.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,514.000,0.000,0.000,0.748,0.000,0.000,
237,237,motorway,8172,5730,"LINESTRING (-111.905503 40.580699,-111.905499 40.583282)",0.286724,0.178200,0.445223,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1049.1,1049.1,633.0,0.0,1.7,0.9,11088.1,2.0,1049.1,1049.1,633.000,0.000,1.657,0.949,11088.087,1.963,
238,238,motorway,8172,6185,"LINESTRING (-111.905503 40.580699,-111.905514 40.575754)",0.548830,0.341100,0.705286,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1174.4,1174.4,666.0,0.0,1.8,1.7,21542.7,3.6,1174.4,1174.4,666.000,0.000,1.763,1.728,21542.748,3.606,
239,239,motorway,8172,11489,"LINESTRING (-111.905503 40.580699,-111.902652 40.580647)",0.241189,0.149900,0.256812,56.350000,-63.650000,857.000000,-1143.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,0.4,0.4,857.0,0.0,0.0,0.3,2.0,0.0,0.4,0.4,857.000,0.000,0.000,0.257,2.004,0.001,
240,240,motorway,10847,5216,"LINESTRING (-111.902749 40.557151,-111.902774 40.558997)",0.204987,0.127400,0.254642,48.300000,-71.700000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,231.0,231.0,1266.0,0.0,0.2,0.3,1222.6,0.3,231.0,231.0,1266.000,0.000,0.182,0.255,1222.646,0.326,
241,241,motorway,10849,4156,"LINESTRING (-111.900672 40.584264,-111.900942 40.585620)",0.152211,0.094600,0.236353,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,4.6,4.6,633.0,0.0,0.0,0.2,22.7,0.0,4.6,4.6,633.000,0.000,0.007,0.236,22.717,0.006,
242,242,motorway,10849,7984,"LINESTRING (-111.900672 40.584264,-111.900701 40.580648)",0.401445,0.249500,0.623363,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.0,0.0,633.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,633.000,0.000,0.000,0.623,0.000,0.000,
243,243,,10850,1360,"LINESTRING (-111.904175 40.585624,-111.901834 40.584029)",0.265646,0.165100,0.494992,32.200000,-27.800000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.495,0.000,0.000,
244,244,motorway,10850,4156,"LINESTRING (-111.904175 40.585624,-111.900942 40.585620)",0.273530,0.170000,0.424736,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,0.0,0.0,633.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,633.000,0.000,0.000,0.425,0.000,0.000,
245,245,motorway,10850,7210,"LINESTRING (-111.904175 40.585624,-111.904821 40.585866)",0.060820,0.037800,0.094441,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,4.6,4.6,633.0,0.0,0.0,0.1,9.1,0.0,4.6,4.6,633.000,0.000,0.007,0.094,9.077,0.002,
246,246,motorway,10851,6273,"LINESTRING (-111.906130 40.597034,-111.905677 40.596462)",0.074175,0.046100,0.115178,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,989.6,989.6,633.0,0.0,1.6,0.2,2554.9,0.5,989.6,989.6,633.000,0.000,1.563,0.218,2554.864,0.480,
247,247,motorway,10851,10852,"LINESTRING (-111.906130 40.597034,-111.909246 40.598382)",0.303136,0.188400,0.470707,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,137.8,137.8,633.0,0.0,0.2,0.5,1348.1,0.4,137.8,137.8,633.000,0.000,0.218,0.471,1348.069,0.359,
248,248,motorway,10852,5106,"LINESTRING (-111.909246 40.598382,-111.910268 40.598557)",0.088656,0.055100,0.137664,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,137.8,137.8,633.0,0.0,0.2,0.1,394.3,0.1,137.8,137.8,633.000,0.000,0.218,0.138,394.260,0.105,
249,249,motorway,10852,10851,"LINESTRING (-111.909246 40.598382,-111.906130 40.597034)",0.303136,0.188400,0.470707,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,989.6,989.6,633.0,0.0,1.6,0.9,10441.1,2.0,989.6,989.6,633.000,0.000,1.563,0.892,10441.136,1.962,
250,250,,10853,1325,"LINESTRING (-111.904442 40.592385,-111.907451 40.592344)",0.254705,0.158300,0.474605,32.200000,-27.800000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,2289.7,2289.7,70000.0,0.0,0.0,0.5,0.0,0.0,2289.7,2289.7,70000.000,0.000,0.033,0.475,0.000,0.000,
251,251,motorway,10853,6270,"LINESTRING (-111.904442 40.592385,-111.904847 40.593812)",0.162026,0.100700,0.251594,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,137.8,137.8,633.0,0.0,0.2,0.3,720.5,0.2,137.8,137.8,633.000,0.000,0.218,0.252,720.544,0.192,
252,252,motorway,10853,11910,"LINESTRING (-111.904442 40.592385,-111.904258 40.589983)",0.267094,0.166000,0.414742,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,312.3,312.3,633.0,0.0,0.5,0.4,2681.9,0.7,312.3,312.3,633.000,0.000,0.493,0.418,2681.919,0.710,
253,253,motorway,10854,5118,"LINESTRING (-111.904193 40.586691,-111.904260 40.588014)",0.146902,0.091300,0.228108,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1053.8,1053.8,633.0,0.0,1.7,0.5,5734.1,1.0,1053.8,1053.8,633.000,0.000,1.665,0.491,5734.129,1.010,
254,254,motorway,10854,7210,"LINESTRING (-111.904193 40.586691,-111.904821 40.585866)",0.105872,0.065800,0.164398,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,611.7,611.7,633.0,0.0,1.0,0.2,2018.4,0.5,611.7,611.7,633.000,0.000,0.966,0.186,2018.446,0.501,
255,255,motorway,10857,5587,"LINESTRING (-111.919656 40.562402,-111.919260 40.560309)",0.234753,0.145900,0.336483,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,126.8,126.8,514.0,0.0,0.2,0.3,886.5,0.2,126.8,126.8,514.000,0.000,0.247,0.337,886.506,0.236,
256,256,motorway,10857,6255,"LINESTRING (-111.919656 40.562402,-111.919626 40.565871)",0.385034,0.239300,0.551888,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,62.7,62.7,514.0,0.0,0.1,0.6,719.3,0.2,62.7,62.7,514.000,0.000,0.122,0.552,719.309,0.192,
257,257,motorway,10872,5030,"LINESTRING (-111.913107 40.621094,-111.909957 40.621262)",0.292178,0.181590,0.302462,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.3,10120.2,2.5,1631.9,1631.9,1628.000,0.000,1.002,0.348,10120.229,2.510,
258,258,motorway,10872,5861,"LINESTRING (-111.913107 40.621094,-111.915194 40.621817)",0.193885,0.120500,0.200709,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.2,4626.4,1.2,1115.9,1115.9,1628.000,0.000,0.685,0.207,4626.352,1.212,
259,259,motorway,11123,5017,"LINESTRING (-111.943739 40.609520,-111.938751 40.609517)",0.421880,0.262200,0.436729,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1008.9,1008.9,1628.0,0.0,0.6,0.4,9118.1,2.4,1008.9,1008.9,1628.000,0.000,0.620,0.446,9118.140,2.401,
260,260,,11124,1289,"LINESTRING (-111.931819 40.609526,-111.933868 40.616707)",0.815602,0.506900,1.447386,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,96.6,96.6,70000.0,0.0,0.0,1.4,0.0,0.0,96.6,96.6,70000.000,0.000,0.001,1.447,0.000,0.000,
261,261,,11124,1319,"LINESTRING (-111.931819 40.609526,-111.934408 40.607297)",0.330489,0.205400,0.586493,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,191.2,191.2,70000.0,0.0,0.0,0.6,0.0,0.0,191.2,191.2,70000.000,0.000,0.003,0.586,0.000,0.000,
262,262,motorway,11124,5017,"LINESTRING (-111.931819 40.609526,-111.938751 40.609517)",0.586320,0.364400,0.606956,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,82.5,82.5,1628.0,0.0,0.1,0.6,1041.3,0.3,82.5,82.5,1628.000,0.000,0.051,0.607,1041.348,0.277,
263,263,motorway,11124,5022,"LINESTRING (-111.931819 40.609526,-111.929163 40.609415)",0.224938,0.139800,0.232855,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1014.4,1014.4,1628.0,0.0,0.6,0.2,4887.7,1.3,1014.4,1014.4,1628.000,0.000,0.623,0.238,4887.714,1.287,
264,264,,11125,1286,"LINESTRING (-111.933970 40.624024,-111.934202 40.630776)",0.749794,0.466000,1.330602,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,407.5,407.5,70000.0,0.0,0.0,1.3,0.0,0.0,407.5,407.5,70000.000,0.000,0.006,1.331,0.000,0.000,
265,265,,11125,1289,"LINESTRING (-111.933970 40.624024,-111.933868 40.616707)",0.812062,0.504700,1.441104,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,16.4,16.4,70000.0,0.0,0.0,1.4,0.0,0.0,16.4,16.4,70000.000,0.000,0.000,1.441,0.000,0.000,
266,266,motorway,11125,5436,"LINESTRING (-111.933970 40.624024,-111.938742 40.624085)",0.403698,0.250900,0.417907,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1549.6,1549.6,1628.0,0.0,1.0,0.5,13278.7,3.3,1549.6,1549.6,1628.000,0.000,0.952,0.469,13278.707,3.335,
267,267,motorway,11125,5440,"LINESTRING (-111.933970 40.624024,-111.929192 40.623484)",0.445323,0.276770,0.460997,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1659.4,1659.4,1628.0,0.0,1.0,0.5,15687.7,3.9,1659.4,1659.4,1628.000,0.000,1.019,0.536,15687.743,3.874,
268,268,motorway,11126,5441,"LINESTRING (-111.918637 40.623724,-111.916854 40.622667)",0.191986,0.119320,0.198743,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.2,6649.8,1.6,1631.9,1631.9,1628.000,0.000,1.002,0.229,6649.847,1.649,
269,269,motorway,11126,11127,"LINESTRING (-111.918637 40.623724,-111.924686 40.623746)",0.511501,0.317900,0.529504,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.5,12205.1,3.2,1115.9,1115.9,1628.000,0.000,0.685,0.547,12205.124,3.197,
270,270,motorway,11127,5440,"LINESTRING (-111.924686 40.623746,-111.929192 40.623484)",0.417970,0.259770,0.432681,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.4,9973.3,2.6,1115.9,1115.9,1628.000,0.000,0.685,0.447,9973.340,2.612,
271,271,motorway,11127,11126,"LINESTRING (-111.924686 40.623746,-111.918637 40.623724)",0.511501,0.317900,0.529504,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.6,17716.9,4.4,1631.9,1631.9,1628.000,0.000,1.002,0.610,17716.950,4.394,
272,272,motorway,11128,5030,"LINESTRING (-111.907655 40.620856,-111.909957 40.621262)",0.216427,0.134510,0.278124,46.690000,-73.310000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,651.1,651.1,1628.0,0.0,0.4,0.3,3759.0,1.0,651.1,651.1,1628.000,0.000,0.400,0.279,3759.034,0.999,
273,273,motorway,11128,5037,"LINESTRING (-111.907655 40.620856,-111.901884 40.620828)",0.534413,0.332140,0.686759,46.690000,-73.310000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1295.2,1295.2,1628.0,0.0,0.8,0.7,18177.8,4.7,1295.2,1295.2,1628.000,0.000,0.796,0.728,18177.772,4.687,
274,274,,11129,1299,"LINESTRING (-111.907639 40.610911,-111.908054 40.616174)",0.585193,0.363700,1.038497,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,128.4,128.4,70000.0,0.0,0.0,1.0,0.0,0.0,128.4,128.4,70000.000,0.000,0.002,1.038,0.000,0.000,
275,275,motorway,11129,5027,"LINESTRING (-111.907639 40.610911,-111.910314 40.610655)",0.227995,0.141700,0.236020,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,607.8,607.8,1628.0,0.0,0.4,0.2,2979.9,0.8,607.8,607.8,1628.000,0.000,0.373,0.237,2979.934,0.792,
276,276,motorway,11129,5034,"LINESTRING (-111.907639 40.610911,-111.902804 40.610814)",0.447849,0.278340,0.463612,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1037.3,1037.3,1628.0,0.0,0.6,0.5,9947.2,2.6,1037.3,1037.3,1628.000,0.000,0.637,0.475,9947.246,2.616,
277,277,,11146,1314,"LINESTRING (-111.938858 40.605898,-111.944074 40.606326)",0.443762,0.275800,0.787511,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,645.7,645.7,70000.0,0.0,0.0,0.8,0.0,0.0,645.7,645.7,70000.000,0.000,0.009,0.788,0.000,0.000,
278,278,motorway,11146,5017,"LINESTRING (-111.938858 40.605898,-111.938751 40.609517)",0.401767,0.249700,0.348202,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1646.0,1646.0,2562.0,0.0,0.6,0.4,11898.1,3.1,1646.0,1646.0,2562.000,0.000,0.642,0.357,11898.057,3.132,
279,279,motorway,11146,5736,"LINESTRING (-111.938858 40.605898,-111.938695 40.602343)",0.394849,0.245400,0.342206,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1333.7,1333.7,2562.0,0.0,0.5,0.3,9480.6,2.5,1333.7,1333.7,2562.000,0.000,0.521,0.346,9480.554,2.512,
280,280,motorway,11147,5022,"LINESTRING (-111.929235 40.607691,-111.929163 40.609415)",0.191471,0.119000,0.222986,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,853.2,853.2,666.0,0.0,1.3,0.3,3949.4,0.9,853.2,853.2,666.000,0.000,1.281,0.313,3949.358,0.881,
281,281,motorway,11147,5820,"LINESTRING (-111.929235 40.607691,-111.929267 40.603321)",0.485113,0.301500,0.564961,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1033.9,1033.9,666.0,0.0,1.6,1.1,13349.9,2.6,1033.9,1033.9,666.000,0.000,1.552,1.057,13349.916,2.573,
282,282,,11148,1316,"LINESTRING (-111.938793 40.599039,-111.943565 40.598006)",0.419627,0.260800,0.744680,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.745,0.000,0.000,
283,283,,11148,1320,"LINESTRING (-111.938793 40.599039,-111.934152 40.599993)",0.406594,0.252700,0.721552,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.722,0.000,0.000,
284,284,motorway,11148,5113,"LINESTRING (-111.938793 40.599039,-111.938770 40.594013)",0.557679,0.346600,0.483328,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1333.7,1333.7,2562.0,0.0,0.5,0.5,13390.2,3.5,1333.7,1333.7,2562.000,0.000,0.521,0.489,13390.220,3.548,
285,285,motorway,11148,5736,"LINESTRING (-111.938793 40.599039,-111.938695 40.602343)",0.366852,0.228000,0.317942,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1332.1,1332.1,2562.0,0.0,0.5,0.3,8797.7,2.3,1332.1,1332.1,2562.000,0.000,0.520,0.321,8797.714,2.331,
286,286,motorway,11150,5027,"LINESTRING (-111.910332 40.607207,-111.910314 40.610655)",0.382620,0.237800,0.491694,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1571.5,1571.5,666.0,0.0,2.4,2.8,36755.3,4.3,1571.5,1571.5,666.000,0.000,2.360,2.778,36755.280,4.337,
287,287,motorway,11150,5109,"LINESTRING (-111.910332 40.607207,-111.910315 40.605939)",0.140787,0.087500,0.180922,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1356.8,1356.8,666.0,0.0,2.0,0.6,8197.1,1.2,1356.8,1356.8,666.000,0.000,2.037,0.648,8197.083,1.154,
288,288,motorway,11151,5109,"LINESTRING (-111.906610 40.605960,-111.910315 40.605939)",0.313433,0.194800,0.449259,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,718.5,718.5,514.0,0.0,1.4,0.7,6775.1,1.4,718.5,718.5,514.000,0.000,1.398,0.707,6775.099,1.409,
289,289,motorway,11159,5112,"LINESTRING (-111.943604 40.587762,-111.938730 40.587762)",0.412387,0.256300,0.394063,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1856.7,1856.7,1784.0,0.0,1.0,0.5,15119.8,3.7,1856.7,1856.7,1784.000,0.000,1.041,0.463,15119.772,3.723,
290,290,,11160,1318,"LINESTRING (-111.938878 40.590844,-111.943411 40.590891)",0.383586,0.238400,0.680720,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.681,0.000,0.000,
291,291,motorway,11160,5112,"LINESTRING (-111.938878 40.590844,-111.938730 40.587762)",0.342395,0.212800,0.296746,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1099.9,1099.9,2562.0,0.0,0.4,0.3,6782.0,1.8,1099.9,1099.9,2562.000,0.000,0.429,0.298,6781.989,1.802,
292,292,motorway,11160,5113,"LINESTRING (-111.938878 40.590844,-111.938770 40.594013)",0.351888,0.218700,0.304973,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1332.1,1332.1,2562.0,0.0,0.5,0.3,8438.9,2.2,1332.1,1332.1,2562.000,0.000,0.520,0.308,8438.860,2.236,
293,293,,11161,1322,"LINESTRING (-111.929272 40.591047,-111.934349 40.591006)",0.429603,0.267000,0.762383,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,20.4,20.4,70000.0,0.0,0.0,0.8,0.0,0.0,20.4,20.4,70000.000,0.000,0.000,0.762,0.000,0.000,
294,294,motorway,11161,5103,"LINESTRING (-111.929272 40.591047,-111.929223 40.594991)",0.437809,0.272100,0.509871,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1156.5,1156.5,666.0,0.0,1.7,1.2,15156.8,2.6,1156.5,1156.5,666.000,0.000,1.737,1.205,15156.779,2.602,
295,295,motorway,11161,5114,"LINESTRING (-111.929272 40.591047,-111.929195 40.587794)",0.361060,0.224400,0.420489,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,848.2,848.2,666.0,0.0,1.3,0.6,7393.3,1.7,848.2,848.2,666.000,0.000,1.274,0.586,7393.282,1.655,
