od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
219,6,25,5,24,0,0,p,AM,6.36,1,-111.938753,40.552997,-111.923428,40.584054,5.6952,4.7649,2.9614,
220,6,26,5,25,0,0,p,AM,12.55,1,-111.938753,40.552997,-111.921418,40.591609,5.2535,5.2213,3.2450,
221,6,27,5,26,0,0,p,AM,19.37,1,-111.938753,40.552997,-111.943605,40.584092,4.0537,3.8651,2.4022,
222,6,28,5,27,0,0,p,AM,28.67,1,-111.938753,40.552997,-111.911824,40.577722,6.4324,5.4655,3.3969,
223,6,30,5,29,0,0,p,AM,12.28,1,-111.938753,40.552997,-111.901834,40.584029,6.9052,5.9190,3.6787,
224,6,31,5,30,0,0,p,AM,38.32,1,-111.938753,40.552997,-111.944074,40.606326,6.2496,6.3160,3.9254,
225,6,32,5,31,0,0,p,AM,25.55,1,-111.938753,40.552997,-111.943375,40.616454,7.1860,7.4588,4.6357,
226,6,33,5,32,0,0,p,AM,11.10,1,-111.938753,40.552997,-111.943535,40.568001,2.3480,2.0804,1.2930,
227,6,34,5,33,0,0,p,AM,62.96,1,-111.938753,40.552997,-111.934408,40.607297,5.8077,6.0671,3.7707,
228,6,35,5,34,0,0,p,AM,9.16,1,-111.938753,40.552997,-111.924502,40.617134,8.0346,7.6639,4.7632,
229,6,36,5,35,0,0,p,AM,14.57,1,-111.938753,40.552997,-111.908054,40.616174,9.3316,9.0775,5.6417,
230,6,37,5,36,0,0,p,AM,29.19,1,-111.938753,40.552997,-111.934352,40.576870,3.2287,3.0312,1.8839,
231,6,38,5,37,0,0,p,AM,25.47,1,-111.938753,40.552997,-111.936589,40.553565,3.1158,2.3598,1.4666,
232,6,39,5,38,0,0,p,AM,10.11,1,-111.938753,40.552997,-111.908153,40.571760,6.1462,5.2578,3.2677,
233,6,40,5,39,0,0,p,AM,4.49,1,-111.938753,40.552997,-111.915638,40.613722,8.8907,8.6440,5.3723,
234,6,41,5,40,0,0,p,AM,123.10,1,-111.938753,40.552997,-111.938760,40.630427,7.8853,8.5948,5.3417,
235,7,1,6,0,0,0,p,AM,19.68,1,-111.929153,40.555761,-111.942300,40.624038,8.2629,8.6785,5.3937,
236,7,2,6,1,0,0,p,AM,14.75,1,-111.929153,40.555761,-111.943739,40.609520,6.9861,7.1826,4.4640,
237,7,3,6,2,0,0,p,AM,29.75,1,-111.929153,40.555761,-111.943604,40.587762,4.8487,4.7577,2.9569,
238,7,4,6,3,0,0,p,AM,1.43,1,-111.929153,40.555761,-111.944442,40.573253,3.5261,3.2064,1.9928,
239,7,5,6,4,0,0,p,AM,10.22,1,-111.929153,40.555761,-111.943762,40.562247,2.2077,1.9466,1.2098,
240,7,6,6,5,0,0,p,AM,13.63,1,-111.929153,40.555761,-111.938753,40.552997,2.7623,2.5485,1.5839,
241,7,8,6,7,0,0,p,AM,1.52,1,-111.929153,40.555761,-111.902749,40.557151,3.7597,3.2069,1.9931,
242,7,9,6,8,0,0,p,AM,65.38,1,-111.929153,40.555761,-111.899113,40.558973,3.9329,3.3118,2.0583,
243,7,10,6,9,0,0,p,AM,4.29,1,-111.929153,40.555761,-111.897106,40.569721,5.2083,4.1871,2.6023,
244,7,11,6,10,0,0,p,AM,87.25,1,-111.929153,40.555761,-111.901030,40.587971,6.7198,5.6818,3.5312,
245,7,12,6,11,0,0,p,AM,2.34,1,-111.929153,40.555761,-111.906610,40.605960,9.1844,7.2386,4.4988,
246,7,13,6,12,0,0,p,AM,44.26,1,-111.929153,40.555761,-111.902804,40.610814,9.4988,9.2406,5.7431,
247,7,14,6,13,0,0,p,AM,54.30,1,-111.929153,40.555761,-111.901884,40.620828,10.7316,10.2495,6.3701,
248,7,15,6,14,0,0,p,AM,20.35,1,-111.929153,40.555761,-111.910059,40.625783,10.2867,9.9175,6.1638,
249,7,16,6,15,0,0,p,AM,25.40,1,-111.929153,40.555761,-111.929192,40.626782,9.1456,8.6819,5.3959,
250,7,17,6,16,0,0,p,AM,19.81,1,-111.929153,40.555761,-111.933868,40.616707,7.9928,7.9837,4.9619,
251,7,18,6,17,0,0,p,AM,19.29,1,-111.929153,40.555761,-111.934202,40.630776,9.7008,9.5311,5.9236,
252,7,19,6,18,0,0,p,AM,25.12,1,-111.929153,40.555761,-111.933963,40.567876,2.4785,1.7718,1.1012,
253,7,20,6,19,0,0,p,AM,18.71,1,-111.929153,40.555761,-111.924114,40.567177,2.2288,1.5398,0.9570,
254,7,21,6,20,0,0,p,AM,50.10,1,-111.929153,40.555761,-111.913648,40.554715,3.4203,2.9197,1.8146,
255,7,22,6,21,0,0,p,AM,25.43,1,-111.929153,40.555761,-111.900748,40.562521,4.2935,3.5306,2.1943,
256,7,23,6,22,0,0,p,AM,11.66,1,-111.929153,40.555761,-111.902492,40.575680,5.9168,4.5757,2.8438,
257,7,24,6,23,0,0,p,AM,65.65,1,-111.929153,40.555761,-111.907451,40.592344,7.6306,6.1487,3.8214,
258,7,25,6,24,0,0,p,AM,4.47,1,-111.929153,40.555761,-111.923428,40.584054,5.0028,3.6685,2.2800,
259,7,26,6,25,0,0,p,AM,8.81,1,-111.929153,40.555761,-111.921418,40.591609,5.3382,4.1110,2.5550,
260,7,27,6,26,0,0,p,AM,13.59,1,-111.929153,40.555761,-111.943605,40.584092,4.7927,4.3519,2.7047,
261,7,28,6,27,0,0,p,AM,20.12,1,-111.929153,40.555761,-111.911824,40.577722,5.5078,4.3462,2.7012,
262,7,30,6,29,0,0,p,AM,8.62,1,-111.929153,40.555761,-111.901834,40.584029,5.9805,4.7996,2.9830,
263,7,31,6,30,0,0,p,AM,26.89,1,-111.929153,40.555761,-111.944074,40.606326,6.9886,6.8027,4.2279,
264,7,32,6,31,0,0,p,AM,17.93,1,-111.929153,40.555761,-111.943375,40.616454,7.9251,7.9456,4.9382,
265,7,33,6,32,0,0,p,AM,7.79,1,-111.929153,40.555761,-111.943535,40.568001,3.0870,2.5672,1.5955,
266,7,34,6,33,0,0,p,AM,44.19,1,-111.929153,40.555761,-111.934408,40.607297,6.5467,6.5538,4.0732,
267,7,35,6,34,0,0,p,AM,6.43,1,-111.929153,40.555761,-111.924502,40.617134,8.7736,8.1506,5.0657,
268,7,36,6,35,0,0,p,AM,10.22,1,-111.929153,40.555761,-111.908054,40.616174,10.0706,9.5642,5.9442,
269,7,37,6,36,0,0,p,AM,20.49,1,-111.929153,40.555761,-111.934352,40.576870,3.5029,2.5347,1.5753,
270,7,38,6,37,0,0,p,AM,17.88,1,-111.929153,40.555761,-111.936589,40.553565,3.1391,2.1556,1.3397,
271,7,39,6,38,0,0,p,AM,7.09,1,-111.929153,40.555761,-111.908153,40.571760,5.2215,4.1384,2.5720,
272,7,40,6,39,0,0,p,AM,3.15,1,-111.929153,40.555761,-111.915638,40.613722,9.6297,9.1307,5.6748,
273,7,41,6,40,0,0,p,AM,86.40,1,-111.929153,40.555761,-111.938760,40.630427,8.6243,9.0815,5.6442,
274,8,1,7,0,0,0,p,AM,3.13,1,-111.902749,40.557151,-111.942300,40.624038,9.1967,9.0092,5.5992,
275,8,2,7,1,0,0,p,AM,2.34,1,-111.902749,40.557151,-111.943739,40.609520,7.9199,7.5133,4.6695,
276,8,3,7,2,0,0,p,AM,4.73,1,-111.902749,40.557151,-111.943604,40.587762,5.7825,5.0883,3.1624,
277,8,4,7,3,0,0,p,AM,0.23,1,-111.902749,40.557151,-111.944442,40.573253,5.4481,4.9842,3.0977,
278,8,5,7,4,0,0,p,AM,1.62,1,-111.902749,40.557151,-111.943762,40.562247,4.1297,3.7244,2.3147,
279,8,6,7,5,0,0,p,AM,2.17,1,-111.902749,40.557151,-111.938753,40.552997,4.6843,4.3263,2.6888,
280,8,7,7,6,0,0,p,AM,1.52,1,-111.902749,40.557151,-111.929153,40.555761,3.7597,3.2069,1.9931,
281,8,9,7,8,0,0,p,AM,10.39,1,-111.902749,40.557151,-111.899113,40.558973,0.6828,0.5149,0.3200,
282,8,10,7,9,0,0,p,AM,0.68,1,-111.902749,40.557151,-111.897106,40.569721,1.9582,1.3902,0.8640,
283,8,11,7,10,0,0,p,AM,13.86,1,-111.902749,40.557151,-111.901030,40.587971,3.4697,2.8849,1.7929,
284,8,12,7,11,0,0,p,AM,0.37,1,-111.902749,40.557151,-111.906610,40.605960,5.9343,4.4417,2.7605,
285,8,13,7,12,0,0,p,AM,7.03,1,-111.902749,40.557151,-111.902804,40.610814,6.8579,5.3275,3.3111,
286,8,14,7,13,0,0,p,AM,8.63,1,-111.902749,40.557151,-111.901884,40.620828,8.1582,6.3872,3.9697,
287,8,15,7,14,0,0,p,AM,3.23,1,-111.902749,40.557151,-111.910059,40.625783,7.7133,6.0552,3.7633,
288,8,16,7,15,0,0,p,AM,4.04,1,-111.902749,40.557151,-111.929192,40.626782,9.3926,7.7220,4.7992,
289,8,17,7,16,0,0,p,AM,3.15,1,-111.902749,40.557151,-111.933868,40.616707,8.9266,8.3144,5.1674,
290,8,18,7,17,0,0,p,AM,3.07,1,-111.902749,40.557151,-111.934202,40.630776,10.6346,9.8618,6.1291,
291,8,19,7,18,0,0,p,AM,3.99,1,-111.902749,40.557151,-111.933963,40.567876,4.4006,3.5496,2.2061,
292,8,20,7,19,0,0,p,AM,2.97,1,-111.902749,40.557151,-111.924114,40.567177,3.5499,2.6481,1.6458,
293,8,21,7,20,0,0,p,AM,7.96,1,-111.902749,40.557151,-111.913648,40.554715,1.9040,1.3781,0.8565,
294,8,22,7,21,0,0,p,AM,4.04,1,-111.902749,40.557151,-111.900748,40.562521,1.0434,0.7337,0.4560,
295,8,23,7,22,0,0,p,AM,1.85,1,-111.902749,40.557151,-111.902492,40.575680,2.6667,1.7788,1.1055,
296,8,24,7,23,0,0,p,AM,10.43,1,-111.902749,40.557151,-111.907451,40.592344,4.3805,3.3518,2.0831,
297,8,25,7,24,0,0,p,AM,0.71,1,-111.902749,40.557151,-111.923428,40.584054,4.7126,3.6979,2.2982,
298,8,26,7,25,0,0,p,AM,1.40,1,-111.902749,40.557151,-111.921418,40.591609,4.6951,3.7091,2.3052,
299,8,27,7,26,0,0,p,AM,2.16,1,-111.902749,40.557151,-111.943605,40.584092,6.4887,5.4797,3.4056,
300,8,28,7,27,0,0,p,AM,3.20,1,-111.902749,40.557151,-111.911824,40.577722,2.2577,1.5492,0.9629,
301,8,30,7,29,0,0,p,AM,1.37,1,-111.902749,40.557151,-111.901834,40.584029,2.7305,2.0027,1.2447,
302,8,31,7,30,0,0,p,AM,4.27,1,-111.902749,40.557151,-111.944074,40.606326,7.9224,7.1334,4.4334,
303,8,32,7,31,0,0,p,AM,2.85,1,-111.902749,40.557151,-111.943375,40.616454,8.8589,8.2763,5.1437,
304,8,33,7,32,0,0,p,AM,1.24,1,-111.902749,40.557151,-111.943535,40.568001,5.0091,4.3449,2.7004,
305,8,34,7,33,0,0,p,AM,7.02,1,-111.902749,40.557151,-111.934408,40.607297,7.4805,6.8845,4.2788,
306,8,35,7,34,0,0,p,AM,1.02,1,-111.902749,40.557151,-111.924502,40.617134,9.0712,7.4796,4.6486,
307,8,36,7,35,0,0,p,AM,1.62,1,-111.902749,40.557151,-111.908054,40.616174,7.4331,5.4649,3.3965,
308,8,37,7,36,0,0,p,AM,3.26,1,-111.902749,40.557151,-111.934352,40.576870,5.2718,3.6491,2.2679,
309,8,38,7,37,0,0,p,AM,2.84,1,-111.902749,40.557151,-111.936589,40.553565,5.0611,3.9334,2.4446,
310,8,39,7,38,0,0,p,AM,1.13,1,-111.902749,40.557151,-111.908153,40.571760,1.9714,1.3415,0.8337,
311,8,40,7,39,0,0,p,AM,0.50,1,-111.902749,40.557151,-111.915638,40.613722,7.4914,5.7029,3.5444,
312,8,41,7,40,0,0,p,AM,13.73,1,-111.902749,40.557151,-111.938760,40.630427,9.5581,9.4122,5.8497,
313,9,1,8,0,0,0,p,AM,14.93,1,-111.899113,40.558973,-111.942300,40.624038,9.3699,9.1141,5.6644,
314,9,2,8,1,0,0,p,AM,11.19,1,-111.899113,40.558973,-111.943739,40.609520,8.0931,7.6182,4.7347,
315,9,3,8,2,0,0,p,AM,22.57,1,-111.899113,40.558973,-111.943604,40.587762,5.9557,5.1933,3.2276,
316,9,4,8,3,0,0,p,AM,1.08,1,-111.899113,40.558973,-111.944442,40.573253,5.6213,5.0891,3.1629,
317,9,5,8,4,0,0,p,AM,7.75,1,-111.899113,40.558973,-111.943762,40.562247,4.3029,3.8293,2.3799,
318,9,6,8,5,0,0,p,AM,10.34,1,-111.899113,40.558973,-111.938753,40.552997,4.8575,4.4312,2.7540,
319,9,7,8,6,0,0,p,AM,7.27,1,-111.899113,40.558973,-111.929153,40.555761,3.9329,3.3118,2.0583,
320,9,8,8,7,0,0,p,AM,1.15,1,-111.899113,40.558973,-111.902749,40.557151,0.6828,0.5149,0.3200,
321,9,10,8,9,0,0,p,AM,3.25,1,-111.899113,40.558973,-111.897106,40.569721,2.1314,1.4951,0.9292,
322,9,11,8,10,0,0,p,AM,66.18,1,-111.899113,40.558973,-111.901030,40.587971,3.6429,2.9898,1.8581,
323,9,12,8,11,0,0,p,AM,1.77,1,-111.899113,40.558973,-111.906610,40.605960,6.1075,4.5466,2.8258,
324,9,13,8,12,0,0,p,AM,33.57,1,-111.899113,40.558973,-111.902804,40.610814,7.0311,5.4325,3.3763,
325,9,14,8,13,0,0,p,AM,41.19,1,-111.899113,40.558973,-111.901884,40.620828,8.3314,6.4921,4.0349,
326,9,15,8,14,0,0,p,AM,15.44,1,-111.899113,40.558973,-111.910059,40.625783,7.8865,6.1601,3.8285,
327,9,16,8,15,0,0,p,AM,19.27,1,-111.899113,40.558973,-111.929192,40.626782,9.5658,7.8269,4.8644,
328,9,17,8,16,0,0,p,AM,15.03,1,-111.899113,40.558973,-111.933868,40.616707,9.0998,8.4193,5.2326,
329,9,18,8,17,0,0,p,AM,14.63,1,-111.899113,40.558973,-111.934202,40.630776,10.8078,9.9667,6.1943,
330,9,19,8,18,0,0,p,AM,19.05,1,-111.899113,40.558973,-111.933963,40.567876,4.5738,3.6545,2.2713,
331,9,20,8,19,0,0,p,AM,14.19,1,-111.899113,40.558973,-111.924114,40.567177,3.7231,2.7530,1.7110,
332,9,21,8,20,0,0,p,AM,38.00,1,-111.899113,40.558973,-111.913648,40.554715,2.0772,1.4830,0.9217,
333,9,22,8,21,0,0,p,AM,19.29,1,-111.899113,40.558973,-111.900748,40.562521,1.2166,0.8386,0.5212,
334,9,23,8,22,0,0,p,AM,8.84,1,-111.899113,40.558973,-111.902492,40.575680,2.8399,1.8837,1.1707,
335,9,24,8,23,0,0,p,AM,49.79,1,-111.899113,40.558973,-111.907451,40.592344,4.5537,3.4567,2.1483,
336,9,25,8,24,0,0,p,AM,3.39,1,-111.899113,40.558973,-111.923428,40.584054,4.8858,3.8028,2.3634,
337,9,26,8,25,0,0,p,AM,6.68,1,-111.899113,40.558973,-111.921418,40.591609,4.8683,3.8140,2.3704,
338,9,27,8,26,0,0,p,AM,10.31,1,-111.899113,40.558973,-111.943605,40.584092,6.6619,5.5846,3.4708,
339,9,28,8,27,0,0,p,AM,15.26,1,-111.899113,40.558973,-111.911824,40.577722,2.4309,1.6541,1.0281,
340,9,30,8,29,0,0,p,AM,6.54,1,-111.899113,40.558973,-111.901834,40.584029,2.9037,2.1076,1.3099,
341,9,31,8,30,0,0,p,AM,20.40,1,-111.899113,40.558973,-111.944074,40.606326,8.0956,7.2383,4.4986,
342,9,32,8,31,0,0,p,AM,13.60,1,-111.899113,40.558973,-111.943375,40.616454,9.0321,8.3812,5.2089,
343,9,33,8,32,0,0,p,AM,5.91,1,-111.899113,40.558973,-111.943535,40.568001,5.1823,4.4499,2.7656,
344,9,34,8,33,0,0,p,AM,33.52,1,-111.899113,40.558973,-111.934408,40.607297,7.6537,6.9894,4.3440,
345,9,35,8,34,0,0,p,AM,4.88,1,-111.899113,40.558973,-111.924502,40.617134,9.2444,7.5846,4.7138,
346,9,36,8,35,0,0,p,AM,7.75,1,-111.899113,40.558973,-111.908054,40.616174,7.6063,5.5698,3.4617,
347,9,37,8,36,0,0,p,AM,15.54,1,-111.899113,40.558973,-111.934352,40.576870,5.4450,3.7540,2.3331,
348,9,38,8,37,0,0,p,AM,13.56,1,-111.899113,40.558973,-111.936589,40.553565,5.2343,4.0383,2.5098,
349,9,39,8,38,0,0,p,AM,5.38,1,-111.899113,40.558973,-111.908153,40.571760,2.1446,1.4464,0.8989,
350,9,40,8,39,0,0,p,AM,2.39,1,-111.899113,40.558973,-111.915638,40.613722,7.6646,5.8078,3.6096,
351,9,41,8,40,0,0,p,AM,65.53,1,-111.899113,40.558973,-111.938760,40.630427,9.7313,9.5171,5.9149,
352,10,1,9,0,0,0,p,AM,0.98,1,-111.897106,40.569721,-111.942300,40.624038,9.1039,8.8447,5.4970,
353,10,2,9,1,0,0,p,AM,0.73,1,-111.897106,40.569721,-111.943739,40.609520,7.8271,7.3488,4.5673,
354,10,3,9,2,0,0,p,AM,1.48,1,-111.897106,40.569721,-111.943604,40.587762,5.6897,4.9239,3.0602,
355,10,5,9,4,0,0,p,AM,0.51,1,-111.897106,40.569721,-111.943762,40.562247,5.5783,4.7046,2.9239,
356,10,6,9,5,0,0,p,AM,0.68,1,-111.897106,40.569721,-111.938753,40.552997,6.1329,5.3065,3.2980,
357,10,7,9,6,0,0,p,AM,0.48,1,-111.897106,40.569721,-111.929153,40.555761,5.2083,4.1871,2.6023,
358,10,9,9,8,0,0,p,AM,3.26,1,-111.897106,40.569721,-111.899113,40.558973,2.1314,1.4951,0.9292,
359,10,11,9,10,0,0,p,AM,4.34,1,-111.897106,40.569721,-111.901030,40.587971,3.3769,2.7204,1.6907,
360,10,12,9,11,0,0,p,AM,0.12,1,-111.897106,40.569721,-111.906610,40.605960,5.8415,4.2772,2.6583,
361,10,13,9,12,0,0,p,AM,2.20,1,-111.897106,40.569721,-111.902804,40.610814,6.7651,5.1631,3.2089,
362,10,14,9,13,0,0,p,AM,2.70,1,-111.897106,40.569721,-111.901884,40.620828,8.0654,6.2227,3.8674,
363,10,15,9,14,0,0,p,AM,1.01,1,-111.897106,40.569721,-111.910059,40.625783,7.6205,5.8907,3.6611,
364,10,16,9,15,0,0,p,AM,1.26,1,-111.897106,40.569721,-111.929192,40.626782,9.2998,7.5575,4.6970,
365,10,17,9,16,0,0,p,AM,0.99,1,-111.897106,40.569721,-111.933868,40.616707,8.8338,8.1499,5.0652,
366,10,18,9,17,0,0,p,AM,0.96,1,-111.897106,40.569721,-111.934202,40.630776,10.5418,9.6973,6.0269,
367,10,19,9,18,0,0,p,AM,1.25,1,-111.897106,40.569721,-111.933963,40.567876,5.4246,3.7094,2.3054,
368,10,20,9,19,0,0,p,AM,0.93,1,-111.897106,40.569721,-111.924114,40.567177,4.4830,2.9076,1.8071,
369,10,21,9,20,0,0,p,AM,2.49,1,-111.897106,40.569721,-111.913648,40.554715,3.3526,2.3584,1.4657,
370,10,22,9,21,0,0,p,AM,1.27,1,-111.897106,40.569721,-111.900748,40.562521,1.3659,0.9590,0.5960,
371,10,23,9,22,0,0,p,AM,0.58,1,-111.897106,40.569721,-111.902492,40.575680,1.6474,1.0180,0.6327,
372,10,24,9,23,0,0,p,AM,3.27,1,-111.897106,40.569721,-111.907451,40.592344,4.2877,3.1873,1.9809,
373,10,25,9,24,0,0,p,AM,0.22,1,-111.897106,40.569721,-111.923428,40.584054,4.6198,3.5334,2.1960,
374,10,26,9,25,0,0,p,AM,0.44,1,-111.897106,40.569721,-111.921418,40.591609,4.6023,3.5446,2.2030,
375,10,27,9,26,0,0,p,AM,0.68,1,-111.897106,40.569721,-111.943605,40.584092,6.3959,5.3152,3.3034,
376,10,28,9,27,0,0,p,AM,1.00,1,-111.897106,40.569721,-111.911824,40.577722,2.1649,1.3848,0.8606,
377,10,30,9,29,0,0,p,AM,0.43,1,-111.897106,40.569721,-111.901834,40.584029,2.6377,1.8382,1.1425,
378,10,31,9,30,0,0,p,AM,1.34,1,-111.897106,40.569721,-111.944074,40.606326,7.8296,6.9689,4.3312,
379,10,32,9,31,0,0,p,AM,0.89,1,-111.897106,40.569721,-111.943375,40.616454,8.7661,8.1118,5.0415,
380,10,33,9,32,0,0,p,AM,0.39,1,-111.897106,40.569721,-111.943535,40.568001,6.3837,4.5993,2.8585,
381,10,34,9,33,0,0,p,AM,2.20,1,-111.897106,40.569721,-111.934408,40.607297,7.3877,6.7200,4.1765,
382,10,35,9,34,0,0,p,AM,0.32,1,-111.897106,40.569721,-111.924502,40.617134,8.9784,7.3152,4.5464,
383,10,36,9,35,0,0,p,AM,0.51,1,-111.897106,40.569721,-111.908054,40.616174,7.3403,5.3004,3.2942,
384,10,37,9,36,0,0,p,AM,1.02,1,-111.897106,40.569721,-111.934352,40.576870,5.1790,3.4846,2.1657,
385,10,38,9,37,0,0,p,AM,0.89,1,-111.897106,40.569721,-111.936589,40.553565,6.5097,4.9136,3.0538,
386,10,39,9,38,0,0,p,AM,0.35,1,-111.897106,40.569721,-111.908153,40.571760,1.8786,1.1770,0.7315,
387,10,40,9,39,0,0,p,AM,0.16,1,-111.897106,40.569721,-111.915638,40.613722,7.3986,5.5384,3.4421,
388,10,41,9,40,0,0,p,AM,4.30,1,-111.897106,40.569721,-111.938760,40.630427,9.4653,9.2477,5.7475,
389,11,1,10,0,0,0,p,AM,19.91,1,-111.901030,40.587971,-111.942300,40.624038,7.5428,7.6825,4.7747,
390,11,2,10,1,0,0,p,AM,14.93,1,-111.901030,40.587971,-111.943739,40.609520,6.2659,6.1866,3.8450,
391,11,3,10,2,0,0,p,AM,30.10,1,-111.901030,40.587971,-111.943604,40.587762,4.1285,3.7616,2.3379,
392,11,4,10,3,0,0,p,AM,1.45,1,-111.901030,40.587971,-111.944442,40.573253,5.9158,5.4628,3.3952,
393,11,5,10,4,0,0,p,AM,10.34,1,-111.901030,40.587971,-111.943762,40.562247,6.8949,6.6059,4.1056,
394,11,6,10,5,0,0,p,AM,13.79,1,-111.901030,40.587971,-111.938753,40.552997,7.4495,7.2078,4.4797,
395,11,7,10,6,0,0,p,AM,9.69,1,-111.901030,40.587971,-111.929153,40.555761,6.8133,5.4318,3.3759,
396,11,8,10,7,0,0,p,AM,1.54,1,-111.901030,40.587971,-111.902749,40.557151,3.5632,2.6348,1.6376,
397,11,9,10,8,0,0,p,AM,66.14,1,-111.901030,40.587971,-111.899113,40.558973,3.7364,2.7397,1.7028,
398,11,10,10,9,0,0,p,AM,4.34,1,-111.901030,40.587971,-111.897106,40.569721,3.4704,2.4703,1.5353,
399,11,12,10,11,0,0,p,AM,2.36,1,-111.901030,40.587971,-111.906610,40.605960,4.0221,2.8223,1.7541,
400,11,13,10,12,0,0,p,AM,44.78,1,-111.901030,40.587971,-111.902804,40.610814,4.9456,3.7082,2.3046,
401,11,14,10,13,0,0,p,AM,54.94,1,-111.901030,40.587971,-111.901884,40.620828,6.2459,4.7678,2.9632,
402,11,15,10,14,0,0,p,AM,20.59,1,-111.901030,40.587971,-111.910059,40.625783,5.8010,4.4358,2.7569,
403,11,16,10,15,0,0,p,AM,25.70,1,-111.901030,40.587971,-111.929192,40.626782,7.4803,6.1026,3.7928,
404,11,17,10,16,0,0,p,AM,20.04,1,-111.901030,40.587971,-111.933868,40.616707,7.2727,6.9877,4.3429,
405,11,18,10,17,0,0,p,AM,19.51,1,-111.901030,40.587971,-111.934202,40.630776,8.9171,6.9923,4.3458,
406,11,19,10,18,0,0,p,AM,25.41,1,-111.901030,40.587971,-111.933963,40.567876,6.5071,5.1431,3.1965,
407,11,20,10,19,0,0,p,AM,18.93,1,-111.901030,40.587971,-111.924114,40.567177,6.0880,4.1522,2.5806,
408,11,21,10,20,0,0,p,AM,50.68,1,-111.901030,40.587971,-111.913648,40.554715,4.9576,3.6030,2.2393,
409,11,22,10,21,0,0,p,AM,25.73,1,-111.901030,40.587971,-111.900748,40.562521,2.9709,2.2036,1.3696,
410,11,23,10,22,0,0,p,AM,11.79,1,-111.901030,40.587971,-111.902492,40.575680,3.8177,2.5794,1.6031,
411,11,24,10,23,0,0,p,AM,66.41,1,-111.901030,40.587971,-111.907451,40.592344,1.5480,1.0137,0.6300,
412,11,25,10,24,0,0,p,AM,4.52,1,-111.901030,40.587971,-111.923428,40.584054,3.0587,2.3712,1.4737,
413,11,26,10,25,0,0,p,AM,8.91,1,-111.901030,40.587971,-111.921418,40.591609,3.0412,2.3824,1.4807,
414,11,27,10,26,0,0,p,AM,13.75,1,-111.901030,40.587971,-111.943605,40.584092,4.8347,4.1530,2.5811,
415,11,28,10,27,0,0,p,AM,20.36,1,-111.901030,40.587971,-111.911824,40.577722,1.8769,1.5587,0.9687,
416,11,30,10,29,0,0,p,AM,8.72,1,-111.901030,40.587971,-111.901834,40.584029,1.3011,0.8526,0.5299,
417,11,31,10,30,0,0,p,AM,27.21,1,-111.901030,40.587971,-111.944074,40.606326,6.2685,5.8067,3.6089,
418,11,32,10,31,0,0,p,AM,18.14,1,-111.901030,40.587971,-111.943375,40.616454,7.2049,6.9496,4.3192,
419,11,33,10,32,0,0,p,AM,7.88,1,-111.901030,40.587971,-111.943535,40.568001,6.5438,5.9396,3.6915,
420,11,34,10,33,0,0,p,AM,44.71,1,-111.901030,40.587971,-111.934408,40.607297,5.8266,5.5578,3.4542,
421,11,35,10,34,0,0,p,AM,6.50,1,-111.901030,40.587971,-111.924502,40.617134,7.4173,6.1529,3.8241,
422,11,36,10,35,0,0,p,AM,10.34,1,-111.901030,40.587971,-111.908054,40.616174,5.5209,3.8455,2.3900,
423,11,37,10,36,0,0,p,AM,20.73,1,-111.901030,40.587971,-111.934352,40.576870,5.3191,4.2078,2.6152,
424,11,38,10,37,0,0,p,AM,18.09,1,-111.901030,40.587971,-111.936589,40.553565,8.1147,6.1582,3.8274,
425,11,39,10,38,0,0,p,AM,7.18,1,-111.901030,40.587971,-111.908153,40.571760,3.4836,2.4216,1.5050,
426,11,40,10,39,0,0,p,AM,3.19,1,-111.901030,40.587971,-111.915638,40.613722,5.5792,4.0835,2.5379,
427,11,41,10,40,0,0,p,AM,87.41,1,-111.901030,40.587971,-111.938760,40.630427,7.9042,8.0855,5.0252,
428,12,1,11,0,0,0,p,AM,13.20,1,-111.906610,40.605960,-111.942300,40.624038,5.1925,4.7516,2.9532,
429,12,2,11,1,0,0,p,AM,9.89,1,-111.906610,40.605960,-111.943739,40.609520,4.0827,3.6946,2.2962,
430,12,3,11,2,0,0,p,AM,19.95,1,-111.906610,40.605960,-111.943604,40.587762,5.8613,5.4688,3.3989,
431,12,4,11,3,0,0,p,AM,0.96,1,-111.906610,40.605960,-111.944442,40.573253,7.6486,7.1700,4.4562,
432,12,5,11,4,0,0,p,AM,6.85,1,-111.906610,40.605960,-111.943762,40.562247,8.6277,8.3130,5.1666,
433,12,6,11,5,0,0,p,AM,9.14,1,-111.906610,40.605960,-111.938753,40.552997,9.1823,8.9149,5.5407,
434,12,7,11,6,0,0,p,AM,6.43,1,-111.906610,40.605960,-111.929153,40.555761,9.3921,7.4335,4.6200,
435,12,8,11,7,0,0,p,AM,1.02,1,-111.906610,40.605960,-111.902749,40.557151,6.1420,4.6366,2.8817,
436,12,9,11,8,0,0,p,AM,43.84,1,-111.906610,40.605960,-111.899113,40.558973,6.3152,4.7415,2.9469,
437,12,10,11,9,0,0,p,AM,2.88,1,-111.906610,40.605960,-111.897106,40.569721,6.0492,4.4721,2.7795,
438,12,11,11,10,0,0,p,AM,58.51,1,-111.906610,40.605960,-111.901030,40.587971,4.0221,2.8223,1.7541,
