name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length_in_miles,length,lanes,capacity,free_speed,link_type,cost,BPR_fftt1,BPR_plf1,BPR_alpha1,BPR_beta1
1300 West,280,11147,5022,,1,0.119,191.471,1,666,32,1,0,0.223125,1,0.15,4
1300 West,281,11147,5820,,1,0.3015,485.1135,1,666,32,1,0,0.5653125,1,0.15,4
Connector,282,11148,1316,,1,0.2608,419.6272,7,10000,21,2,0,0.745142857,1,0.15,4
Connector,283,11148,1320,,1,0.2527,406.5943,7,10000,21,2,0,0.722,1,0.15,4
Redwood Rd,284,11148,5113,,1,0.3466,557.6794,3,854,43,1,0,0.483627907,1,0.15,4
Redwood Rd,285,11148,5736,,1,0.228,366.852,3,854,43,1,0,0.318139535,1,0.15,4
700 West,286,11150,5027,,1,0.2378,382.6202,1,666,29,1,0,0.492,1,0.15,4
700 West,287,11150,5109,,1,0.0875,140.7875,1,666,29,1,0,0.181034483,1,0.15,4
8000 South,288,11151,5109,,1,0.1948,313.4332,1,514,26,1,0,0.449538462,1,0.15,4
9000 South,289,11159,5112,,1,0.2563,412.3867,2,892,39,1,0,0.394307692,1,0.15,4
Connector,290,11160,1318,,1,0.2384,383.5856,7,10000,21,2,0,0.681142857,1,0.15,4
Redwood Rd,291,11160,5112,,1,0.2128,342.3952,3,854,43,1,0,0.296930233,1,0.15,4
Redwood Rd,292,11160,5113,,1,0.2187,351.8883,3,854,43,1,0,0.305162791,1,0.15,4
Connector,293,11161,1322,,1,0.267,429.603,7,10000,21,2,0,0.762857143,1,0.15,4
1300 West,294,11161,5103,,1,0.2721,437.8089,1,666,32,1,0,0.5101875,1,0.15,4
1300 West,295,11161,5114,,1,0.2244,361.0596,1,666,32,1,0,0.42075,1,0.15,4
Connector,296,11172,1346,,1,0.2518,405.1462,7,10000,21,2,0,0.719428571,1,0.15,4
Connector,297,11172,1353,,1,0.2395,385.3555,7,10000,21,2,0,0.684285714,1,0.15,4
Redwood Rd,298,11172,5112,,1,0.2477,398.5493,2,892,39,1,0,0.381076923,1,0.15,4
Redwood Rd,299,11172,5210,,1,0.4974,800.3166,2,892,39,1,0,0.765230769,1,0.15,4
Connector,300,11173,1353,,1,0.2648,426.0632,7,10000,21,2,0,0.756571429,1,0.15,4
Connector,301,11173,1354,,1,0.3067,493.4803,7,10000,20,2,0,0.9201,1,0.15,4
1300 West,302,11173,5114,,1,0.2362,380.0458,1,666,29,1,0,0.488689655,1,0.15,4
1300 West,303,11173,5219,,1,0.5262,846.6558,1,666,29,1,0,1.088689655,1,0.15,4
9800 South,304,11180,5211,,1,0.3029,487.3661,1,666,29,1,0,0.626689655,1,0.15,4
Connector,305,11181,1349,,1,0.3091,497.3419,7,10000,21,2,0,0.883142857,1,0.15,4
Connector,306,11181,1352,,1,0.3966,638.1294,7,10000,21,2,0,1.133142857,1,0.15,4
9800 South,307,11181,5211,,1,0.4027,647.9443,1,666,29,1,0,0.833172414,1,0.15,4
9800 South,308,11181,11182,,1,0.0616,99.1144,1,666,29,1,0,0.127448276,1,0.15,4
9800 South,309,11182,5232,,1,0.0505,81.2545,1,666,29,1,0,0.104482759,1,0.15,4
9800 South,310,11182,11181,,1,0.0616,99.1144,1,666,29,1,0,0.127448276,1,0.15,4
Connector,311,11183,1355,,1,0.2952,474.9768,7,10000,21,2,0,0.843428571,1,0.15,4
Connector,312,11183,1356,,1,0.3674,591.1466,7,10000,21,2,0,1.049714286,1,0.15,4
9800 South,313,11183,5215,,1,0.1961,315.5249,1,666,29,1,0,0.405724138,1,0.15,4
9800 South,314,11183,5232,,1,0.3048,490.4232,1,666,29,1,0,0.63062069,1,0.15,4
9800 South,315,11184,5588,,1,0.1725,277.5525,1,633,24,1,0,0.43125,1,0.15,4
9800 South,316,11184,11257,,1,0.335,539.015,1,633,24,1,0,0.8375,1,0.15,4
9000 South,317,11255,5117,,1,0.1231,198.0679,2,847,32,1,0,0.2308125,1,0.15,4
9000 South,318,11255,5118,,1,0.1912,307.6408,2,847,32,1,0,0.3585,1,0.15,4
Connector,319,11257,1404,,1,0.1389,223.4901,7,10000,20,2,0,0.4167,1,0.15,4
9800 South,320,11257,5175,,1,0.2117,340.6253,1,633,24,1,0,0.52925,1,0.15,4
9800 South,321,11257,11184,,1,0.335,539.015,1,633,24,1,0,0.8375,1,0.15,4
Connector,322,11259,1356,,1,0.3823,615.1207,7,10000,21,2,0,1.092285714,1,0.15,4
South Jordan,323,11259,5214,,1,0.1306,210.1354,2,814,36,1,0,0.217666667,1,0.15,4
South Jordan,324,11259,5587,,1,0.4105,660.4945,2,814,36,1,0,0.684166667,1,0.15,4
Connector,325,11261,1352,,1,0.3863,621.5567,7,10000,21,2,0,1.103714286,1,0.15,4
Connector,326,11261,1397,,1,0.6112,983.4208,7,10000,21,2,0,1.746285714,1,0.15,4
South Jordan,327,11261,5208,,1,0.2147,345.4523,2,814,36,1,0,0.357833333,1,0.15,4
South Jordan,328,11261,5214,,1,0.2844,457.5996,2,814,36,1,0,0.474,1,0.15,4
1300 West,329,11281,5214,,1,0.4441,714.5569,1,666,29,1,0,0.918827586,1,0.15,4
10400 South,330,11282,5208,,1,0.2666,428.9594,1,857,35,1,0,0.457028571,1,0.15,4
Connector,331,11489,1360,,1,0.2373,381.8157,7,10000,20,2,0,0.7119,1,0.15,4
9400 Sout,332,11489,7984,,1,0.1026,165.0834,1,814,30,1,0,0.2052,1,0.15,4
9400 Sout,333,11489,8172,,1,0.1499,241.1891,1,857,35,1,0,0.256971429,1,0.15,4
300 West,334,11507,3689,,1,0.094,151.246,2,601,25,1,0,0.2256,1,0.15,4
300 West,335,11507,5216,,1,0.2346,377.4714,2,601,25,1,0,0.56304,1,0.15,4
700 West,336,11763,5730,,1,0.1123,180.6907,1,633,24,1,0,0.28075,1,0.15,4
700 West,337,11763,7210,,1,0.0747,120.1923,1,633,24,1,0,0.18675,1,0.15,4
1300 West,338,11827,5440,,1,0.18981,305.40429,1,666,32,1,0,0.35589375,1,0.15,4
500 West,339,11910,5118,,1,0.1358,218.5022,1,633,24,1,0,0.3395,1,0.15,4
500 West,340,11910,10853,,1,0.166,267.094,1,633,24,1,0,0.415,1,0.15,4
Riverside,341,1358,3000,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
Riverside,342,1358,5117,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
Riverside,343,5117,1358,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
Riverside,344,3000,1358,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
Jordan Gateway,345,6185,5175,,1,0.12113,194.89817,2,600,35,1,0,0.207651429,1,0.15,4
Jordan Gateway,346,5175,6185,,1,0.12113,194.89817,2,600,35,1,0,0.207651429,1,0.15,4
9400 South,347,3000,3001,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
9400 South,348,3001,3000,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
9400 South,349,3001,8172,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
9400 South,350,8172,3000,,1,0.12113,194.89817,1,600,35,1,0,0.207651429,1,0.15,4
Connector,351,3001,1359,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,352,1359,3001,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Jordan Gateway,353,5175,11507,,1,0.12113,194.89817,2,600,35,1,0,0.207651429,1,0.15,4
Jordan Gateway,354,11507,5175,,1,0.12113,194.89817,2,600,35,1,0,0.207651429,1,0.15,4
Connector,355,1358,3002,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,356,3002,1358,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,357,1323,11161,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,358,11161,1323,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,359,1319,11146,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,360,11146,1319,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,361,1319,11147,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,362,11147,1319,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,363,1322,11160,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,364,11160,1322,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,365,1360,5730,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
Connector,366,5730,1360,,1,0.12113,194.89817,7,10000,21,2,0,0.346085714,1,0.15,4
9000 South,367,5592,1,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,368,1,2,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,369,2,3,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,370,3,4,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,371,4,5,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,372,5,5117,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,373,5117,5,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,374,5,4,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,375,4,3,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,376,3,2,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,377,2,1,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
9000 South,378,1,5592,,1,0.12113,194.89817,2,847,32,1,0,0.22711875,1,0.15,4
