link_id,link_no,from_node_id,to_node_id,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
121,120,5175,5729,1,,1,0.185300,24.000000,16.799999,0.463250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904348 40.569696,-111.900825 40.569709)"
122,121,5175,11257,1,,1,0.211700,24.000000,16.799999,0.529250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904348 40.569696,-111.908371 40.569754)"
123,122,5208,5209,1,,2,0.399900,39.000000,27.299999,0.615231,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938693 40.562285,-111.938738 40.568083)"
124,123,5208,5238,1,,1,0.640700,38.000000,26.600000,1.011632,929.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938693 40.562285,-111.938753 40.552997)"
125,124,5208,11261,1,,2,0.214700,36.000000,25.200001,0.357833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938693 40.562285,-111.934612 40.562298)"
126,125,5208,11282,1,,1,0.266600,35.000000,24.500000,0.457029,857.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938693 40.562285,-111.943762 40.562247)"
127,126,5209,1351,2,,7,0.252400,21.000000,14.700000,0.721143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938738 40.568083,-111.943535 40.568001)"
128,127,5209,1352,2,,7,0.251600,21.000000,14.700000,0.718857,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938738 40.568083,-111.933963 40.567876)"
129,128,5209,5208,1,,2,0.399900,39.000000,27.299999,0.615231,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938738 40.568083,-111.938693 40.562285)"
130,129,5209,5211,1,,2,0.346800,39.000000,27.299999,0.533538,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938738 40.568083,-111.938687 40.573111)"
131,130,5210,1348,2,,7,0.252500,21.000000,14.700000,0.721429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938741 40.576961,-111.943542 40.576985)"
132,131,5210,1349,2,,7,0.230900,21.000000,14.700000,0.659714,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938741 40.576961,-111.934352 40.576870)"
133,132,5210,5211,1,,2,0.265600,39.000000,27.299999,0.408615,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938741 40.576961,-111.938687 40.573111)"
134,133,5210,11172,1,,2,0.497400,39.000000,27.299999,0.765231,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938741 40.576961,-111.938819 40.584171)"
135,134,5211,5209,1,,2,0.346800,39.000000,27.299999,0.533538,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938687 40.573111,-111.938738 40.568083)"
136,135,5211,5210,1,,2,0.265600,39.000000,27.299999,0.408615,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938687 40.573111,-111.938741 40.576961)"
137,136,5211,11180,1,,1,0.302900,29.000000,20.299999,0.626690,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938687 40.573111,-111.944442 40.573253)"
138,137,5211,11181,1,,1,0.402700,29.000000,20.299999,0.833172,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938687 40.573111,-111.931031 40.573173)"
139,138,5214,6256,1,,1,0.403100,29.000000,20.299999,0.834000,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929207 40.562200,-111.929139 40.568044)"
140,139,5214,11259,1,,2,0.130600,36.000000,25.200001,0.217667,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929207 40.562200,-111.926737 40.562009)"
141,140,5214,11261,1,,2,0.284400,36.000000,25.200001,0.474000,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929207 40.562200,-111.934612 40.562298)"
142,141,5214,11281,1,,1,0.444100,29.000000,20.299999,0.918828,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929207 40.562200,-111.929153 40.555761)"
143,142,5215,5588,1,,1,0.143500,29.000000,20.299999,0.296897,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919678 40.572454,-111.917018 40.571988)"
144,143,5215,6255,1,,1,0.454100,26.000000,18.200001,1.047923,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919678 40.572454,-111.919626 40.565871)"
145,144,5215,11183,1,,1,0.196100,29.000000,20.299999,0.405724,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919678 40.572454,-111.923406 40.572477)"
146,145,5216,5356,1,,2,0.192600,27.000000,18.900000,0.428000,773.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902774 40.558997,-111.899113 40.558973)"
147,146,5216,5868,1,,2,0.390100,27.000000,18.900000,0.866889,773.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902774 40.558997,-111.910187 40.558860)"
148,147,5216,10847,1,,2,0.127400,30.000000,21.000000,0.254800,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902774 40.558997,-111.902749 40.557151)"
149,148,5216,11507,1,,2,0.234600,25.000000,17.500000,0.563040,601.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902774 40.558997,-111.902527 40.562393)"
150,149,5219,1349,2,,7,0.272600,21.000000,14.700000,0.778857,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929172 40.576740,-111.934352 40.576870)"
151,150,5219,1355,2,,7,0.232900,21.000000,14.700000,0.665429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929172 40.576740,-111.924746 40.576632)"
152,151,5219,5232,1,,1,0.293000,29.000000,20.299999,0.606207,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929172 40.576740,-111.929201 40.572493)"
153,152,5219,11173,1,,1,0.526200,29.000000,20.299999,1.088690,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929172 40.576740,-111.929246 40.584369)"
154,153,5232,5219,1,,1,0.293000,29.000000,20.299999,0.606207,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929201 40.572493,-111.929172 40.576740)"
155,154,5232,6256,1,,1,0.306900,29.000000,20.299999,0.634966,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929201 40.572493,-111.929139 40.568044)"
156,155,5232,11182,1,,1,0.050500,29.000000,20.299999,0.104483,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929201 40.572493,-111.930154 40.572580)"
157,156,5232,11183,1,,1,0.304800,29.000000,20.299999,0.630621,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929201 40.572493,-111.923406 40.572477)"
158,157,5238,5208,1,,1,0.640700,38.000000,26.600000,1.011632,929.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938753 40.552997,-111.938693 40.562285)"
159,158,5240,1296,2,,7,0.205600,21.000000,14.700000,0.587429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911929 40.614669,-111.915638 40.613722)"
160,159,5240,5009,1,,2,0.296900,36.000000,25.200001,0.494833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911929 40.614669,-111.913172 40.610470)"
161,160,5240,5010,1,,2,0.134710,36.000000,25.200001,0.224517,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911929 40.614669,-111.910059 40.616076)"
162,161,5356,5216,1,,2,0.192600,27.000000,18.900000,0.428000,773.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.899113 40.558973,-111.902774 40.558997)"
163,162,5436,5018,1,,3,0.506900,43.000000,30.100000,0.707302,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938742 40.624085,-111.938855 40.616737)"
164,163,5436,5577,1,,2,0.187000,36.000000,25.200001,0.311667,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938742 40.624085,-111.942300 40.624038)"
165,164,5436,5578,1,,3,0.437500,39.000000,27.299999,0.673077,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938742 40.624085,-111.938760 40.630427)"
166,165,5436,11125,1,,2,0.250900,36.000000,25.200001,0.418167,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938742 40.624085,-111.933970 40.624024)"
167,166,5440,4952,1,,1,0.391990,32.000000,22.400000,0.734981,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929192 40.623484,-111.929251 40.616674)"
168,167,5440,11125,1,,2,0.276770,36.000000,25.200001,0.461283,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929192 40.623484,-111.933970 40.624024)"
169,168,5440,11127,1,,2,0.259770,36.000000,25.200001,0.432950,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929192 40.623484,-111.924686 40.623746)"
170,169,5440,11827,1,,1,0.189810,32.000000,22.400000,0.355894,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929192 40.623484,-111.929192 40.626782)"
171,170,5441,5861,1,,2,0.107320,36.000000,25.200001,0.178867,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916854 40.622667,-111.915194 40.621817)"
172,171,5441,11126,1,,2,0.119320,36.000000,25.200001,0.198867,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916854 40.622667,-111.918637 40.623724)"
173,172,5524,5022,1,,2,0.198800,36.000000,25.200001,0.331333,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.925488 40.608731,-111.929163 40.609415)"
174,173,5524,5863,1,,2,0.469700,36.000000,25.200001,0.782833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.925488 40.608731,-111.916784 40.610265)"
175,174,5577,5436,1,,2,0.187000,36.000000,25.200001,0.311667,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.942300 40.624038,-111.938742 40.624085)"
176,175,5578,5436,1,,3,0.437500,39.000000,27.299999,0.673077,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938760 40.630427,-111.938742 40.624085)"
177,176,5587,5174,1,,2,0.296100,36.000000,25.200001,0.493500,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919260 40.560309,-111.913869 40.559071)"
178,177,5587,10857,1,,1,0.145900,26.000000,18.200001,0.336692,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919260 40.560309,-111.919656 40.562402)"
179,178,5587,11259,1,,2,0.410500,36.000000,25.200001,0.684167,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919260 40.560309,-111.926737 40.562009)"
180,179,5588,1357,2,,7,0.495500,21.000000,14.700000,1.415714,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.917018 40.571988,-111.914302 40.565109)"
181,180,5588,5215,1,,1,0.143500,29.000000,20.299999,0.296897,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.917018 40.571988,-111.919678 40.572454)"
182,181,5588,11184,1,,1,0.172500,24.000000,16.799999,0.431250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.917018 40.571988,-111.913770 40.572331)"
183,182,5589,1322,2,,7,0.222900,21.000000,14.700000,0.636857,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934063 40.587781,-111.934349 40.591006)"
184,183,5589,1353,2,,7,0.256400,21.000000,14.700000,0.732571,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934063 40.587781,-111.934266 40.584068)"
185,184,5589,5112,1,,2,0.245400,39.000000,27.299999,0.377538,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934063 40.587781,-111.938730 40.587762)"
186,185,5589,5114,1,,2,0.256000,39.000000,27.299999,0.393846,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934063 40.587781,-111.929195 40.587794)"
187,186,5592,1323,2,,7,0.269700,21.000000,14.700000,0.770571,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.922175 40.587742,-111.921418 40.591609)"
188,187,5592,1354,2,,7,0.262700,20.000000,14.000000,0.788100,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.922175 40.587742,-111.923428 40.584054)"
189,188,5592,5114,1,,2,0.369200,32.000000,22.400000,0.692250,847.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.922175 40.587742,-111.929195 40.587794)"
190,189,5727,5118,1,,2,0.111900,32.000000,22.400000,0.209813,847.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902133 40.588000,-111.904260 40.588014)"
191,190,5727,5119,1,,2,0.058000,32.000000,22.400000,0.108750,847.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902133 40.588000,-111.901030 40.587971)"
192,191,5728,1361,2,,7,0.170500,20.000000,14.000000,0.511500,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900794 40.573575,-111.902492 40.575680)"
193,192,5728,5729,1,,1,0.266600,24.000000,16.799999,0.666500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900794 40.573575,-111.900825 40.569709)"
194,193,5728,7984,1,,1,0.487900,24.000000,16.799999,1.219750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900794 40.573575,-111.900701 40.580648)"
195,194,5729,5175,1,,1,0.185300,24.000000,16.799999,0.463250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900825 40.569709,-111.904348 40.569696)"
196,195,5729,5728,1,,1,0.266600,24.000000,16.799999,0.666500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900825 40.569709,-111.900794 40.573575)"
197,196,5729,5929,1,,2,0.195600,25.000000,17.500000,0.469440,601.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900825 40.569709,-111.897106 40.569721)"
198,197,5730,8172,1,,1,0.178200,24.000000,16.799999,0.445500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905499 40.583282,-111.905503 40.580699)"
199,198,5730,11763,1,,1,0.112300,24.000000,16.799999,0.280750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905499 40.583282,-111.905488 40.584909)"
200,199,5736,8116,1,,1,0.324300,26.000000,18.200001,0.748385,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938695 40.602343,-111.944862 40.602292)"
201,200,5736,11146,1,,3,0.245400,43.000000,30.100000,0.342419,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938695 40.602343,-111.938858 40.605898)"
202,201,5736,11148,1,,3,0.228000,43.000000,30.100000,0.318140,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938695 40.602343,-111.938793 40.599039)"
203,202,5820,1320,2,,7,0.344500,21.000000,14.700000,0.984286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929267 40.603321,-111.934152 40.599993)"
204,203,5820,5103,1,,1,0.574600,32.000000,22.400000,1.077375,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929267 40.603321,-111.929223 40.594991)"
205,204,5820,11147,1,,1,0.301500,32.000000,22.400000,0.565312,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929267 40.603321,-111.929235 40.607691)"
206,205,5861,5441,1,,2,0.107320,36.000000,25.200001,0.178867,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.915194 40.621817,-111.916854 40.622667)"
207,206,5861,10872,1,,2,0.120500,36.000000,25.200001,0.200833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.915194 40.621817,-111.913107 40.621094)"
208,207,5863,5009,1,,2,0.190400,36.000000,25.200001,0.317333,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916784 40.610265,-111.913172 40.610470)"
209,208,5863,5524,1,,2,0.469700,36.000000,25.200001,0.782833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916784 40.610265,-111.925488 40.608731)"
210,209,5868,5174,1,,2,0.194300,36.000000,25.200001,0.323833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910187 40.558860,-111.913869 40.559071)"
211,210,5868,5216,1,,2,0.390100,27.000000,18.900000,0.866889,773.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910187 40.558860,-111.902774 40.558997)"
212,211,5868,6253,1,,1,0.339000,26.000000,18.200001,0.782308,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910187 40.558860,-111.913648 40.554715)"
213,212,5929,5729,1,,2,0.195600,25.000000,17.500000,0.469440,601.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.897106 40.569721,-111.900825 40.569709)"
214,213,6185,1359,2,,7,0.358600,21.000000,14.700000,1.024571,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905514 40.575754,-111.911824 40.577722)"
215,214,6185,8172,1,,1,0.341100,29.000000,20.299999,0.705724,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905514 40.575754,-111.905503 40.580699)"
216,215,6253,5868,1,,1,0.339000,26.000000,18.200001,0.782308,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.913648 40.554715,-111.910187 40.558860)"
217,216,6255,1356,2,,7,0.252700,21.000000,14.700000,0.722000,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919626 40.565871,-111.924114 40.567177)"
218,217,6255,1357,2,,7,0.284900,21.000000,14.700000,0.814000,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919626 40.565871,-111.914302 40.565109)"
219,218,6255,5215,1,,1,0.454100,26.000000,18.200001,1.047923,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919626 40.565871,-111.919678 40.572454)"
220,219,6255,10857,1,,1,0.239300,26.000000,18.200001,0.552231,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919626 40.565871,-111.919656 40.562402)"
221,220,6256,1352,2,,7,0.254000,21.000000,14.700000,0.725714,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929139 40.568044,-111.933963 40.567876)"
222,221,6256,1356,2,,7,0.271000,21.000000,14.700000,0.774286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929139 40.568044,-111.924114 40.567177)"
223,222,6256,5214,1,,1,0.403100,29.000000,20.299999,0.834000,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929139 40.568044,-111.929207 40.562200)"
224,223,6256,5232,1,,1,0.306900,29.000000,20.299999,0.634966,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929139 40.568044,-111.929201 40.572493)"
225,224,6270,6273,1,,1,0.188000,24.000000,16.799999,0.470000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904847 40.593812,-111.905677 40.596462)"
226,225,6270,10853,1,,1,0.100700,24.000000,16.799999,0.251750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904847 40.593812,-111.904442 40.592385)"
227,226,6273,6270,1,,1,0.188000,24.000000,16.799999,0.470000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905677 40.596462,-111.904847 40.593812)"
228,227,6273,10851,1,,1,0.046100,24.000000,16.799999,0.115250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905677 40.596462,-111.906130 40.597034)"
229,228,7210,10850,1,,1,0.037800,24.000000,16.799999,0.094500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904821 40.585866,-111.904175 40.585624)"
230,229,7210,10854,1,,1,0.065800,24.000000,16.799999,0.164500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904821 40.585866,-111.904193 40.586691)"
231,230,7210,11763,1,,1,0.074700,24.000000,16.799999,0.186750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904821 40.585866,-111.905488 40.584909)"
232,231,7984,5728,1,,1,0.487900,24.000000,16.799999,1.219750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900701 40.580648,-111.900794 40.573575)"
233,232,7984,10849,1,,1,0.249500,24.000000,16.799999,0.623750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900701 40.580648,-111.900672 40.584264)"
234,233,7984,11489,1,,1,0.102600,30.000000,21.000000,0.205200,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900701 40.580648,-111.902652 40.580647)"
235,234,8002,5113,1,,1,0.242000,26.000000,18.200001,0.558462,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.943373 40.593977,-111.938770 40.594013)"
236,235,8116,5736,1,,1,0.324300,26.000000,18.200001,0.748385,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.944862 40.602292,-111.938695 40.602343)"
237,236,8172,5730,1,,1,0.178200,24.000000,16.799999,0.445500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905503 40.580699,-111.905499 40.583282)"
238,237,8172,6185,1,,1,0.341100,29.000000,20.299999,0.705724,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905503 40.580699,-111.905514 40.575754)"
239,238,8172,11489,1,,1,0.149900,35.000000,24.500000,0.256971,857.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905503 40.580699,-111.902652 40.580647)"
240,239,10847,5216,1,,2,0.127400,30.000000,21.000000,0.254800,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902749 40.557151,-111.902774 40.558997)"
241,240,10849,4156,1,,1,0.094600,24.000000,16.799999,0.236500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900672 40.584264,-111.900942 40.585620)"
242,241,10849,7984,1,,1,0.249500,24.000000,16.799999,0.623750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.900672 40.584264,-111.900701 40.580648)"
