link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,person_vol_rt,person_vol_dms,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
69,bpr,46,45,1.000000,2.908960,1.807930,2.685194,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.685,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9328920 33.6627820, -111.9637280 33.6676350)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
70,bpr,2,47,1.000000,2.540600,1.578993,2.345169,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.345,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552750, -112.0024700 33.6548840)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
71,bpr,47,2,1.000000,2.540600,1.578993,2.345169,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.345,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024700 33.6549070, -112.0298670 33.6552980)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
72,bpr,47,48,1.000000,3.550400,2.206588,3.277292,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.277,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024700 33.6548840, -111.9642080 33.6536280)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
73,bpr,48,47,1.000000,3.550490,2.206644,3.277375,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.277,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9642070 33.6536510, -112.0024700 33.6549070)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
74,bpr,48,49,1.000000,3.199560,1.988539,2.953440,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.953,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9642070 33.6536280, -111.9297020 33.6539670)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
75,bpr,49,48,1.000000,3.199650,1.988595,2.953523,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.954,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9297020 33.6539900, -111.9642080 33.6536510)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
76,bpr,44,47,1.000000,1.565760,0.973126,1.445317,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.445,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057380 33.6687500, -112.0024800 33.6548930)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
77,bpr,47,44,1.000000,1.565740,0.973114,1.445298,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.445,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024600 33.6548970, -112.0057170 33.6687540)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
78,bpr,47,50,1.000000,1.741490,1.082343,1.607529,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.608,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024810 33.6548950, -112.0018380 33.6391970)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
79,bpr,50,47,1.000000,1.741490,1.082343,1.607529,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.608,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0018150 33.6391970, -112.0024590 33.6548950)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
