link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,person_vol_dms,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
84,bpr,5027,11129,2.000000,0.227995,0.141700,0.236020,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,57.960,36.022,1.000,0.000,0.000,814.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,57.960,49.266,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,0.000,0.000,0.000,57.960,57.960,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
85,bpr,5027,11150,1.000000,0.382620,0.237800,0.491694,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
92,bpr,5103,5820,1.000000,0.924531,0.574600,1.076706,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
93,bpr,5103,11161,1.000000,0.437809,0.272100,0.509871,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
94,bpr,5106,4804,1.000000,0.418984,0.260400,0.538424,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
95,bpr,5106,5117,1.000000,1.203049,0.747700,1.868089,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
96,bpr,5106,10852,1.000000,0.088656,0.055100,0.137664,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
97,bpr,5109,4804,1.000000,0.400480,0.248900,0.514646,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
98,bpr,5109,11150,1.000000,0.140787,0.087500,0.180922,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
99,bpr,5109,11151,1.000000,0.313433,0.194800,0.449259,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,41.860,26.016,1.000,0.000,0.000,514.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,41.860,35.581,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,,0.000,0.000,0.000,0.000,41.860,41.860,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
107,bpr,5114,5589,2.000000,0.411904,0.256000,0.393602,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,62.790,39.024,1.000,0.000,0.000,892.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,62.790,53.371,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,0.000,0.000,0.000,62.790,62.790,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
108,bpr,5114,5592,2.000000,0.594043,0.369200,0.691820,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,847.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
109,bpr,5114,11161,1.000000,0.361060,0.224400,0.420489,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
110,bpr,5114,11173,1.000000,0.380046,0.236200,0.488386,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
111,bpr,5117,5106,1.000000,1.203049,0.747700,1.868089,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
112,bpr,5117,11255,2.000000,0.198068,0.123100,0.230669,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,847.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
113,bpr,5118,5727,2.000000,0.180047,0.111900,0.209682,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,847.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
114,bpr,5118,10854,1.000000,0.146902,0.091300,0.228108,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
115,bpr,5118,11255,2.000000,0.307641,0.191200,0.358277,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,847.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
116,bpr,5118,11910,1.000000,0.218502,0.135800,0.339289,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
173,bpr,5524,5022,2.000000,0.319869,0.198800,0.331128,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,57.960,36.022,1.000,0.000,0.000,814.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,57.960,49.266,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,0.000,0.000,0.000,57.960,57.960,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
174,bpr,5524,5863,2.000000,0.755747,0.469700,0.782347,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,57.960,36.022,1.000,0.000,0.000,814.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,57.960,49.266,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,0.000,0.000,0.000,57.960,57.960,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
183,bpr,5589,1322,7.000000,0.358646,0.222900,0.636462,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,33.810,28.739,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
184,bpr,5589,1353,7.000000,0.412548,0.256400,0.732116,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,33.810,28.739,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
