from_stop_id,to_stop_id,transfer_type,min_transfer_time
HAF,HAF,2,300
HAG,HAG,2,300
HAI,HAI,2,240
HAL,HAL,2,300
HAM,HAM,2,360
HAN,HAN,2,300
HAP,HAP,2,300
HAS,HAS,2,300
HAT,HAT,2,300
HAV,HAV,2,300
HAY,HAY,2,180
HAZ,HAZ,2,300
HBB,HBB,2,300
HBC,HBC,2,300
HBD,HBD,2,300
HBF,HBF,2,60
HBN,HBN,2,240
HBP,HBP,2,300
HBY,HBY,2,300
HCB,HCB,2,240
HCH,HCH,2,300
HCN,HCN,2,240
HCT,HCT,2,300
HDB,HDB,2,120
HDE,HDE,2,300
HDF,HDF,2,300
HDG,HDG,2,300
HDH,HDH,2,300
HDL,HDL,2,300
HDM,HDM,2,300
HDN,HDN,2,300
HDW,HDW,2,300
HDY,HDY,2,300
HEC,HEC,2,300
HED,HED,2,300
HEI,HEI,2,300
HEL,HEL,2,300
HEN,HEN,2,300
HER,HER,2,360
HES,HES,2,300
HEV,HEV,2,240
HEW,HEW,2,300
HEX,HEX,2,300
HFD,HFD,2,420
HFE,HFE,2,120
HFN,HFN,2,120
HFS,HFS,2,300
HFX,HFX,2,300
HGD,HGD,2,300
HGF,HGF,2,300
HGG,HGG,2,300
HGM,HGM,2,240
HGN,HGN,2,300
HGR,HGR,2,240
HGS,HGS,2,240
HGT,HGT,2,300
HGY,HGY,2,120
HHB,HHB,2,300
HHD,HHD,2,1800
HHE,HHE,2,180
HHL,HHL,2,180
HHY,HHY,2,300
HIA,HIA,2,300
HIB,HIB,2,240
HID,HID,2,300
HIG,HIG,2,300
HIL,HIL,2,300
HIN,HIN,2,300
HIP,HIP,2,300
HIR,HIR,2,300
HIT,HIT,2,240
HKC,HKC,2,120
HKH,HKH,2,300
HKM,HKM,2,300
HKN,HKN,2,300
HKW,HKW,2,300
HLB,HLB,2,240
HLC,HLC,2,300
HLD,HLD,2,300
HLE,HLE,2,300
HLF,HLF,2,300
HLG,HLG,2,300
HLI,HLI,2,300
HLL,HLL,2,240
HLM,HLM,2,240
HLN,HLN,2,300
HLR,HLR,2,180
HLS,HLS,2,300
HLU,HLU,2,300
HLW,HLW,2,300
HLY,HLY,2,300
HMC,HMC,2,300
HMD,HMD,2,240
HME,HME,2,360
HMK,HMK,2,300
HML,HML,2,300
HMM,HMM,2,300
HMN,HMN,2,300
HMP,HMP,2,300
HMS,HMS,2,300
HMT,HMT,2,240
HMW,HMW,2,360
HMY,HMY,2,300
HNA,HNA,2,360
HNB,HNB,2,240
HNC,HNC,2,240
HND,HND,2,300
HNF,HNF,2,240
HNG,HNG,2,300
HNH,HNH,2,240
HNK,HNK,2,300
HNL,HNL,2,300
HNT,HNT,2,300
HNW,HNW,2,300
HNX,HNX,2,300
HNY,HNY,2,300
HOC,HOC,2,300
HOD,HOD,2,300
HOH,HOH,2,180
HOK,HOK,2,360
HOL,HOL,2,360
HON,HON,2,360
HOO,HOO,2,300
HOP,HOP,2,300
HOR,HOR,2,240
HOT,HOT,2,300
HOU,HOU,2,300
HOV,HOV,2,120
HOW,HOW,2,300
HOX,HOX,2,300
HOY,HOY,2,300
HOZ,HOZ,2,300
HPA,HPA,2,240
HPD,HPD,2,300
HPE,HPE,2,300
HPK,HPK,2,300
HPL,HPL,2,240
HPN,HPN,2,300
HPQ,HPQ,2,1200
HPT,HPT,2,300
HRD,HRD,2,300
HRE,HRE,2,300
HRH,HRH,2,240
HRL,HRL,2,300
HRM,HRM,2,240
HRN,HRN,2,300
HRO,HRO,2,300
HRR,HRR,2,300
HRS,HRS,2,300
HRW,HRW,2,300
HRY,HRY,2,120
HSB,HSB,2,300
HSC,HSC,2,300
HSD,HSD,2,300
HSG,HSG,2,300
HSK,HSK,2,240
HSL,HSL,2,240
HST,HST,2,300
HSW,HSW,2,300
HSY,HSY,2,300
HTC,HTC,2,300
HTE,HTE,2,300
HTF,HTF,2,300
HTH,HTH,2,300
HTM,HTM,2,300
HTN,HTN,2,300
HTO,HTO,2,300
HTR,HTR,2,300
HTW,HTW,2,300
HTY,HTY,2,300
HUB,HUB,2,300
HUD,HUD,2,300
HUL,HUL,2,300
HUN,HUN,2,300
HUP,HUP,2,300
HUR,HUR,2,240
HUS,HUS,2,300
HUT,HUT,2,300
HUU,HUU,2,300
HUY,HUY,2,300
HVF,HVF,2,300
HVH,HVH,2,600
HVN,HVN,2,300
HWA,HWA,2,300
HWB,HWB,2,300
HWC,HWC,2,300
HWD,HWD,2,300
HWE,HWE,2,660
HWF,HWF,2,5940
HWH,HWH,2,300
HWI,HWI,2,300
HWM,HWM,2,300
HWN,HWN,2,180
HWV,HWV,2,300
HWW,HWW,2,300
HWX,HWX,2,300
HWY,HWY,2,60
HXM,HXM,2,300
HXX,HXX,2,120
HYB,HYB,2,300
HYC,HYC,2,300
HYD,HYD,2,300
HYH,HYH,2,300
HYK,HYK,2,180
HYL,HYL,2,300
HYM,HYM,2,300
HYN,HYN,2,180
HYR,HYR,2,300
HYS,HYS,2,240
HYT,HYT,2,300
HYW,HYW,2,360
IFD,IFD,2,120
IFI,IFI,2,240
IGD,IGD,2,300
ILK,ILK,2,300
ILN,ILN,2,300
IMW,IMW,2,300
INC,INC,2,300
INE,INE,2,300
ING,ING,2,300
INH,INH,2,300
INK,INK,2,300
INP,INP,2,300
INR,INR,2,300
INS,INS,2,300
INT,INT,2,180
INV,INV,2,300
IPS,IPS,2,300
IRL,IRL,2,300
IRV,IRV,2,300
ISL,ISL,2,360
ISP,ISP,2,300
IVR,IVR,2,300
IVY,IVY,2,300
JCH,JCH,2,300
JEQ,JEQ,2,300
JHN,JHN,2,300
JOH,JOH,2,300
JOR,JOR,2,300
KBC,KBC,2,300
KBF,KBF,2,300
KBK,KBK,2,300
KBM,KBM,2,300
KBN,KBN,2,180
KBW,KBW,2,300
KBX,KBX,2,300
KCK,KCK,2,300
KDB,KDB,2,240
KDG,KDG,2,300
KDR,KDR,2,60
KDY,KDY,2,300
KEB,KEB,2,60
KEH,KEH,2,300
KEI,KEI,2,300
KEL,KEL,2,300
KEM,KEM,2,300
KEN,KEN,2,300
KET,KET,2,300
KEY,KEY,2,300
KEZ,KEZ,2,300
KGE,KGE,2,300
KGH,KGH,2,300
KGL,KGL,2,300
KGM,KGM,2,300
KGN,KGN,2,300
KGP,KGP,2,300
KGS,KGS,2,300
KGT,KGT,2,300
KGX,KGX,2,900
KID,KID,2,300
KIL,KIL,2,300
KIN,KIN,2,300
KIR,KIR,2,300
KIT,KIT,2,300
KIV,KIV,2,300
KKB,KKB,2,300
KKD,KKD,2,300
KKH,KKH,2,300
KKM,KKM,2,300
KKN,KKN,2,300
KKS,KKS,2,300
KLB,KLB,2,300
KLD,KLD,2,300
KLF,KLF,2,300
KLL,KLL,2,300
KLM,KLM,2,300
KLN,KLN,2,300
KLS,KLS,2,300
KLY,KLY,2,240
KMH,KMH,2,300
KMK,KMK,2,180
KML,KML,2,180
KMP,KMP,2,300
KMS,KMS,2,240
KNA,KNA,2,300
KND,KND,2,240
KNE,KNE,2,300
KNF,KNF,2,300
KNG,KNG,2,300
KNI,KNI,2,300
KNL,KNL,2,300
KNN,KNN,2,300
KNO,KNO,2,300
KNR,KNR,2,180
KNS,KNS,2,300
KNT,KNT,2,300
KNU,KNU,2,300
KNW,KNW,2,300
KNY,KNY,2,300
KPA,KPA,2,300
KPT,KPT,2,300
KRK,KRK,2,300
KSL,KSL,2,300
KSN,KSN,2,240
KSW,KSW,2,300
KTH,KTH,2,240
KTL,KTL,2,300
KTN,KTN,2,300
KTR,KTR,2,300
KTW,KTW,2,300
KVD,KVD,2,300
KVP,KVP,2,300
KWB,KWB,2,360
KWD,KWD,2,300
KWG,KWG,2,300
KWL,KWL,2,300
KWN,KWN,2,240
KWR,KWR,2,300
KYL,KYL,2,120
KYN,KYN,2,300
LAC,LAC,2,240
LAD,LAD,2,240
LAG,LAG,2,300
LAI,LAI,2,300
LAK,LAK,2,300
LAM,LAM,2,300
LAN,LAN,2,360
LAP,LAP,2,300
LAR,LAR,2,900
LAS,LAS,2,300
LAU,LAU,2,300
LAW,LAW,2,300
LAY,LAY,2,300
LBG,LBG,2,600
LBK,LBK,2,300
LBN,LBN,2,60
LBO,LBO,2,300
LBR,LBR,2,300
LBT,LBT,2,300
LBZ,LBZ,2,300
LCA,LCA,2,300
LCB,LCB,2,300
LCC,LCC,2,300
LCG,LCG,2,300
LCK,LCK,2,300
LCL,LCL,2,300
LCN,LCN,2,300
LCS,LCS,2,300
LDN,LDN,2,300
LDR,LDR,2,300
LDS,LDS,2,600
LDW,LDW,2,300
LDY,LDY,2,300
LEA,LEA,2,300
LEB,LEB,2,300
LED,LED,2,300
LEE,LEE,2,240
LEG,LEG,2,300
LEH,LEH,2,300
LEI,LEI,2,300
LEL,LEL,2,300
LEM,LEM,2,300
LEN,LEN,2,240
LEO,LEO,2,300
LER,LER,2,300
LES,LES,2,300
LET,LET,2,300
LEU,LEU,2,300
LEW,LEW,2,240
LEY,LEY,2,300
LFD,LFD,2,240
LFL,LFL,2,300
LFO,LFO,2,300
LGB,LGB,2,300
LGD,LGD,2,300
LGE,LGE,2,300
LGF,LGF,2,240
LGG,LGG,2,300
LGJ,LGJ,2,300
LGK,LGK,2,300
LGM,LGM,2,300
LGN,LGN,2,300
LGO,LGO,2,300
LGS,LGS,2,300
LGW,LGW,2,300
LHA,LHA,2,300
LHD,LHD,2,300
LHE,LHE,2,300
LHM,LHM,2,300
LHO,LHO,2,300
LHS,LHS,2,300
LHW,LHW,2,300
LIC,LIC,2,300
LID,LID,2,300
LIE,LIE,2,300
LIH,LIH,2,240
LIN,LIN,2,300
LIP,LIP,2,300
LIS,LIS,2,360
LIT,LIT,2,240
LIV,LIV,2,600
LJL,LJL,2,300
LJN,LJN,2,60
LKE,LKE,2,300
LLA,LLA,2,300
LLC,LLC,2,300
LLD,LLD,2,300
LLE,LLE,2,300
LLF,LLF,2,300
LLG,LLG,2,300
LLH,LLH,2,300
LLI,LLI,2,300
LLJ,LLJ,2,300
LLL,LLL,2,300
LLM,LLM,2,300
LLN,LLN,2,300
LLO,LLO,2,300
LLR,LLR,2,300
LLS,LLS,2,300
LLT,LLT,2,300
LLV,LLV,2,300
LLW,LLW,2,300
LLY,LLY,2,300
LMN,LMN,2,300
LMR,LMR,2,300
LMS,LMS,2,300
LNB,LNB,2,300
LND,LND,2,300
LNE,LNE,2,2100
LNG,LNG,2,360
LNK,LNK,2,300
LNR,LNR,2,300
LNW,LNW,2,300
LNY,LNY,2,300
LNZ,LNZ,2,180
LOB,LOB,2,300
LOC,LOC,2,300
LOE,LOE,2,2100
LOF,LOF,2,300
LOH,LOH,2,300
LOO,LOO,2,300
LOS,LOS,2,300
LOT,LOT,2,300
LOW,LOW,2,300
LPG,LPG,2,300
LPO,LPO,2,300
LPR,LPR,2,300
LPT,LPT,2,300
LPW,LPW,2,300
LPY,LPY,2,420
LRB,LRB,2,240
LRD,LRD,2,300
LRG,LRG,2,300
LRH,LRH,2,300
LRK,LRK,2,240
LRR,LRR,2,300
LSK,LSK,2,360
LSN,LSN,2,300
LST,LST,2,900
LSW,LSW,2,300
LSY,LSY,2,240
LTG,LTG,2,300
LTH,LTH,2,180
LTK,LTK,2,60
LTL,LTL,2,300
LTM,LTM,2,300
LTN,LTN,2,420
LTP,LTP,2,300
LTR,LTR,2,300
LTS,LTS,2,300
LTT,LTT,2,300
LTV,LTV,2,300
LUA,LUA,2,5940
LUB,LUB,2,60
LUD,LUD,2,300
LUT,LUT,2,600
LUX,LUX,2,300
LVC,LVC,2,600
LVG,LVG,2,300
LVJ,LVJ,2,300
LVM,LVM,2,300
LVN,LVN,2,240
LVS,LVS,2,300
LVT,LVT,2,300
LWH,LWH,2,300
LWM,LWM,2,300
LWR,LWR,2,300
LWS,LWS,2,240
LWT,LWT,2,300
LWY,LWY,2,300
LYC,LYC,2,300
LYD,LYD,2,300
LYE,LYE,2,300
LYM,LYM,2,300
LYP,LYP,2,1200
LYT,LYT,2,360
LZB,LZB,2,300
MAC,MAC,2,300
MAE,MAE,2,300
MAG,MAG,2,240
MAI,MAI,2,180
MAJ,MAJ,2,60
MAL,MAL,2,360
MAN,MAN,2,600
MAO,MAO,2,360
MAR,MAR,2,240
MAS,MAS,2,300
MAT,MAT,2,300
MAU,MAU,2,300
MAW,MAW,2,60
MAX,MAX,2,300
MAY,MAY,2,300
MBH,MBH,2,300
MBK,MBK,2,360
MBR,MBR,2,300
MCB,MCB,2,240
MCE,MCE,2,300
MCF,MCF,2,300
MCH,MCH,2,300
MCM,MCM,2,300
MCN,MCN,2,240
MCO,MCO,2,300
MCT,MCT,2,300
MCV,MCV,2,300
MCZ,MCZ,2,60
MDB,MDB,2,120
MDE,MDE,2,240
MDG,MDG,2,300
MDL,MDL,2,300
MDM,MDM,2,300
MDN,MDN,2,300
MDS,MDS,2,300
MDW,MDW,2,240
MEC,MEC,2,300
MEL,MEL,2,300
MEN,MEN,2,300
MEO,MEO,2,300
MEP,MEP,2,240
MER,MER,2,180
MES,MES,2,300
MEV,MEV,2,300
MEW,MEW,2,300
MEX,MEX,2,300
MEY,MEY,2,300
MFA,MFA,2,300
MFF,MFF,2,300
MFH,MFH,2,300
MFL,MFL,2,300
MFT,MFT,2,300
MGM,MGM,2,300
MGN,MGN,2,300
MHM,MHM,2,240
MHR,MHR,2,300
MHS,MHS,2,300
MIA,MIA,2,300
MIC,MIC,2,360
MIE,MIE,2,300
MIH,MIH,2,300
MIJ,MIJ,2,300
MIK,MIK,2,300
MIL,MIL,2,300
MIM,MIM,2,300
MIN,MIN,2,300
MIR,MIR,2,300
MIS,MIS,2,180
MKC,MKC,2,300
MKM,MKM,2,300
MKR,MKR,2,300
MKT,MKT,2,120
MLB,MLB,2,300
MLD,MLD,2,300
MLF,MLF,2,360
MLG,MLG,2,600
MLH,MLH,2,300
MLM,MLM,2,300
MLN,MLN,2,300
MLR,MLR,2,300
MLS,MLS,2,300
MLT,MLT,2,300
MLW,MLW,2,300
MLY,MLY,2,300
MMO,MMO,2,300
MNA,MNA,2,300
MNC,MNC,2,300
MNE,MNE,2,300
MNG,MNG,2,120
MNN,MNN,2,180
MNP,MNP,2,300
MNR,MNR,2,300
MNS,MNS,2,300
MOB,MOB,2,300
MOG,MOG,2,300
MOM,MOM,2,300
MON,MON,2,300
MOO,MOO,2,300
MOR,MOR,2,300
MOS,MOS,2,300
MOT,MOT,2,300
MOZ,MOZ,2,300
MPK,MPK,2,300
MPL,MPL,2,300
MPT,MPT,2,300
MRB,MRB,2,300
MRD,MRD,2,300
MRF,MRF,2,600
MRN,MRN,2,240
MRP,MRP,2,300
MRR,MRR,2,300
MRS,MRS,2,300
MRT,MRT,2,300
MRW,MRW,2,300
MRY,MRY,2,300
MSD,MSD,2,300
MSH,MSH,2,300
MSK,MSK,2,300
MSL,MSL,2,300
MSM,MSM,2,300
MSN,MSN,2,300
MSO,MSO,2,300
MSR,MSR,2,240
MSS,MSS,2,300
MST,MST,2,300
MSW,MSW,2,300
MTA,MTA,2,300
MTB,MTB,2,300
MTC,MTC,2,300
MTE,MTE,2,300
MTG,MTG,2,240
MTH,MTH,2,300
MTL,MTL,2,360
MTM,MTM,2,240
MTN,MTN,2,360
MTO,MTO,2,300
MTP,MTP,2,300
MTS,MTS,2,300
MTV,MTV,2,300
MUB,MUB,2,300
MUF,MUF,2,300
MUI,MUI,2,300
MUL,MUL,2,180
MVL,MVL,2,300
MYB,MYB,2,600
MYH,MYH,2,300
MYL,MYL,2,300
MYT,MYT,2,300
MZH,MZH,2,240
NAN,NAN,2,300
NAR,NAR,2,300
NAY,NAY,2,300
NBA,NBA,2,300
NBC,NBC,2,240
NBE,NBE,2,300
NBG,NBG,2,300
NBM,NBM,2,300
NBN,NBN,2,300
NBR,NBR,2,300
NBT,NBT,2,300
NBW,NBW,2,300
NBY,NBY,2,300
NCE,NCE,2,300
NCK,NCK,2,300
NCL,NCL,2,480
NCM,NCM,2,180
NCO,NCO,2,300
NCT,NCT,2,300
NCZ,NCZ,2,60
NDL,NDL,2,240
NEG,NEG,2,300
NEH,NEH,2,240
NEI,NEI,2,300
NEL,NEL,2,300
NEM,NEM,2,360
NEN,NEN,2,300
NES,NES,2,300
NET,NET,2,300
NEW,NEW,2,300
NFA,NFA,2,300
NFD,NFD,2,300
NFL,NFL,2,240
NFN,NFN,2,300
NGT,NGT,2,300
NHD,NHD,2,240
NHE,NHE,2,240
NHL,NHL,2,300
NHY,NHY,2,300
NIM,NIM,2,300
NIT,NIT,2,300
NLN,NLN,2,300
NLR,NLR,2,300
NLS,NLS,2,300
NLT,NLT,2,300
NLW,NLW,2,300
NMC,NMC,2,300
NMK,NMK,2,300
NMM,NMM,2,300
NMN,NMN,2,120
NMP,NMP,2,300
NMR,NMR,2,300
NMT,NMT,2,300
NNG,NNG,2,420
NNN,NNN,2,300
NNP,NNP,2,240
NNT,NNT,2,300
NOA,NOA,2,300
NOR,NOR,2,300
NOT,NOT,2,480
NPD,NPD,2,300
NQU,NQU,2,300
NQY,NQY,2,300
NRB,NRB,2,240
NRC,NRC,2,300
NRD,NRD,2,300
NRN,NRN,2,300
NRT,NRT,2,300
NRW,NRW,2,300
NSB,NSB,2,240
NSD,NSD,2,300
NSG,NSG,2,300
NSH,NSH,2,300
NTA,NTA,2,300
NTC,NTC,2,300
NTH,NTH,2,300
NTL,NTL,2,300
NTN,NTN,2,300
NTR,NTR,2,300
NUF,NUF,2,240
NUM,NUM,2,300
NUN,NUN,2,300
NUT,NUT,2,240
NVH,NVH,2,240
NVN,NVN,2,300
NVR,NVR,2,120
NWA,NWA,2,300
NWB,NWB,2,300
NWD,NWD,2,120
NWE,NWE,2,300
NWI,NWI,2,300
NWM,NWM,2,300
NWN,NWN,2,300
NWP,NWP,2,300
NWR,NWR,2,300
NWT,NWT,2,300
NWX,NWX,2,240
NWY,NWY,2,300
NXG,NXG,2,240
OBN,OBN,2,480
OCK,OCK,2,300
OCM,OCM,2,300
OHL,OHL,2,300
OKE,OKE,2,300
OKL,OKL,2,300
OKM,OKM,2,300
OKN,OKN,2,300
OKS,OKS,2,300
OLD,OLD,2,300
OLF,OLF,2,300
OLM,OLM,2,300
OLT,OLT,2,300
OLY,OLY,2,240
OMS,OMS,2,300
OPK,OPK,2,300
ORE,ORE,2,300
ORN,ORN,2,300
ORP,ORP,2,240
ORR,ORR,2,300
OTF,OTF,2,240
OTR,OTR,2,300
OUD,OUD,2,300
OUN,OUN,2,300
OUS,OUS,2,300
OUT,OUT,2,300
OVE,OVE,2,300
OVR,OVR,2,360
OXF,OXF,2,300
OXN,OXN,2,300
OXP,OXP,2,180
OXS,OXS,2,360
OXT,OXT,2,180
PAD,PAD,2,900
PAL,PAL,2,300
PAN,PAN,2,300
PAR,PAR,2,180
PAT,PAT,2,300
PBL,PBL,2,300
PBO,PBO,2,480
PBR,PBR,2,300
PBU,PBU,2,180
PBY,PBY,2,300
PCD,PCD,2,300
PCN,PCN,2,300
PDG,PDG,2,300
PDT,PDT,2,300
PDW,PDW,2,240
PEA,PEA,2,300
PEB,PEB,2,240
PEE,PEE,2,300
PEG,PEG,2,300
PEM,PEM,2,300
PEN,PEN,2,300
PER,PER,2,300
PES,PES,2,300
PET,PET,2,240
PEV,PEV,2,240
PEW,PEW,2,300
PFL,PFL,2,300
PFM,PFM,2,300
PFR,PFR,2,300
PFY,PFY,2,300
PGM,PGM,2,300
PGN,PGN,2,300
PHG,PHG,2,300
PHM,PHM,2,300
PHR,PHR,2,240
PIL,PIL,2,300
PIN,PIN,2,360
PIT,PIT,2,300
PIZ,PIZ,2,300
PKG,PKG,2,300
PKS,PKS,2,360
PKT,PKT,2,300
PLC,PLC,2,240
PLD,PLD,2,300
PLE,PLE,2,300
PLG,PLG,2,240
PLK,PLK,2,300
PLM,PLM,2,300
PLN,PLN,2,300
PLS,PLS,2,300
PLT,PLT,2,300
PLU,PLU,2,240
PLW,PLW,2,300
PLY,PLY,2,300
PMA,PMA,2,300
PMB,PMB,2,300
PMD,PMD,2,300
PMH,PMH,2,1200
PMO,PMO,2,300
PMP,PMP,2,240
PMR,PMR,2,240
PMS,PMS,2,300
PMT,PMT,2,180
PMW,PMW,2,300
PNA,PNA,2,300
PNC,PNC,2,300
PNE,PNE,2,120
PNF,PNF,2,300
PNL,PNL,2,300
PNM,PNM,2,300
PNQ,PNQ,2,900
PNR,PNR,2,300
PNS,PNS,2,300
PNW,PNW,2,120
PNY,PNY,2,300
PNZ,PNZ,2,300
POK,POK,2,240
POL,POL,2,300
PON,PON,2,300
POO,POO,2,240
POP,POP,2,300
POR,POR,2,180
POT,POT,2,300
PPD,PPD,2,180
PPK,PPK,2,300
PPL,PPL,2,300
PPR,PPR,2,300
PRA,PRA,2,300
PRB,PRB,2,300
PRE,PRE,2,480
PRH,PRH,2,300
PRL,PRL,2,300
PRN,PRN,2,300
PRO,PRO,2,60
PRP,PRP,2,180
PRR,PRR,2,120
PRS,PRS,2,300
PRT,PRT,2,300
PRU,PRU,2,300
PRW,PRW,2,300
PRY,PRY,2,300
PSC,PSC,2,300
PSE,PSE,2,300
PSH,PSH,2,300
PSL,PSL,2,300
PSN,PSN,2,300
PST,PST,2,300
PSW,PSW,2,300
PTA,PTA,2,300
PTB,PTB,2,300
PTC,PTC,2,300
PTD,PTD,2,300
PTF,PTF,2,300
PTG,PTG,2,300
PTH,PTH,2,300
PTK,PTK,2,300
PTL,PTL,2,300
PTM,PTM,2,300
PTN,PTN,2,300
PTO,PTO,2,300
PTR,PTR,2,300
PTS,PTS,2,300
PTT,PTT,2,300
PTW,PTW,2,300
PUL,PUL,2,240
PUO,PUO,2,240
PUR,PUR,2,240
PUT,PUT,2,240
PWC,PWC,2,300
PWE,PWE,2,300
PWL,PWL,2,300
PWW,PWW,2,300
PWY,PWY,2,300
PYC,PYC,2,300
PYE,PYE,2,300
PYG,PYG,2,300
PYJ,PYJ,2,300
PYL,PYL,2,300
PYN,PYN,2,300
PYP,PYP,2,300
PYT,PYT,2,300
QBR,QBR,2,240
QCF,QCF,2,300
QDF,QDF,2,300
QDK,QDK,2,300
QDM,QDM,2,60
QED,QED,2,300
QEO,QEO,2,300
QGL,QGL,2,300
QGS,QGS,2,300
QHC,QHC,2,300
QPK,QPK,2,300
QPW,QPW,2,300
QRB,QRB,2,120
QRP,QRP,2,240
QUI,QUI,2,300
QXD,QXD,2,300
QXO,QXO,2,300
QYD,QYD,2,300
RAD,RAD,2,300
RAI,RAI,2,240
RAM,RAM,2,240
RAN,RAN,2,300
RAU,RAU,2,300
RAV,RAV,2,300
RAY,RAY,2,360
RBR,RBR,2,240
RBU,RBU,2,300
RCA,RCA,2,300
RCC,RCC,2,300
RCD,RCD,2,300
RCE,RCE,2,300
RCF,RCF,2,300
RCM,RCM,2,300
RCR,RCR,2,300
RDA,RDA,2,300
RDB,RDB,2,360
RDC,RDC,2,300
RDD,RDD,2,300
RDF,RDF,2,300
RDG,RDG,2,420
RDH,RDH,2,300
RDM,RDM,2,300
RDN,RDN,2,300
RDR,RDR,2,180
RDS,RDS,2,300
RDT,RDT,2,300
RDU,RDU,2,300
RDW,RDW,2,180
REC,REC,2,300
RED,RED,2,300
REE,REE,2,300
REI,REI,2,240
RET,RET,2,600
RFD,RFD,2,300
RFY,RFY,2,120
RGL,RGL,2,300
RGP,RGP,2,300
RGT,RGT,2,300
RGW,RGW,2,300
RHA,RHA,2,300
RHB,RHB,2,300
RHD,RHD,2,300
RHI,RHI,2,300
RHL,RHL,2,300
RHM,RHM,2,300
RHO,RHO,2,300
RHY,RHY,2,180
RIA,RIA,2,300
RIC,RIC,2,60
RID,RID,2,300
RIL,RIL,2,300
RIS,RIS,2,300
RKT,RKT,2,300
RLG,RLG,2,180
RLN,RLN,2,360
RMB,RMB,2,300
RMC,RMC,2,300
RMD,RMD,2,300
RMF,RMF,2,300
RMK,RMK,2,300
RML,RML,2,300
RMR,RMR,2,300
RNF,RNF,2,300
RNH,RNH,2,300
RNM,RNM,2,300
RNR,RNR,2,300
ROB,ROB,2,300
ROC,ROC,2,300
ROE,ROE,2,300
ROG,ROG,2,300
ROL,ROL,2,300
ROM,ROM,2,300
ROO,ROO,2,300
ROR,ROR,2,120
ROS,ROS,2,300
ROW,ROW,2,300
RRB,RRB,2,300
RRM,RRM,2,300
RRN,RRN,2,300
RSB,RSB,2,900
RSG,RSG,2,300
RSH,RSH,2,300
RSS,RSS,2,300
RTC,RTC,2,300
RTH,RTH,2,300
RTN,RTN,2,300
RTR,RTR,2,240
RTY,RTY,2,300
RUA,RUA,2,300
RUE,RUE,2,240
RUF,RUF,2,300
RUG,RUG,2,300
RUN,RUN,2,300
RUS,RUS,2,300
RUT,RUT,2,300
RVB,RVB,2,240
RVN,RVN,2,300
RWC,RWC,2,300
RYB,RYB,2,300
RYD,RYD,2,300
RYE,RYE,2,240
RYH,RYH,2,300
RYN,RYN,2,300
RYP,RYP,2,300
RYR,RYR,2,180
RYS,RYS,2,300
SAA,SAA,2,120
SAB,SAB,2,300
SAC,SAC,2,300
SAD,SAD,2,300
SAE,SAE,2,300
SAF,SAF,2,240
SAH,SAH,2,300
SAJ,SAJ,2,300
SAL,SAL,2,300
SAM,SAM,2,300
SAN,SAN,2,300
SAO,SAO,2,300
SAQ,SAQ,2,300
SAR,SAR,2,300
SAS,SAS,2,300
SAT,SAT,2,300
SAU,SAU,2,300
SAV,SAV,2,300
SAW,SAW,2,300
SAX,SAX,2,300
SAY,SAY,2,240
SBE,SBE,2,300
SBF,SBF,2,300
SBJ,SBJ,2,120
SBK,SBK,2,300
SBM,SBM,2,240
SBP,SBP,2,240
SBR,SBR,2,300
SBS,SBS,2,300
SBT,SBT,2,300
SBU,SBU,2,300
SBV,SBV,2,300
SBY,SBY,2,300
SCA,SCA,2,300
SCB,SCB,2,600
SCF,SCF,2,300
SCG,SCG,2,240
SCH,SCH,2,300
SCM,SCM,2,300
SCN,SCN,2,60
SCR,SCR,2,300
SCS,SCS,2,300
SCT,SCT,2,300
SCU,SCU,2,300
SCY,SCY,2,240
SDA,SDA,2,240
SDB,SDB,2,300
SDC,SDC,2,300
SDE,SDE,2,300
SDF,SDF,2,300
SDG,SDG,2,240
SDH,SDH,2,300
SDI,SDI,2,300
SDL,SDL,2,300
SDM,SDM,2,300
SDN,SDN,2,300
SDP,SDP,2,300
SDR,SDR,2,300
SDT,SDT,2,300
SDW,SDW,2,240
SDY,SDY,2,300
SEA,SEA,2,300
SEB,SEB,2,300
SEC,SEC,2,300
SED,SED,2,300
SEE,SEE,2,240
SEF,SEF,2,300
SEG,SEG,2,240
SEH,SEH,2,240
SEL,SEL,2,300
SEM,SEM,2,300
SEN,SEN,2,300
SER,SER,2,120
SES,SES,2,300
SET,SET,2,300
SEV,SEV,2,240
SEZ,SEZ,2,60
SFA,SFA,2,300
SFD,SFD,2,300
SFF,SFF,2,300
SFI,SFI,2,300
SFL,SFL,2,300
SFN,SFN,2,300
SFO,SFO,2,300
SFR,SFR,2,180
SGB,SGB,2,420
SGE,SGE,2,300
SGL,SGL,2,300
SGM,SGM,2,300
SGN,SGN,2,300
SGQ,SGQ,2,60
SGR,SGR,2,60
SHA,SHA,2,300
SHB,SHB,2,300
SHC,SHC,2,300
SHD,SHD,2,300
SHE,SHE,2,240
SHF,SHF,2,420
SHH,SHH,2,300
SHI,SHI,2,300
SHJ,SHJ,2,300
SHL,SHL,2,300
SHM,SHM,2,300
SHN,SHN,2,300
SHO,SHO,2,300
SHP,SHP,2,300
SHR,SHR,2,300
SHS,SHS,2,300
SHT,SHT,2,300
SHU,SHU,2,300
SHV,SHV,2,60
SHW,SHW,2,240
SHX,SHX,2,300
SHY,SHY,2,300
